text_ID	txt_raw	A_ID	Author_Initials	Text_title	First_line.x	PER_ID	Year	Vol	Num	Pages	Subtitle	Author_sign	Author_full_name	Author_birth	Author_death	RP_biography	first_line	Unnamed..0	path	author	dub	original	language	header	cyclus	liber	created	start	end	exact	sphere	genre_fi	audience_age	audience_level	audience_size	source	publication	publisher	publ_year	medium	subcorpus	meter	feet	clausula	strophe	gr_strophe	rhyme	formula	extra	verses	location	location_normalized	paths_tidy	diff	year	year_start	First_line.y
P_896	NA	A-110	Давыдов Д.В.	NA	Когда я повстречал красавицу мою	Совр	1836	Т. 3	NA	135	Эпиграммы и пр.	Д. Д-в	Давыдов Денис Васильевич	1784	1839	2-68	Когдаяповстречалкрасавицумою	3680	xix/davydov/davy-075	Д. В. Давыдов	NA			«Когда я повстречал красавицу мою...»			1834	1834	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Д. Давыдов. Стихотворения. Библиотека поэта. Большая серия. Издание второе. -- Л. Советский писатель, 1984				книга	поэтический	Я	вольная : 4,5,6	вольная : ж, м	0		вольная	Я4,Я5,Я6ж,м		7			texts_plain/xix/davydov/davy-075.txt	0	1834	1834	Когдаяповстречалкрасавицумою
P_897	NA	NA	NA	NA	Меринос собакой стал	Совр	1836	Т. 3	NA	136	Эпиграммы и пр.	Н.	NA	NA	NA	NA	Мериноссобакойстал	3698	xix/davydov/davy-094	Д. В. Давыдов	NA			«Меринос собакой стал...»			1836	1836	NA		художественная	стихотворение : эпиграмма	н-возраст	н-уровень	большая	Д. Давыдов. Стихотворения. Библиотека поэта. Большая серия. Издание второе. -- Л. Советский писатель, 1984				книга	поэтический	Х	4	вольная : ж, м	0		вольная	Х4ж,м		9			texts_plain/xix/davydov/davy-094.txt	0	1836	1836	Мериноссобакойстал
P_898	NA	NA	NA	NA	Нет, кажется, тебе не суждено	Совр	1836	Т. 3	NA	136	Эпиграммы и пр.	Н.	NA	NA	NA	NA	Неткажетсятебенесуждено	3700	xix/davydov/davy-096	Д. В. Давыдов	NA			«Нет, кажется, тебе не суждено...»			1836	1836	NA		художественная	стихотворение : эпиграмма	н-возраст	н-уровень	большая	Д. Давыдов. Стихотворения. Библиотека поэта. Большая серия. Издание второе. -- Л. Советский писатель, 1984				книга	поэтический	Я	вольная : 4,5,6	регулярная : мжжмж	5		затянутая : аббаб	Я4,Я5,Я6жм		5			texts_plain/xix/davydov/davy-096.txt	0	1836	1836	Неткажетсятебенесуждено
P_899	NA	A-110	Давыдов Д.В.	NA	Вошла, как Психея, томна и стыдлива	Совр	1836	Т. 3	NA	136	Эпиграммы и пр.	Д. Д-в	Давыдов Денис Васильевич	1784	1839	2-68	ВошлакакПсихеятомнаистыдлива	3673	xix/davydov/davy-068	Д. В. Давыдов	NA			«Вошла -- как Психея, томна и стыдлива..»			1833	1833	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Д. Давыдов. Стихотворения. Библиотека поэта. Большая серия. Издание второе. -- Л. Советский писатель, 1984				книга	поэтический	Аф	4	регулярная : жжмм	2	0	парная : аа	Аф4жжмм		4			texts_plain/xix/davydov/davy-068.txt	0	1833	1833	ВошлакакПсихеятомнаистыдлива
P_902	NA	NA	NA	Полководец	У русского царя в чертогах есть палата	Совр	1836	Т. 3	NA	192-194	NA	NA	NA	NA	NA	NA	Урусскогоцарявчертогахестьпалата	12704	xix/pushkin/pu3-378	А. С. Пушкин	NA			Полководец : «У русского царя в чертогах есть палата...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Я	6	регулярная : жжмм	2 : александрийский стих	вольная	парная : аа	Я6жжмм	усеченная строка	66			texts_plain/xix/pushkin/pu3-378.txt	0	1835	1835	Урусскогоцарявчертогахестьпалата
P_907	NA	A-154	Тютчев Ф.И.	NA	В душном воздуха молчанье	Совр	1836	Т. 4	NA	32-33	Стихотворения, присланные из Германии	Ф.Т.	Тютчев Федор Иванович	1803	1873	6-	Вдушномвоздухамолчанье	14655	xix/tjutchev/tss-1241	Ф. И. Тютчев	NA			«В душном воздуха молчанье...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Х	4	регулярная : жм	4		перекрестная : абаб	Х4жм		24			texts_plain/xix/tjutchev/tss-1241.txt	0	1835	1835	Вдушномвоздухамолчанье
P_909	NA	A-154	Тютчев Ф.И.	NA	Вечер мглистый и ненастный	Совр	1836	Т. 4	NA	35	Стихотворения, присланные из Германии	Ф.Т.	Тютчев Федор Иванович	1803	1873	6-	Вечермглистыйиненастный	14658	xix/tjutchev/tss-1261	Ф. И. Тютчев	NA			«Вечер мглистый и ненастный...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Х	4	регулярная : жм	4	0	перекрестная : абаб	Х4жм		8			texts_plain/xix/tjutchev/tss-1261.txt	0	1835	1835	Вечермглистыйиненастный
P_910	NA	A-154	Тютчев Ф.И.	NA	И гроб опущен уж в могилу	Совр	1836	Т. 4	NA	36	Стихотворения, присланные из Германии	Ф.Т.	Тютчев Федор Иванович	1803	1873	6-	Игробопущенужвмогилу	14654	xix/tjutchev/tss-1232	Ф. И. Тютчев	NA			«И гроб опущен уж в могилу...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Я	4	регулярная : жм	4		перекрестная : абаб	Я4жм		16			texts_plain/xix/tjutchev/tss-1232.txt	0	1835	1835	Игробопущенужвмогилу
P_915	NA	A-2	Баратынский Е.А.	К князю П.А. Вяземскому	Как жизни общие призывы	Совр	1836	Т. 4	NA	216-218	NA	Е. Баратынский	Баратынский Евгений Абрамович	1800	1844	1-158	Какжизниобщиепризывы	2910	xix/baratynsky/br1-199	Е. А. Баратынский	NA			Князю Петру Андреевичу Вяземскому : «Как жизни общие призывы...»			1834	1834	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Баратынский Е. А. Полное собрание стихотворений: В 2 т. Л.: Сов. писатель, 1936. -- (Б-ка поэта). Т. 1. -- 1936				книга	поэтический	Я	4	вольная : ж, м	0	вольная	вольная	Я4ж,м		45			texts_plain/xix/baratynsky/br1-199.txt	0	1834	1834	Какжизниобщиепризывы
P_920	NA	A-11	Пушкин А.С.	NA	Перед гробницею святой	Совр	1836	Т. 4	NA	297-298	NA	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Передгробницеюсвятой	12642	xix/pushkin/pu3-267	А. С. Пушкин	NA			«Перед гробницею святой...»			1831	1831	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Я	4	регулярная : мм жмжм	6		сложная : аа бвбв	Я4мж		30			texts_plain/xix/pushkin/pu3-267.txt	0	1831	1831	Передгробницеюсвятой
P_923	NA	A-153	Ростопчина Е.П.	Эльбрус и я	Мне говорили: “Чуден снежный!…”	Совр	1837	Т. 5	NA	140-142	NA	Г. Е. Р.	Ростопчина (Растопчина) Евдокия Петровна	1811	1858	5-369	МнеговорилиЧуденснежный	12893	xix/rostopchina/rost-012	Е. П. Ростопчина	NA			Эльбрус и я : «Мне говорили: «Чуден снежный!»...»			1836.01	1836.01	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Евдокия Ростопчина. Стихотворения Проза Письма. -- М., Сов. Россия, 1986				книга	поэтический	Я	4	регулярная : жм	4		перекрестная : абаб	Я4жм		44			texts_plain/xix/rostopchina/rost-012.txt	0	1836	1836	МнеговорилиЧуденснежный
P_926	NA	NA	NA	NA	Порой три сна меня мутят	Совр	1837	Т. 5	NA	186-188	Три сновидения	NA	NA	NA	NA	NA	Поройтриснаменямутят	1474	xix/1840/1840-003	Э. И. Губер	NA			«Порой три сна меня мутят...»	Три сновидения, 1		1835	1835	NA		художественная	стихотворение : цикл	н-возраст	н-уровень	большая	Поэты 1840-1850-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	вольная : ж, м	0		вольная	Я4ж,м		55			texts_plain/xix/1840/1840-003.txt	0	1835	1835	Поройтриснаменямутят
P_928	NA	NA	NA	NA	Мой третий сон рисует мне	Совр	1837	Т. 5	NA	191-192	Три сновидения	NA	NA	NA	NA	NA	Мойтретийсонрисуетмне	1476	xix/1840/1840-005	Э. И. Губер	NA			«Мой третий сон рисует мне...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1840-1850-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	вольная : 4,5,6	вольная : ж, м	0		вольная	Я4,5,6ж,м		48			texts_plain/xix/1840/1840-005.txt	0	1835	1835	Мойтретийсонрисуетмне
P_930	NA	A-18	Бенедиктов В.Г.	Горы	Одеты ризою туманов	Совр	1837	Т. 5	NA	238-239	NA	В. Бенедиктов	Бенедиктов Владимир Григорьевич	1807	1873	1-233	Одетыризоютуманов	3248	xix/benediktov/bene-049	В. Г. Бенедиктов	NA			Горные выси : «Одеты ризою туманов...»			1836	1836	NA		художественная	стихотворение	н-возраст	н-уровень	большая	В. Г. Бенедиктов. Стихотворения. -- Л.: Советский писатель, 1939. (Библиотека поэта. Большая серия)				книга	поэтический	Я	4	вольная : ж, м	0	вольная	вольная	Я4ж,м		32			texts_plain/xix/benediktov/bene-049.txt	0	1836	1836	Одетыризоютуманов
P_935	NA	A-11	Пушкин А.С.	Д.В. Давыдову	Тебе певцу, тебе герою	Совр	1837	Т. 5	NA	313	При посылке “Истории Пугачевского бунта”	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Тебепевцутебегерою	12726	xix/pushkin/pu3-415	А. С. Пушкин	NA			Д. В. Давыдову : «Тебе певцу, тебе герою!..»			1836	1836	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Я	4	вольная : ж, м	0		вольная	Я4ж,м		14			texts_plain/xix/pushkin/pu3-415.txt	0	1836	1836	Тебепевцутебегерою
P_936	NA	A-150	Вяземский П.А.	На память	В края далекие, под небеса чужие	Совр	1837	Т. 5	NA	314-315	NA	К. Вяземский	Вяземский Петр Андреевич	1792	1878	1-501	Вкраядалекиеподнебесачужие	15517	xix/vjazemskij/vjaz-164	П. А. Вяземский	NA			На память : «В края далекие, под небеса чужие...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	П. А. Вяземский. Стихотворения. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1986	Стихотворения	Л., Советский писатель	1958	книга	поэтический	Я	6(5)	вольная : ж, м	0		вольная	Я6ж,м, Я5м		33			texts_plain/xix/vjazemskij/vjaz-164.txt	0	1837	1837	Вкраядалекиеподнебесачужие
P_937	NA	A-11	Пушкин А.С.	Лицейская годовщина. 1836.	Была пора: наш праздник молодой	Совр	1837	Т. 5	NA	316-318	Последние три стихотворения А.С. Пушкина	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Былапоранашпраздникмолодой	12738	xix/pushkin/pu3-431	А. С. Пушкин	NA			«Была пора: наш праздник молодой...»			1836	1836	NA		художественная	стихотворение : отрывок	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Я	5	регулярная : мжжм жмжм	8		сложная : абба вгвг	Я5мж		64			texts_plain/xix/pushkin/pu3-431.txt	0	1836	1836	Былапоранашпраздникмолодой
P_938	NA	A-11	Пушкин А.С.	Молитва	Отцы пустынники и жены непорочны	Совр	1837	Т. 5	NA	319	Последние три стихотворения А.С. Пушкина	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Отцыпустынникииженынепорочны	12732	xix/pushkin/pu3-421	А. С. Пушкин	NA			«Отцы пустынники и жены непорочны...»			1836	1836	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Я	6	регулярная : жжмм	2 : александрийский стих	0	парная : аа	Я6жжмм		16			texts_plain/xix/pushkin/pu3-421.txt	0	1836	1836	Отцыпустынникииженынепорочны
P_943	NA	A-149	Шаликов П.И.	К Ивану Ивановичу Дмитриеву, по случаю стихов, написанных в 16 книжке “Московского Наблюдателя” 1837 года	Вот слава чистая как солнце в ясный день	Совр	1837	Т. 6	NA	203-204	NA	Князь Шаликов	Шаликов Петр Иванович	1768	1852	NA	Вотславачистаякаксолнцевясныйдень	246	xix/1790-1810_poets/poets-252	П. И. Шаликов	NA			К И. И. Дмитриеву : «Вот слава чистая, как солнце в ясный день...»			1837	1837	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Поэты 1790-1810-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1971				книга	поэтический	Я	6	вольная : ж, м	0		вольная	Я6ж,м		16			texts_plain/xix/1790-1810_poets/poets-252.txt	0	1837	1837	Вотславачистаякаксолнцевясныйдень
P_945	NA	A-114	Лермонтов М.Ю.	Бородино	Скажи-ка, дядя, ведь недаром	Совр	1837	Т. 6	NA	207-211	NA	М. Лермонтов	Лермонтов Михаил Юрьевич	1814	1841	3-329	Скажикадядяведьнедаром	7627	xix/lermontov/le2-0802	М. Ю. Лермонтов	NA			Бородино : «Скажи-ка, дядя, ведь не даром...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	М. Ю. Лермонтов. Полное собрание сочинений: В 5 т. -- М. Л.: Academia, 1935-1937				книга	поэтический	Я	регулярная : 4+4+3+4+4+4+3	регулярная : жжм жжжм	7		сложная : ааб вввб	Я4жж+Я3м+Я4жжж+Я3м		98			texts_plain/xix/lermontov/le2-0802.txt	0	1837	1837	Скажикадядяведьнедаром
P_948	NA	NA	NA	NA	Там где горы, убегая	Совр	1837	Т. 6	NA	393-394	Стихотворения, присланные из Германии	NA	NA	NA	NA	NA	Тамгдегорыубегая	14659	xix/tjutchev/tss-1262	Ф. И. Тютчев	NA			«Там, где горы, убегая...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Х	4	регулярная : жм	4		перекрестная : абаб	Х4жм		32			texts_plain/xix/tjutchev/tss-1262.txt	0	1835	1835	Тамгдегорыубегая
P_952	NA	A-153	Ростопчина Е.П.	Месть	Есть злая страсть, - есть чувство проклятое	Совр	1837	Т. 7	3	47-50	NA	Г. Е. Р.	Ростопчина (Растопчина) Евдокия Петровна	1811	1858	5-369	Естьзлаястрастьестьчувствопроклятое	12900	xix/rostopchina/rost-018	Е. П. Ростопчина	NA			Месть : «Есть злая страсть... есть чувство проклятое...»			1836.08	1836.08	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Евдокия Ростопчина. Стихотворения Проза Письма. -- М., Сов. Россия, 1986				книга	поэтический	Я	вольная : 3,4,5,6	вольная : ж, м	0	вольная	вольная	Я3,Я4,Я5,Я6ж,м		71			texts_plain/xix/rostopchina/rost-018.txt	0	1836	1836	Естьзлаястрастьестьчувствопроклятое
P_960	NA	A-95	Струйский Д.Ю.	Самоубийца	Он смертью смерть предупредил	Совр	1837	Т. 7	NA	180	NA	Д. Струйский	Струйский Дмитрий Юрьевич	1806	1856	6-	Онсмертьюсмертьпредупредил	1214	xix/1830/1830-175	Д. Ю. Струйский (Трилунный)	NA			Самоубийца : «Он смертью смерть предупредил...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	вольная : ж, м	4	0	вольная	Я4ж,м		16			texts_plain/xix/1830/1830-175.txt	0	1837	1837	Онсмертьюсмертьпредупредил
P_967	NA	A-143	Ершов П.П.	Зеленый цвет	Прелестно небо голубое	Совр	1837	Т. 7	NA	291-292	NA	П. Ершов	Ершов Петр Павлович	1815	1869	2-239	Прелестнонебоголубое	4294	xix/ershov/ersh-024	П. П. Ершов	NA			Зеленый цвет : «Прелестно небо голубое...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Ершов П. П., Стихотворения	Москва		1989	книга	поэтический	Я	регулярная : 4+4+4+4+3+3	регулярная : жмм	6		сложная : абб авв	Я4жммж+Я3мм		30			texts_plain/xix/ershov/ersh-024.txt	0	1837	1837	Прелестнонебоголубое
P_968	NA	A-143	Ершов П.П.	Кольцо с бирюзою	Камень милый, бирюзовый	Совр	1837	Т. 7	NA	293-294	NA	П. Ершов	Ершов Петр Павлович	1815	1869	2-239	Каменьмилыйбирюзовый	4295	xix/ershov/ersh-025	П. П. Ершов	NA			Кольцо с бирюзою : «Камень милый, бирюзовый...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Ершов П. П., Стихотворения	Москва		1989	книга	поэтический	Х	4	регулярная : жм	2	0	0	Х4жм		24			texts_plain/xix/ershov/ersh-025.txt	0	1837	1837	Каменьмилыйбирюзовый
P_973	NA	A-167	Туманский В.И.	Мысль о севере	Морозная ночь! полнолунная ночь	Совр	1837	Т. 8	4	62-63	NA	Василий Туманский	Туманский Василий Иванович	1800	1860	6-	Морознаяночьполнолуннаяночь	809	xix/1820/1820-185	В. И. Туманский	NA			Мысль о севере : «-- Морозная ночь! полнолунная ночь!..»			1830-1831	1830	1831	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Аф	регулярная : 4+3	м	4	8	перекрестная : абаб	Аф4м+Аф3м		32			texts_plain/xix/1820/1820-185.txt	1	1831	1830	Морознаяночьполнолуннаяночь
P_975	NA	A-167	Туманский В.И.	Отроковице	Не упреждай годов; зрей тихо; не вреди	Совр	1837	Т. 8	NA	65	NA	Василий Туманский	Туманский Василий Иванович	1800	1860	6-	Неупреждайгодовзрейтихоневреди	811	xix/1820/1820-187	В. И. Туманский	NA			Отроковице : «Не упреждай годов, зрей тихо, не вреди...»			1832	1832	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	6	регулярная : ммжж	2 : александрийский стих	0	парная : аа	Я6ммжж		12			texts_plain/xix/1820/1820-187.txt	0	1832	1832	Неупреждайгодовзрейтихоневреди
P_976	NA	A-167	Туманский В.И.	Размолвка	Сорентинка, голубица	Совр	1837	Т. 8	NA	66-68	Две песни	Василий Туманский	Туманский Василий Иванович	1800	1860	6-	Сорентинкаголубица	815	xix/1820/1820-191	В. И. Туманский	NA			Размолвка : ««Сорентинка, голубица...»	Две песни, 1		1833	1833	NA		художественная	стихотворение : песня : цикл	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Х	4	регулярная : жм	4		четная : хаха	Х4жм		40			texts_plain/xix/1820/1820-191.txt	0	1833	1833	Сорентинкаголубица
P_977	NA	A-167	Туманский В.И.	Примирение	За прихоть женского тщеславья	Совр	1837	Т. 8	NA	68-69	Две песни	Василий Туманский	Туманский Василий Иванович	1800	1860	6-	Заприхотьженскоготщеславья	816	xix/1820/1820-192	В. И. Туманский	NA			Примирение : «За прихоть женского тщеславья...»	Две песни, 2		1833	1833	NA		художественная	стихотворение : песня : цикл	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	регулярная : жм	4		перекрестная : абаб	Я4жм		24			texts_plain/xix/1820/1820-192.txt	0	1833	1833	Заприхотьженскоготщеславья
P_979	NA	A-167	Туманский В.И.	Дом на Босфоре	Зеленый сад, фонтан и розы	Совр	1837	Т. 8	NA	72-74	NA	Василий Туманский	Туманский Василий Иванович	1800	1860	6-	Зеленыйсадфонтанирозы	818	xix/1820/1820-194	В. И. Туманский	NA			Дом на Босфоре : «Зеленый сад, фонтан и розы...»			1836	1836	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	вольная : 4,5,6	регулярная : жм	4	8	перекрестная : абаб	Я4,5,6жм		40			texts_plain/xix/1820/1820-194.txt	0	1836	1836	Зеленыйсадфонтанирозы
P_980	NA	NA	NA	Strand-weg	Песок и море: грустный вид	Совр	1837	Т. 8	NA	266-270	Береговая дорога от Мемеля до Кеннигсберга	NA	NA	NA	NA	NA	Песокиморегрустныйвид	812	xix/1820/1820-188	В. И. Туманский	NA			«Песок и море, грустный вид!..»	Strand-Weg, 1		1833	1833	NA		художественная	стихотворение : цикл	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	вольная : ж, м	0	вольная	вольная	Я4ж,м		34			texts_plain/xix/1820/1820-188.txt	0	1833	1833	Песокиморегрустныйвид
P_983	NA	A-154	Тютчев Ф.И.	NA	Давно ль, давно ль, о Юг блаженный	Совр	1838	Т. 9	NA	131-132	NA	Ф. Т-в	Тютчев Федор Иванович	1803	1873	6-	ДавнольдавнольоЮгблаженный	14681	xix/tjutchev/tss-142	Ф. И. Тютчев	NA			«Давно ль, давно ль, о Юг блаженный...»			1838	1838	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Я	4	регулярная : жм	4	8	перекрестная : абаб	Я4жм		32			texts_plain/xix/tjutchev/tss-142.txt	0	1838	1838	ДавнольдавнольоЮгблаженный
P_986	NA	A-154	Тютчев Ф.И.	I декабря 1827	Так здесь-то суждено нам было	Совр	1838	Т. 9	NA	138	NA	Ф. Т-в	Тютчев Федор Иванович	1803	1873	6-	Такздесьтосужденонамбыло	14679	xix/tjutchev/tss-1411	Ф. И. Тютчев	NA			1-е декабря 1837 : «Так здесь-то суждено нам было...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Я	вольная : 4,5,6	вольная : ж, м	0	вольная	вольная	Я4,Я5,Я6ж,м		11			texts_plain/xix/tjutchev/tss-1411.txt	0	1837	1837	Такздесьтосужденонамбыло
P_987	NA	A-7	Кольцов А.В.	Царство мысли	Горит огнем и вечной мыслью солнце	Совр	1838	Т. 9	NA	139-140	Дума	А. Кольцов	Кольцов Алексей Васильевич	1809	1842	3-33	Горитогнемивечноймысльюсолнце	6747	xix/kolcov/kolc-104	А. В. Кольцов	NA			Царство мысли : «Горит огнем и вечной мыслью солнце...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	А. В. Кольцов. Полное собрание стихотворений. -- Л.: Сов. писатель, 1939				книга	поэтический	Я	вольная : 5,6	вольная : ж, м	0		0	Я5,Я6ж,м		24			texts_plain/xix/kolcov/kolc-104.txt	0	1837	1837	Горитогнемивечноймысльюсолнце
P_992	NA	A-170	Тургенев И.С.	Вечер	В отлогих берегах реки дремали волны	Совр	1838	Т. 9	NA	151-152	Дума	-в	Тургенев Иван Сергеевич	1818	1883	6-	Вотлогихберегахрекидремаливолны	15277	xix/turgenev/turg-035	И. С. Тургенев	NA			Вечер : «В отлогих берегах реки дремали волны...»			1837.07	1837.07	NA		художественная	стихотворение	н-возраст	н-уровень	большая	И. С. Тургенев. Стихотворения и поэмы. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1970				книга	поэтический	Я	вольная : 4,5,6	регулярная : жмжжм	5		затянутая : абааб	Я4,Я5,Я6жм		35			texts_plain/xix/turgenev/turg-035.txt	0	1837	1837	Вотлогихберегахрекидремаливолны
P_994	NA	A-2	Баратынский Е.А.	Мысль	Сначала мысль воплощена	Совр	1838	Т. 9	NA	154	NA	Е. Баратынский	Баратынский Евгений Абрамович	1800	1844	1-158	Сначаламысльвоплощена	2926	xix/baratynsky/br1-220	Е. А. Баратынский	NA			«Сначала мысль воплощена...»			1837-1838	1837	1838		художественная	стихотворение	н-возраст	н-уровень	большая	Баратынский Е. А. Полное собрание стихотворений: В 2 т. Л.: Сов. писатель, 1936. -- (Б-ка поэта). Т. 1. -- 1936				книга	поэтический	Я	4	вольная : ж, м	0		вольная	Я4ж,м		13			texts_plain/xix/baratynsky/br1-220.txt	1	1838	1837	Сначаламысльвоплощена
P_996	NA	A-19	Жуковский В.А.	Stabat Mater	Горько плача и рыдая	Совр	1838	Т. 9	NA	157-158	NA	В. Жуковский	Жуковский Василий Андреевич	1783	1852	2-278	Горькоплачаирыдая	17128	xix/zhukovsky/zhuk-510	В. А. Жуковский	NA	Якопоне да Тоди	латинский	Stabat Mater : «Горько плача и рыдая...»			1838	1838	NA		художественная	стихотворение : перевод	н-возраст	н-уровень	большая	Жуковский В. А. Полное собрание сочинений и писем. М.: Языки славянской культуры, 2000-				книга	поэтический	Х	4	регулярная : жжм	3	0	0	Х4жжм		39			texts_plain/xix/zhukovsky/zhuk-510.txt	0	1838	1838	Горькоплачаирыдая
P_1006	NA	A-154	Тютчев Ф.И.	Итальянская villa	И распростясь с тревогою житейской	Совр	1838	Т. 10. 3-ей паг	NA	184-185	NA	Ф. Т-в	Тютчев Федор Иванович	1803	1873	6-	Ираспростясьстревогоюжитейской	14680	xix/tjutchev/tss-1412	Ф. И. Тютчев	NA			Итальянская villa : «И распростясь с тревогою житейской...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Я	5(4)	регулярная : жм	4		перекрестная : абаб	Я5жм, Я4м		28			texts_plain/xix/tjutchev/tss-1412.txt	0	1837	1837	
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
P_1010	NA	A-154	Тютчев Ф.И.	Смотри, как запад разгорелся	Смотри, как запад разгорелся	Совр	1838	Т. 11. 3-ей паг	NA	181	NA	Ф. Т-в	Тютчев Федор Иванович	1803	1873	6-	Смотрикакзападразгорелся	14682	xix/tjutchev/tss-1431	Ф. И. Тютчев	NA			«Смотри, как запад разгорелся...»			1838	1838	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Тютчев Ф. И. Полное собрание стихотворений		Советский писатель	1987	книга	поэтический	Я	4	регулярная : жм	4	0	перекрестная : абаб	Я4жм		8			texts_plain/xix/tjutchev/tss-1431.txt	0	1838	1838	Смотрикакзападразгорелся
P_1015	NA	A-7	Кольцов А.В.	Великое слово	Глубокая вечность	Совр	1838	Т. 11. 3-ей паг	NA	196-198	Дума. Василию Андреевичу Жуковскому	А. Кольцов	Кольцов Алексей Васильевич	1809	1842	3-33	Глубокаявечность	6729	xix/kolcov/kolc-087	А. В. Кольцов	NA			Великое слово : «Глубокая вечность...»			1836	1836	NA		художественная	стихотворение	н-возраст	н-уровень	большая	А. В. Кольцов. Полное собрание стихотворений. -- Л.: Сов. писатель, 1939				книга	поэтический	Аф	2	вольная : ж, м	0	вольная	0	Аф2ж,м		58			texts_plain/xix/kolcov/kolc-087.txt	0	1836	1836	Глубокаявечность
