text_ID	txt_raw	A_ID	Author_Initials	Text_title	First_line.x	PER_ID	Year	Vol	Num	Pages	Subtitle	Author_sign	Author_full_name	Author_birth	Author_death	RP_biography	first_line	Unnamed..0	path	author	dub	original	language	header	cyclus	liber	created	start	end	exact	sphere	genre_fi	audience_age	audience_level	audience_size	source	publication	publisher	publ_year	medium	subcorpus	meter	feet	clausula	strophe	gr_strophe	rhyme	formula	extra	verses	location	location_normalized	paths_tidy	diff	year	year_start	First_line.y
P_386	NA	A-26	Полежаев А.И.	Песня	Разлюби меня, покинь меня	Телескоп	1836	Ч. 33	9	51-52	NA	А. Полежаев	Полежаев Александр Иванович	1804	1838	5-40	Разлюбименяпокиньменя	11758	xix/polezhaev/pole-068	А. И. Полежаев	NA			Русская песня. I : «Разлюби меня, покинь меня...»			1836	1836	NA		художественная	стихотворение : песня	н-возраст	н-уровень	большая	А. Полежаев. Стихотворения и поэмы. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1957				книга	поэтический	Х	4	д	4		перекрестная : абаб	Х4д		24			texts_plain/xix/polezhaev/pole-068.txt	0	1836	1836	Разлюбименяпокиньменя
P_389	NA	A-26	Полежаев А.И.	Отчаяние	О дайте мне кинжал и яд	Телескоп	1836	Ч. 33	NA	457-458	NA	А. Полежаев	Полежаев Александр Иванович	1804	1838	5-40	Одайтемнекинжалияд	11757	xix/polezhaev/pole-067	А. И. Полежаев	NA			Отчаяние : «О, дайте мне кинжал и яд...»			1836	1836	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	А. Полежаев. Стихотворения и поэмы. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1957				книга	поэтический	Я	4	вольная : ж, м	4		вольная	Я4ж,м		24			texts_plain/xix/polezhaev/pole-067.txt	0	1836	1836	Одайтемнекинжалияд
P_404	NA	A-15	Тимофеев А.В.	Возвращение на родину	Туманно солнышко взошло	СОиСА	1835	Т. 50	32	249-250	NA	Т-м-ф	Тимофеев Алексей Васильевич	1812	1883	6-	Туманносолнышковзошло	1443	xix/1830/1830-405	А. В. Тимофеев	NA			Возвращение на родину : «Туманно солнышко взошло...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	регулярная : мж	4		перекрестная : абаб	Я4мж		20			texts_plain/xix/1830/1830-405.txt	0	1835	1835	Туманносолнышковзошло
P_405	NA	NA	NA	Романс	Не верю я! как с куклою, со мною	СОиСА	1835	Т. 50	32	250	Княжне ***	П.М.	NA	NA	NA	NA	Неверюякакскуклоюсомною	897	xix/1820/1820-275	В. Н. Григорьев	NA			Романс : «Не верю я! как с куклою, со мною...»			1835	1835	NA		художественная	стихотворение : романс	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	регулярная : 5+6+6+2	регулярная : жм	4		перекрестная : абаб	Я5ж+Я6мж+Я2м		16			texts_plain/xix/1820/1820-275.txt	0	1835	1835	Неверюякакскуклоюсомною
P_408	NA	A-15	Тимофеев А.В.	Поцелуй	Ветер свищет, ветер воет	СОиСА	1835	Т. 50	34	351-352	NA	Т-м-ф	Тимофеев Алексей Васильевич	1812	1883	6-	Ветерсвищетветервоет	12886	xix/rostopchina/rost-005	Е. П. Ростопчина	NA			Осенний вечер : «Ветер свищет, ветер воет...»			1831.09	1831.09	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Евдокия Ростопчина. Стихотворения Проза Письма. -- М., Сов. Россия, 1986				книга	поэтический	Х	4	регулярная : жм	4		перекрестная : абаб	Х4жм		16			texts_plain/xix/rostopchina/rost-005.txt	0	1831	1831	Ветерсвищетветервоет
P_436	NA	A-50	Якубович Л.А.	Рок	Выплывая из-за тучи	СО	1837	Ч. 183	2	152	NA	Л. Якубович	Якубович Лукьян Андреевич	1805	1839	NA	Выплываяиззатучи	1242	xix/1830/1830-203	Л. А. Якубович	NA			Рок : «Выплывая из-за тучи...»			1836	1836	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Х	4	регулярная : жмжжм	5		затянутая : абааб	Х4жм		15			texts_plain/xix/1830/1830-203.txt	0	1836	1836	Выплываяиззатучи
P_459	NA	A-163	Гребенка Е.П.	Песнь казаков	В поднебесьи мчатся тучи	СО	1837	Ч. 185	10	129-130	NA	Гребенка	Гребенка Евгений Павлович	1812	1848	2-13	Вподнебесьимчатсятучи	1513	xix/1840/1840-041	Е. П. Гребенка	NA			(Песня казаков) : «В поднебесьи мчатся тучи...»	[Из поэмы «Богдан»], 1		1837	1837	NA		художественная	поэма : отрывок : песня	н-возраст	н-уровень	большая	Поэты 1840-1850-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Х	4	регулярная : жм	4		перекрестная : абаб	Х4жм		24			texts_plain/xix/1840/1840-041.txt	0	1837	1837	Вподнебесьимчатсятучи
P_460	NA	A-18	Бенедиктов В.Г.	Жажда любви	Где вы, вспышки вдохновений	СО	1837	Ч. 185	10	131-132	NA	Бенедиктов	Бенедиктов Владимир Григорьевич	1807	1873	1-233	Гдевывспышкивдохновений	3280	xix/benediktov/bene-074	В. Г. Бенедиктов	NA			Жажда любви : «Где вы, вспышки вдохновений...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	В. Г. Бенедиктов. Стихотворения. -- Л.: Советский писатель, 1939. (Библиотека поэта. Большая серия)				книга	поэтический	Х	4	вольная : ж, м	0	вольная	вольная	Х4ж,м		37			texts_plain/xix/benediktov/bene-074.txt	0	1837	1837	Гдевывспышкивдохновений
P_489	NA	A-95	Струйский Д.Ю.	Демон	Во тьме, в которой нет рассвета	СО	1837	Ч. 187	17	6-8	NA	Д. Струйский	Струйский Дмитрий Юрьевич	1806	1856	6-	Вотьмевкоторойнетрассвета	1215	xix/1830/1830-176	Д. Ю. Струйский (Трилунный)	NA			Демон : «Во тьме, в которой нет рассвета...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	вольная : ж, м	0		вольная	Я4ж,м		53			texts_plain/xix/1830/1830-176.txt	0	1837	1837	Вотьмевкоторойнетрассвета
P_506	NA	A-146	Кони Ф.А.	История бала	Был Рим! Пред ним дрожали троны	СО	1837	Ч. 188	23	225-228	NA	Федор Кони	Кони Федор Алексеевич	1809	1879	3-56	БылРимПреднимдрожалитроны	1633	xix/1840/1840-162	Ф. А. Кони	NA			История бала : «Был Рим! -- Пред ним дрожали троны...»			1839	1839	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1840-1850-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	регулярная : жм	4	вольная	перекрестная : абаб	Я4жм		104			texts_plain/xix/1840/1840-162.txt	0	1839	1839	БылРимПреднимдрожалитроны
P_513	NA	A-18	Бенедиктов В.Г.	К- -му	Бодро выставь грудь младую	СОиСА	1838	Т. 1	NA	22-23	NA	Бенедиктов	Бенедиктов Владимир Григорьевич	1807	1873	1-233	Бодровыставьгрудьмладую	3263	xix/benediktov/bene-057	В. Г. Бенедиктов	NA			К ..му : «Бодро выставь грудь младую...»			1837	1837	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	В. Г. Бенедиктов. Стихотворения. -- Л.: Советский писатель, 1939. (Библиотека поэта. Большая серия)				книга	поэтический	Х	4	вольная : ж, м	0	вольная	вольная	Х4ж,м		30			texts_plain/xix/benediktov/bene-057.txt	0	1837	1837	Бодровыставьгрудьмладую
P_518	NA	A-159	Губер Э.И.	Художнику	Как хороша, в красе священной	СОиСА	1838	Т. 1	NA	143-148	NA	Эдуард Губер	Губер Эдуард Иванович	1814	1847	2-52	Какхорошавкрасесвященной	1479	xix/1840/1840-008	Э. И. Губер	NA			Художнику : «Как хороша в красе священной...»			1837	1837	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Поэты 1840-1850-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	регулярная : жмжжм	5		затянутая : абааб	Я4жм		45			texts_plain/xix/1840/1840-008.txt	0	1837	1837	Какхорошавкрасесвященной
P_534	NA	A-7	Кольцов А.В.	Лес	Что, дремучий лес	СОиСА	1838	Т. 2	NA	17-20	NA	А. Кольцов	Кольцов Алексей Васильевич	1809	1842	3-33	Чтодремучийлес	6743	xix/kolcov/kolc-100	А. В. Кольцов	NA			Лес : «Что, дремучий лес...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	А. В. Кольцов. Полное собрание стихотворений. -- Л.: Сов. писатель, 1939				книга	поэтический	Ан	1	д	0	4	0	Ан1д	пентон	80			texts_plain/xix/kolcov/kolc-100.txt	0	1837	1837	Чтодремучийлес
P_537	NA	A-7	Кольцов А.В.	Цветок	Природы милое творенье	СОиСА	1838	Т. 2	NA	22-23	NA	А. Кольцов	Кольцов Алексей Васильевич	1809	1842	3-33	Природымилоетворенье	6733	xix/kolcov/kolc-090	А. В. Кольцов	NA			Цветок : «Природы милое творенье...»			1836	1836	NA		художественная	стихотворение	н-возраст	н-уровень	большая	А. В. Кольцов. Полное собрание стихотворений. -- Л.: Сов. писатель, 1939				книга	поэтический	Я	4	регулярная : жжмм	2	4	парная : ААбб	Я4жжмм		20			texts_plain/xix/kolcov/kolc-090.txt	0	1836	1836	Природымилоетворенье
P_545	NA	A-7	Кольцов А.В.	Горькая доля	Соловьем залетным	СОиСА	1838	Т. 2	NA	99-100	NA	А. Кольцов	Кольцов Алексей Васильевич	1809	1842	3-33	Соловьемзалетным	6737	xix/kolcov/kolc-094	А. В. Кольцов	NA			Горькая доля : «Соловьем залетным...»			1837	1837	NA		художественная	стихотворение	н-возраст	н-уровень	большая	А. В. Кольцов. Полное собрание стихотворений. -- Л.: Сов. писатель, 1939				книга	поэтический	Х # Ан	3 # 1	ж # д	4		четная : ХАХА # 0	Х3ж # Ан1д	пентон, полиметрия	28			texts_plain/xix/kolcov/kolc-094.txt	0	1837	1837	Соловьемзалетным
P_551	NA	A-11	Пушкин А.С.	Туча	Последняя туча рассеянной бури	МН	1835	Ч. 2	Кн. 6	175	NA	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Последняятучарассеяннойбури	12705	xix/pushkin/pu3-381	А. С. Пушкин	NA			Туча : «Последняя туча рассеянной бури...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Аф	4	регулярная : жжмм	2	4	парная : аа	Аф4жжмм		12			texts_plain/xix/pushkin/pu3-381.txt	0	1835	1835	Последняятучарассеяннойбури
P_557	NA	A-2	Баратынский Е.А.	Бокал	Полный влагой искрометной	МН	1835	Ч. 5	Кн. 17	24-26	NA	Баратынский	Баратынский Евгений Абрамович	1800	1844	1-158	Полныйвлагойискрометной	2922	xix/baratynsky/br1-215	Е. А. Баратынский	NA			Бокал : «Полный влагой искрометной...»			1835-1836	1835	1836		художественная	стихотворение	н-возраст	н-уровень	большая	Баратынский Е. А. Полное собрание стихотворений: В 2 т. Л.: Сов. писатель, 1936. -- (Б-ка поэта). Т. 1. -- 1936				книга	поэтический	Х	4	регулярная : жм	4	8	перекрестная : абаб	Х4жм		48			texts_plain/xix/baratynsky/br1-215.txt	1	1836	1835	Полныйвлагойискрометной
P_562	NA	A-160	Ознобишин Д.П.	Ока	Стонет, воет и клокочет	МН	1835	Ч. 5	Кн. 18	174-176	NA	Ознобишин	Ознобишин Дмитрий Петрович	1804	1877	4-411	Стонетвоетиклокочет	1155	xix/1830/1830-073	Д. П. Ознобишин	NA			Ока : «Стонет, воет и клокочет...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Х	4	регулярная : жм	4		перекрестная : абаб	Х4жм		40	Муром	Муром	texts_plain/xix/1830/1830-073.txt	0	1835	1835	Стонетвоетиклокочет
P_569	NA	A-18	Бенедиктов В.Г.	Утес	Отвсюду объятый равниною моря	МН	1836	Ч. 6	Кн. 1	3-4	Слова на музыку С.С.Еништа из сочинений Бенедиктова	Бенедиктов	Бенедиктов Владимир Григорьевич	1807	1873	1-233	Отвсюдуобъятыйравниноюморя	3187	xix/benediktov/bene-001	В. Г. Бенедиктов	NA			Утес : «Отвсюду объятый равниною моря...»			1835	1835	NA		художественная	стихотворение	н-возраст	н-уровень	большая	В. Г. Бенедиктов. Стихотворения. -- Л.: Советский писатель, 1939. (Библиотека поэта. Большая серия)				книга	поэтический	Аф	4	регулярная : жм	4	8	перекрестная : абаб	Аф4жм		32			texts_plain/xix/benediktov/bene-001.txt	0	1835	1835	Отвсюдуобъятыйравниноюморя
P_570	NA	A-187	Хомяков А.С.	Остров	Остров пышный, остров чудный	МН	1836	Ч. 6	Кн. 1	16-18	NA	А. Хомяков	Хомяков Алексей Степанович	1804	1860	NA	Островпышныйостровчудный	5892	xix/homiakov/hom-052	А. С. Хомяков	NA			Остров : «Остров пышный, остров чудный...»			1836	1836	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	А. С. Хомяков. Стихотворения и драмы. Библиотека поэта. Большая серия. Второе издание. -- Л.: Советский писатель, 1969				книга	поэтический	Х	4	регулярная : жм	4	вольная	перекрестная : абаб	Х4жм		60			texts_plain/xix/homiakov/hom-052.txt	0	1836	1836	Островпышныйостровчудный
P_574	NA	A-187	Хомяков А.С.	К …	Когда гляжу, как чисто и зеркально	МН	1836	Ч. 6	Кн. 1	158-159	NA	А. Х.	Хомяков Алексей Степанович	1804	1860	NA	Когдагляжукакчистоизеркально	5893	xix/homiakov/hom-053	А. С. Хомяков	NA			К *** : «Когда гляжу, как чисто и зеркально...»			1836	1836	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	А. С. Хомяков. Стихотворения и драмы. Библиотека поэта. Большая серия. Второе издание. -- Л.: Советский писатель, 1969				книга	поэтический	Я	регулярная : 5+2	регулярная : жм	4		перекрестная : абаб	Я5ж+Я2м		20			texts_plain/xix/homiakov/hom-053.txt	0	1836	1836	Когдагляжукакчистоизеркально
P_576	NA	A-245	Языков Н.М.	К …	Он прищурился спесиво	МН	1836	Ч. 6	Кн. 2	239-241	NA	Н. Языков	Языков Николай Михайлович	1803	1846	NA	Онприщурилсяспесиво	16328	xix/yazykov/yaz-294	Н. М. Языков	NA			П. Н. Шепелеву : «Он прищурился спесиво...»			1836	1836	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Н. М. Языков. Полное собрание стихотворений	М-Л		1964	книга	поэтический	Х	4	регулярная : жм	4	8	перекрестная : абаб	Х4жм		48			texts_plain/xix/yazykov/yaz-294.txt	0	1836	1836	Онприщурилсяспесиво
P_612	NA	A-78	Теплова Н.С.	Счастливице	Увы! за что ты счастлива так много	СОиСА	1838	Т. 4	NA	95	NA	Н. Терюхина	Терюхина (Теплова) Надежда Сергеевна	1814	1848	6-191	Увызачтотысчастливатакмного	1055	xix/1820/1820-443	Н. С. Теплова	NA			К счастливице : «Увы! за что ты счастлива так много?..»			1838	1838	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	вольная : 4,5,6	вольная : ж, м	4		вольная	Я4,5,6ж,м		16			texts_plain/xix/1820/1820-443.txt	0	1838	1838	Увызачтотысчастливатакмного
P_631	NA	NA	NA	К морю	С какою радостью я свиделся с тобою	СОиСА	1838	Т. 5	10	99	Сонет	Н. Щербинин	NA	NA	NA	NA	Скакоюрадостьюясвиделсястобою	13441	xix/scherbina/sherb-348	Н. Ф. Щербина	NA			К морю : «С какою радостью я свиделся с тобою...»			1837	1837	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	Н. Ф. Щербина. Стихотворения. Библиотека поэта. -- Л.: Советский писатель, 1970					поэтический	Я	5(6)	регулярная : жмжм жмжм жжм жмж	14 : сонет	4+4+3+3	сложная : абаб вгвг дде жеж	Я5жм; Я6ж,м		14			texts_plain/xix/scherbina/sherb-348.txt	0	1837	1837	Скакоюрадостьюясвиделсястобою
P_632	NA	A-115	Некрасов Н.А.	Мысль	Спит дряхлый мир, спит старец обветшалый	СОиСА	1838	Т. 5	10	100	NA	Н. Некрасов	Некрасов Николай Алексеевич	1821	1877	4-269	Спитдряхлыймирспитстарецобветшалый	10360	xix/nekrasov/nek1-090	Н. А. Некрасов	NA			Мысль : «Спит дряхлый мир, спит старец обветшалый...»			1838	1838	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	Н. А. Некрасов. Полное собрание стихотворений: В 3 тт. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1967				книга	поэтический	Я	вольная : 4,5,6	вольная : ж, м	0		вольная	Я4,Я5,Я6ж,м		26			texts_plain/xix/nekrasov/nek1-090.txt	0	1838	1838	Спитдряхлыймирспитстарецобветшалый
P_635	NA	A-115	Некрасов Н.А.	Безнадежность	Жизнь без надежд - тропа без цели	СОиСА	1838	Т. 6	11	17-18	Н.В.С.	Н. Некрасов	Некрасов Николай Алексеевич	1821	1877	4-269	Жизньбезнадеждтропабезцели	10361	xix/nekrasov/nek1-091	Н. А. Некрасов	NA			Безнадежность : «Жизнь без надежд -- тропа без цели...»			1838	1838	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	Н. А. Некрасов. Полное собрание стихотворений: В 3 тт. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1967				книга	поэтический	Я	4	регулярная : жм	4		перекрестная : абаб	Я4жм		28			texts_plain/xix/nekrasov/nek1-091.txt	0	1838	1838	Жизньбезнадеждтропабезцели
P_636	NA	A-115	Некрасов Н.А.	Человек	Когда сверкнет звезда полночи	СОиСА	1838	Т. 6	11	18	NA	Н. Некрасов	Некрасов Николай Алексеевич	1821	1877	4-269	Когдасверкнетзвездаполночи	10362	xix/nekrasov/nek1-092	Н. А. Некрасов	NA			Человек : «Когда сверкнет звезда полночи...»			1838	1838	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	Н. А. Некрасов. Полное собрание стихотворений: В 3 тт. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1967				книга	поэтический	Я	4	регулярная : жм	4		перекрестная : абаб	Я4жм		16			texts_plain/xix/nekrasov/nek1-092.txt	0	1838	1838	Когдасверкнетзвездаполночи
P_649	NA	A-115	Некрасов Н.А.	Смерти	Не приходи в часы волнений	СОиСА	1839	Т. 7	1	12-13	NA	Н. Некрасов	Некрасов Николай Алексеевич	1821	1877	4-269	Неприходивчасыволнений	10363	xix/nekrasov/nek1-093	Н. А. Некрасов	NA			Смерти : «Не приходи в часы волнений...»			1838	1838	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Н. А. Некрасов. Полное собрание стихотворений: В 3 тт. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1967				книга	поэтический	Я	4	регулярная : жм	4		перекрестная : абаб	Я4жм	нарушения строфики	37			texts_plain/xix/nekrasov/nek1-093.txt	0	1838	1838	Неприходивчасыволнений
P_650	NA	A-159	Губер Э.И.	На кладбище	В страшный час томящих снов	СОиСА	1839	Т. 7	1	13-14	NA	Эдуард Губер	Губер Эдуард Иванович	1814	1847	2-52	Встрашныйчастомящихснов	1473	xix/1840/1840-002	Э. И. Губер	NA			На кладбище : «В страшный час томящих снов...»			1834	1834	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1840-1850-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Х	4	м	2	4	парная : аа	Х4м		36			texts_plain/xix/1840/1840-002.txt	0	1834	1834	Встрашныйчастомящихснов
P_670	NA	A-115	Некрасов Н.А.	Изгнанник	Еще младенцу, в колыбели	СО	1839	Т. 9	NA	55-58	Н.Ф. Фермору	Н. Некрасов	Некрасов Николай Алексеевич	1821	1877	4-269	Ещемладенцувколыбели	10367	xix/nekrasov/nek1-097	Н. А. Некрасов	NA			Изгнанник : «Еще младенцу в колыбели...»			1839	1839	NA	неточная	художественная	стихотворение	н-возраст	н-уровень	большая	Н. А. Некрасов. Полное собрание стихотворений: В 3 тт. Библиотека поэта. Большая серия. -- Л.: Советский писатель, 1967				книга	поэтический	Я	4	вольная : ж, м	0	вольная	вольная	Я4ж,м		107			texts_plain/xix/nekrasov/nek1-097.txt	0	1839	1839	Ещемладенцувколыбели
P_706	NA	A-153	Ростопчина Е.П.	Одним меньше	Где ты, наш воин-стихотворец	СО	1840	Т. 1	Кн. 4	815-816	NA	Гр. Е. Р-на	Ростопчина (Растопчина) Евдокия Петровна	1811	1858	5-369	Гдетынашвоинстихотворец	12936	xix/rostopchina/rost-053	Е. П. Ростопчина	NA			Одним меньше! : «Где ты, наш воин-стихотворец...»			1839.09	1839.09	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Евдокия Ростопчина. Стихотворения Проза Письма. -- М., Сов. Россия, 1986				книга	поэтический	Я	4	вольная : ж, м	0		вольная	Я4ж,м		51			texts_plain/xix/rostopchina/rost-053.txt	0	1839	1839	Гдетынашвоинстихотворец
P_708	NA	A-11	Пушкин А.С.	Гораций	Кто из богов мне возвратил	СО	1840	Т. 2.	Кн. 2	250-251	NA	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Ктоизбоговмневозвратил	12710	xix/pushkin/pu3-389	А. С. Пушкин	NA	Гораций	латинский	«Кто из богов мне возвратил...»			1835	1835	NA		художественная	стихотворение : перевод	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Я	4	вольная : ж, м	0	вольная	вольная	Я4ж,м		29			texts_plain/xix/pushkin/pu3-389.txt	0	1835	1835	Ктоизбоговмневозвратил
P_709	NA	A-142	Майков А.Н.	Владимиру Григориевичу Бенедиктову	Стражи мирной нашей хаты	СО	1840	Т. 2	Кн. 2	252-255	NA	А.М.	Майков Аполлон Николаевич	1821	1897	3-453	Стражимирнойнашейхаты	8642	xix/maikov_a/maik-493	А. Н. Майков	NA			В. Г. Бенедиктову : «Стражи мирной нашей хаты...»			1838	1838	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	А. Н. Майков. Избранные произведения. Библиотека поэта. Большая серия. Второе издание. -- Л.: Советский писатель, 1977				книга	поэтический	Х	4	вольная : ж,м	0	вольная	вольная	Х4ж,м		108	Ораниенбаум	Ломоносов	texts_plain/xix/maikov_a/maik-493.txt	0	1838	1838	Стражимирнойнашейхаты
P_732	NA	A-18	Бенедиктов В.Г.	К женщине	К тебе мой стих. Прошло безумье	СО	1840	Т. 3	Кн. 1	5-10	NA	В. Бенедиктов	Бенедиктов Владимир Григорьевич	1807	1873	1-233	КтебемойстихПрошлобезумье	3308	xix/benediktov/bene-092	В. Г. Бенедиктов	NA			К женщине : «К тебе мой стих. -- Прошло безумье...»			1839	1839	NA		художественная	стихотворение : послание	н-возраст	н-уровень	большая	В. Г. Бенедиктов. Стихотворения. -- Л.: Советский писатель, 1939. (Библиотека поэта. Большая серия)				книга	поэтический	Я	4	вольная : ж, м	0	вольная	вольная	Я4ж,м		169			texts_plain/xix/benediktov/bene-092.txt	0	1839	1839	КтебемойстихПрошлобезумье
P_738	NA	A-142	Майков А.Н.	Венера медицейская	Невольницы мои младые	СО	1840	Т. 5	Кн. 1	5-8	NA	А.М.	Майков Аполлон Николаевич	1821	1897	3-453	Невольницымоимладые	8652	xix/maikov_a/maik-503	А. Н. Майков	NA			Венера Медицейская : «Невольницы мои младые!..»			1839	1839	NA		художественная	стихотворение	н-возраст	н-уровень	большая	А. Н. Майков. Избранные произведения. Библиотека поэта. Большая серия. Второе издание. -- Л.: Советский писатель, 1977				книга	поэтический	Я	4	вольная : ж,м	0	вольная	вольная	Я4ж,м		89			texts_plain/xix/maikov_a/maik-503.txt	0	1839	1839	Невольницымоимладые
P_743	1	A-11	Пушкин А.С.	В альбом	Долго сих листов заветных	ОЗ	1839	Т. 1	№ 1. Отд. 3	2	NA	А. Пушкин	Пушкин Александр Сергеевич	1799	1837	5	Долгосихлистовзаветных	12660	xix/pushkin/pu3-293	А. С. Пушкин	NA			В альбом : «Долго сих листов заветных...»			1832	1832	NA		художественная	стихотворение : в альбом	н-возраст	н-уровень	большая	Пушкин А. С. Полное собрание сочинений, 1837-1937: В 16 т. Т. 3		Изд-во АН СССР	1948-1949	книга	поэтический	Х	4	вольная : ж, м	0		вольная	Х4ж,м		14			texts_plain/xix/pushkin/pu3-293.txt	0	1832	1832	Долгосихлистовзаветных
P_747	1	A-7	Кольцов А.В.	Измена суженой	Жарко в небе солнце летнее	ОЗ	1839	Т. 1	№ 1. Отд. 3	87	NA	А. Кольцов	Кольцов Алексей Васильевич	1809	1842	3-33	Жарковнебесолнцелетнее	6748	xix/kolcov/kolc-105	А. В. Кольцов	NA			Измена суженой : «Жарко в небе солнце летнее...»			1838	1838	NA		художественная	стихотворение : песня	н-возраст	н-уровень	большая	А. В. Кольцов. Полное собрание стихотворений. -- Л.: Сов. писатель, 1939				книга	поэтический	Х	4	д	0	4	0	Х4д	перебои	20			texts_plain/xix/kolcov/kolc-105.txt	0	1838	1838	Жарковнебесолнцелетнее
P_748	1	A-114	Лермонтов М.Ю.	Дума	Печально я гляжу на наше поколенье	ОЗ	1839	Т. 1	№ 1. Отд. 3	148-149	NA	М. Лермонтов	Лермонтов Михаил Юрьевич	1814	1841	3-329	Печальноягляжунанашепоколенье	7652	xix/lermontov/le2-113-	М. Ю. Лермонтов	NA			Дума : «Печально я гляжу на наше поколенье!..»			1838	1838	NA		художественная	стихотворение	н-возраст	н-уровень	большая	М. Ю. Лермонтов. Полное собрание сочинений: В 5 т. -- М. Л.: Academia, 1935-1937				книга	поэтический	Я	вольная : 4,5,6	регулярная : жм	4	вольная	перекрестная : абаб	Я4м, Я5,Я6ж,м		44			texts_plain/xix/lermontov/le2-113-.txt	0	1838	1838	Печальноягляжунанашепоколенье
P_749	1	A-167	Туманский В.И.	Отрады недуга	От всех тревог мирских украдкой	ОЗ	1839	Т. 1	№ 1. Отд. 3	176	NA	В. Туманский	Туманский Василий Иванович	1800	1860	6-	Отвсехтревогмирскихукрадкой	819	xix/1820/1820-195	В. И. Туманский	NA			Отрады недуга : «От всех тревог мирских украдкой...»			1838	1838	NA		художественная	стихотворение	н-возраст	н-уровень	большая	Поэты 1820-1830-х годов. Библиотека поэта. Второе издание. -- Л.: Советский писатель, 1972					поэтический	Я	4	регулярная : жм	4	8	перекрестная : абаб	Я4жм		26			texts_plain/xix/1820/1820-195.txt	0	1838	1838	Отвсехтревогмирскихукрадкой
P_751	1	A-18	Бенедиктов В.Г.	Обновление	Когда тяжелый, душный день	ОЗ	1839	Т. 2	№ 2. Отд. 3	139-140	NA	В. Бенедиктов	Бенедиктов Владимир Григорьевич	1807	1873	1-233	Когдатяжелыйдушныйдень	3382	xix/benediktov/bene-156	В. Г. Бенедиктов	NA			Обновление : «Когда тяжелый, душный день...»			1839	1839	NA		художественная	стихотворение	н-возраст	н-уровень	большая	В. Г. Бенедиктов. Стихотворения. -- Л.: Советский писатель, 1939. (Библиотека поэта. Большая серия)				книга	поэтический	Я	4	вольная : ж, м	0		вольная	Я4ж,м		33			texts_plain/xix/benediktov/bene-156.txt	0	1839	1839	Когдатяжелыйдушныйдень
