,word,lemma
13234,диким,дикий
13235,затрепетал,затрепетать
13236,граниты,гранит
13237,грады,град
13238,одушевил,одушевлять
13239,первопрестольный,первопрестольный
13240,жрец,жрец
13241,разгадаю,разгадывать
13242,сменил,сменить
13243,развилась,развиваться
13244,ненастной,ненастный
13245,протекал,протекать
13246,золоченые,золоченый
13247,шелохнется,шелохнуться
13248,осуждений,осуждение
13249,измене,измена
13250,негодую,негодовать
13251,стиснут,стискивать
13252,слетала,слетать
13253,встречало,встречать
13254,возжжен,возжечь
13255,отразится,отражаться
13256,нисходит,нисходить
13257,ичеглана,ичеглан
13258,могильном,могильный
13259,падишаха,падишах
13260,владык,владыка
13261,литавр,литавры
13262,голом,голый
13263,гафиз,гафиз
13264,сарона,сарон
13265,сокрыты,сокрытый
13266,слёз,слеза
13267,воздвиг,воздвигать
13268,каждый,каждый
13269,закрылася,закрылася
13270,любуюся,любуюся
13271,новорожденный,новорожденный
13272,явленьем,явление
13273,широк,широкий
13274,обогнул,огибать
13275,восстали,восставать
13276,вчера,вчера
13277,неможно,неможно
13278,отважный,отважный
13279,прочитать,прочитывать
13280,поймете,понимать
13281,слог,слог
13282,стенные,стенной
13283,зефиру,зефир
13284,утешала,утешать
13285,обожали,обожать
13286,сменилась,смениться
13287,испускаю,испускать
13288,сиротами,сирота
13289,чернили,чернить
13290,кинжала,кинжал
13291,разоблаченный,разоблачать
13292,чище,чисто
13293,проводил,провожать
13294,ветрила,ветрило
13295,сторожевые,сторожевой
13296,выла,выть
13297,раздроблен,раздроблять
13298,склонилось,склоняться
13299,пропастях,пропасть
13300,затрубил,затрубить
13301,падите,пасть
13302,завыванье,завывание
13303,солон,соленый
13304,изгнанье,изгнание
13305,аристид,аристид
13306,сократ,сократ
13307,шут,шут
13308,проклятья,проклятие
13309,реку,река
13310,напрасной,напрасный
13311,возмущать,возмущать
13312,скует,сковывать
13313,плена,плен
13314,отдай,отдавать
13315,счастливей,счастливо
13316,создал,создавать
13317,трепещу,трепетать
13318,берегла,беречь
13319,отрекусь,отрекаться
13320,свободный,свободный
13321,честью,честь
13322,светлей,светлый
13323,взяться,взяться
13324,одинакой,одинака
13325,соседей,сосед
13326,свесть,свесть
13327,шляпу,шляпа
13328,дружатся,дружиться
13329,каких,какой
13330,говорлив,говорливый
13331,послабее,слабый
13332,отдохни,отдыхать
13333,носу,нос
13334,сгреб,сгребать
13335,эфиру,эфир
13336,душной,душный
13337,буря,буря
13338,засвистел,засвистать
13339,затрещал,затрещать
13340,закружится,закружиться
13341,подарок,подарок
13342,сурки,сурок
13343,стрелок,стрелок
13344,сенокос,сенокос
13345,лентах,лента
13346,гарус,гарус
13347,невест,невеста
13348,шутливо,шутливо
13349,обойдет,обходить
13350,москаль,москаль
13351,казаком,казак
13352,сестрою,сестра
13353,чайку,чаек
13354,горели,гореть
13355,погляжу,поглядеть
13356,имеют,иметь
13357,занес,занести
13358,похожи,похожий
13359,пауков,паук
13360,орлиной,орлиный
13361,неумолимей,неумолимый
13362,томлюсь,томиться
13363,кавалеристов,кавалерист
13364,повествованьях,повествование
13365,бессильно,бессильно
13366,обрету,обретать
13367,норах,нора
13368,окну,окно
13369,молчаливый,молчаливый
13370,безотчетной,безотчетный
13371,утешь,утешать
13372,скука,скука
13373,сожгли,сжигать
13374,упреки,упрек
13375,узнают,узнавать
13376,пробьет,пробивать
13377,скоротечна,скоротечный
13378,пропадет,пропадать
13379,принадлежал,принадлежать
13380,власов,власов
13381,восточной,восточный
13382,резеды,резеда
13383,переживаешь,переживать
13384,ветров,ветер
13385,отдалено,отдалять
13386,дланью,длань
13387,задрожит,задрожать
13388,протянуть,протягивать
13389,рабы,раб
13390,беспокойных,беспокойный
13391,лети,лететь
13392,пленить,пленять
13393,уязвленный,уязвлять
13394,тяжеле,тяжеле
13395,разлукой,разлука
13396,учиться,учиться
13397,пятен,пятно
13398,рассадник,рассадник
13399,копье,копье
13400,московской,московский
13401,купель,купель
13402,атаману,атаман
13403,годунов,годунов
13404,государей,государь
13405,сближал,сближать
13406,болоты,болот
13407,алтарем,алтарь
13408,фараон,фараон
13409,алкид,алкид
13410,маренгом,маренг
13411,ковылью,ковыливать
13412,ядро,ядро
13413,пики,пик
13414,бивак,бивак
13415,долго,долго
13416,умиленный,умилять
13417,монастыре,монастырь
13418,валяй,валять
13419,гранитной,гранитный
13420,облучок,облучок
13421,повторять,повторять
13422,виднели,виднеть
13423,драгие,драгой
13424,идей,идея
13425,ужиться,уживаться
13426,осталась,оставаться
13427,глуп,глупый
13428,несешься,нестись
13429,благовонна,благовонный
13430,молилось,молиться
13431,пире,пир
13432,внемля,внимать
13433,клевету,клевета
13434,простодушный,простодушный
13435,столице,столица
13436,пеплом,пепел
13437,отдалася,отдалася
13438,предприятий,предприятие
13439,подвластен,подвластный
13440,затаю,затаивать
13441,сокрою,сокрыть
13442,поцелуем,поцелуй
13443,произнес,произносить
13444,влить,вливать
13445,жаждой,жажда
13446,приходил,приходить
13447,воспламенить,воспламенять
13448,совершенство,совершенство
13449,оправа,оправа
13450,звучал,звучать
13451,среброводной,среброводной
13452,окаменелой,окаменелый
13453,темные,темный
13454,задушевные,задушевный
13455,спесивится,спесивиться
13456,даровал,даровать
13457,пронесли,пронести
13458,воздал,воздавать
13459,шебутуй,шебутовать
13460,мятели,мятеть
13461,затворы,затвор
13462,преодолев,преодолевать
13463,хвост,хвост
13464,крыле,крыло
13465,шибкой,шибкий
13466,внимаю,внимать
13467,клан,клан
13468,слыл,слыть
13469,наслаждайся,наслаждаться
13470,дворцами,дворец
13471,мчатся,мчаться
13472,бледно,бледно
13473,цвете,цвет
13474,огневых,огневой
13475,гремучий,гремучий
13476,склад,склад
13477,преданий,предание
13478,старинный,старинный
13479,вдовица,вдовица
13480,явить,являть
13481,даянье,даяние
13482,представить,представлять
13483,ничтожной,ничтожный
13484,порукой,порука
13485,смешно,смешно
13486,красуйся,красоваться
13487,довольства,довольство
13488,испытавших,испытывать
13489,несчастье,несчастие
13490,спроситься,спрашиваться
13491,прижимая,прижимать
13492,стопы,стопа
13493,черноокой,черноокий
13494,омрачены,омрачать
13495,озаренной,озарять
13496,детями,дети
13497,продли,продлять
13498,обожаю,обожать
13499,присутствие,присутствие
13500,забежит,забегать
13501,тесноте,теснота
13502,скрывается,скрываться
13503,пощады,пощада
13504,безлесной,безлесный
13505,поднялись,подниматься
13506,женился,жениться
13507,солидной,солидный
13508,делился,делиться
13509,заносился,заноситься
13510,заметят,замечать
13511,терпенье,терпение
13512,гондола,гондола
13513,полумертвой,полумертвый
13514,муравке,муравка
13515,поседела,поседеть
13516,изменено,изменять
13517,стереть,стереть
13518,витать,витать
13519,суетливый,суетливый
13520,лепетаньем,лепетание
13521,потаенный,потаенный
13522,прирастает,прирастать
13523,хитоном,хитон
13524,сесть,садиться
13525,войско,войско
13526,чуют,чуять
13527,гетман,гетман
13528,заблестели,заблестеть
13529,ножен,ножны
13530,преклоняюсь,преклоняться
13531,музеев,музей
13532,безгласны,безгласный
13533,пьедестал,пьедестал
13534,звени,звенеть
13535,шпорой,шпора
13536,соколов,соколов
13537,оправе,оправа
13538,законный,законный
13539,познают,познавать
13540,показало,показывать
13541,тронам,трон
13542,мненья,мнение
13543,постановленный,постановлять
13544,теж,теж
13545,священны,священный
13546,почтила,почтить
13547,проздравленье,проздравление
13548,обольщений,обольщение
13549,оценит,оценивать
13550,ныти,ныть
13551,вселенны,вселенный
13552,самого,сам
13553,дивных,дивный
13554,смехи,смех
13555,прозренья,прозрение
13556,покупал,покупать
13557,диадимы,диадима
13558,пророку,пророк
13559,ноя,ной
13560,дивлюсь,дивиться
13561,прохлад,прохлада
13562,благоуханным,благоуханный
13563,вольнее,вольно
13564,ликом,лик
13565,потонула,потопать
13566,почернели,почернеть
13567,поцеловало,поцеловать
13568,прощеньем,прощение
13569,презрел,презирать
13570,грехам,грех
13571,упреку,упрек
13572,господь,господь
13573,телесной,телесный
13574,эльборуса,эльборус
13575,решатся,решаться
13576,глазом,глаз
13577,колечка,колечко
13578,шмель,шмель
13579,похоже,похоже
13580,жреца,жрец
13581,непрочно,непрочно
13582,завоет,завыть
13583,древа,древо
13584,замывает,замывать
13585,преклонила,преклонять
13586,опустилась,опускаться
13587,преклоненной,преклонять
13588,привязала,привязывать
13589,узлом,узел
13590,излишни,излишний
13591,волнуем,волновать
13592,омочил,омачивать
13593,верность,верность
13594,подступала,подступать
13595,содрогнулась,содрогаться
13596,отдыхала,отдыхать
13597,пирамиде,пирамида
13598,жасмины,жасмин
13599,воспеваю,воспевать
13600,анесмоны,анесмон
13601,вдохновенну,вдохновенна
13602,искрометной,искрометный
13603,неосторожный,неосторожный
13604,ревнивых,ревнивый
13605,беседуй,беседовать
13606,оживи,оживать
13607,благородней,благородно
13608,развлеченьи,развлечение
13609,превратны,превратный
13610,полисадой,полисада
13611,близкой,близкий
13612,гренадеры,гренадер
13613,геройском,геройский
13614,тыл,тыл
13615,ромарину,ромарина
13616,пожарской,пожарский
13617,сломил,сламывать
13618,слагали,слагать
13619,костры,костер
13620,повторяют,повторять
13621,титаны,титан
13622,доктилы,доктилы
13623,тополей,тополь
13624,рею,рея
13625,венчались,венчаться
13626,осиротели,осиротеть
13627,пресекался,пресекаться
13628,мерканьем,меркание
13629,упадали,упадать
13630,улыбались,улыбаться
13631,игранью,игрань
13632,робеть,робеть
13633,разлучиться,разлучаться
13634,ныло,ныть
13635,стояло,стоять
13636,жестоком,жестокий
13637,переродился,перерождаться
13638,огорчена,огорчать
13639,угрожать,угрожать
13640,пустыню,пустыня
13641,прилететь,прилетать
13642,порокам,порок
13643,верят,верить
13644,разгадать,разгадывать
13645,ценою,цена
13646,умоляют,умолять
13647,бегу,бежать
13648,провиденью,провидение
13649,исступленья,исступление
13650,всплеснулся,всплескиваться
13651,преградит,преграждать
13652,драгоценным,драгоценный
13653,нашёл,находить
13654,изображает,изображать
13655,удивленье,удивление
13656,уроков,урок
13657,изображаю,изображать
13658,воспеваний,воспевание
13659,керманских,керманский
13660,изливает,изливать
13661,примчится,примчаться
13662,ирана,иран
13663,жемчужин,жемчужина
13664,персеполя,персеполь
13665,пленясь,плениться
13666,удалилась,удаляться
13667,тавриса,тавриса
13668,восставайте,восставать
13669,надежну,надежинать
13670,насладятся,наслаждаться
13671,прилетят,прилетать
13672,тяжелый,тяжелый
13673,соединится,соединяться
13674,приведет,приводить
13675,пропели,пропеть
13676,предсказать,предсказывать
13677,застонала,застонать
13678,морвена,морвен
13679,кровава,кровавый
13680,громогласный,громогласный
13681,полети,полететь
13682,клетку,клетка
13683,вспорхнешь,вспархивать
13684,забавлять,забавлять
13685,онеметь,онемевать
13686,многолюдной,многолюдный
13687,проезжал,проезжать
13688,поседелый,поседелый
13689,преградил,преграждать
13690,владыко,владыко
13691,тепелени,тепелень
13692,проклинать,проклинать
13693,пронеслися,пронеслисить
13694,прыжков,прыжок
13695,неучастья,неучастие
13696,изумрудами,изумруд
13697,медяницею,медяница
13698,перестану,переставать
13699,коснит,коснить
13700,стона,стон
13701,оледенела,оледеневать
13702,гласят,гласить
13703,старца,старец
13704,узком,узкий
13705,спишь,спать
13706,любимца,любимец
13707,сребристый,сребристый
13708,влюбленный,влюбленный
13709,спорхнул,спархивать
13710,мнится,мниться
13711,чужое,чужой
13712,обречено,обреченный
13713,подивим,подивить
13714,обилья,обилие
13715,задачей,задача
13716,эвфрат,эвфрат
13717,бряцать,бряцать
13718,мощных,мощный
13719,ермака,ермак
13720,дай,давать
13721,пелось,петься
13722,молва,молва
13723,власянице,власяница
13724,утешна,утешный
13725,подводит,подводить
13726,избыток,избыток
13727,безмолвной,безмолвный
13728,вьюгой,вьюга
13729,привычной,привычный
13730,измятый,измятый
13731,заучённым,заученный
13732,небасах,небас
13733,летали,летать
13734,мелькнула,мелькнуть
13735,мошек,мошка
13736,снует,сновать
13737,куры,курица
13738,достигает,достигать
13739,явленье,явление
13740,узрела,узреть
13741,шелковы,шелковый
13742,желая,желать
13743,равнодушной,равнодушный
13744,чтит,чтить
13745,благовествует,благовествовать
13746,вверял,вверять
13747,пожирает,пожирать
13748,стрегитесь,стречься
13749,залететь,залетать
13750,проливайте,проливать
13751,перенесть,перенесть
13752,службу,служба
13753,топоров,топор
13754,торжественна,торжественный
13755,полог,полог
13756,спесиву,спесиво
13757,видна,видный
13758,чолн,чолна
13759,прихотливой,прихотливый
13760,плывут,плыть
13761,непонятно,непонятно
13762,предвечный,предвечный
13763,бестелесных,бестелесный
13764,проницаешь,проницать
13765,хотенье,хотение
13766,свершен,свершать
13767,беспробудный,беспробудный
13768,взбудит,взбудить
13769,разъяли,разъять
13770,купанья,купание
13771,светозарных,светозарный
13772,бреге,брег
13773,волшебной,волшебный
13774,павилик,павилика
13775,слезу,слеза
13776,уснул,уснуть
13777,разнородных,разнородный
13778,угрюмы,угрюмый
13779,слуха,слух
13780,речиста,речистый
13781,затем,затем
13782,нахальной,нахальный
13783,посмотрело,посмотреть
13784,отыскал,отыскивать
13785,отказался,отказываться
13786,разумный,разумный
13787,следам,след
13788,лейны,лейн
13789,повторил,повторять
13790,злополучья,злополучие
13791,отзвучало,отзвучать
13792,воспарю,воспарять
13793,бурно,бурно
13794,иране,иран
13795,киргиса,киргис
13796,взглянет,взглядывать
13797,ватага,ватага
13798,цвета,цвет
13799,ненужный,ненужный
13800,изумился,изумляться
13801,кустах,куст
13802,сойду,сходить
13803,неиглистых,неиглистый
13804,сокол,сокол
13805,укреплюсь,укрепляться
13806,утвердилась,утверждаться
13807,изверженный,изверженный
13808,спокойство,спокойство
13809,потушить,потушить
13810,обозрите,обозревать
13811,построил,построить
13812,вручили,вручать
13813,ограждает,ограждать
13814,понт,понт
13815,развевает,развевать
13816,пескам,песок
13817,пробегают,пробегать
13818,соты,соты
13819,российский,российский
13820,скитались,скитаться
13821,начертала,начертать
13822,сражала,сражать
13823,стамбул,стамбул
13824,успевает,успевать
13825,чудесами,чудо
13826,рыкавший,рыкать
13827,вредить,вредить
13828,вступать,вступать
13829,сокрушился,сокрушиться
13830,стоящий,стоять
13831,дрожали,дрожать
13832,славянин,славянин
13833,сразил,сражать
13834,непокорность,непокорность
13835,изнурила,изнурять
13836,беспримерный,беспримерный
13837,разольются,разливаться
13838,разгонят,разгонять
13839,поставит,поставлять
13840,ополчишься,ополчаться
13841,низложит,низлагать
13842,распростился,распроститься
13843,вереницы,вереница
13844,труден,трудный
13845,вреду,вред
13846,встретим,встречать
13847,благой,благой
13848,аромата,аромат
13849,двоя,двоить
13850,жрецом,жрец
13851,восторжений,восторжение
13852,унылом,унылый
13853,побеги,побег
13854,цвести,цвести
13855,кинкеты,кинкет
13856,свободой,свобода
13857,досуги,досуг
13858,аллегро,аллегро
13859,чинов,чин
13860,заглушен,заглушать
13861,слепо,слепо
13862,дивовался,дивоваться
13863,мирянам,мирянин
13864,золотым,золотой
13865,утешало,утешать
13866,имели,иметь
13867,препровождать,препровождать
13868,старухе,старуха
13869,брать,брать
13870,водицы,водица
13871,строги,строгий
13872,совершенны,совершенный
13873,превосходно,превосходно
13874,этой,этот
13875,роли,роль
13876,встречать,встречать
13877,лицемерить,лицемерить
13878,зарема,зарема
13879,сравнений,сравнение
13880,державу,держава
13881,молодого,молодой
13882,злое,злой
13883,видя,видеть
13884,заболит,заболеть
13885,линяешь,линять
13886,ощипать,ощипывать
13887,верхам,верх
13888,кружиться,кружиться
13889,подросли,подрастать
13890,трое,трое
13891,съела,съедать
13892,бешусь,беситься
13893,летам,лет
13894,умней,умный
13895,зеваю,зевать
13896,одиночку,одиночка
13897,чудно,чудный
13898,кропотливой,кропотливый
13899,опоздала,опаздывать
13900,жмутся,жаться
13901,ворчали,ворчать
13902,греху,грех
13903,оборот,оборот
13904,подобен,подобный
13905,разгадалось,разгадаться
13906,понимаем,понимать
13907,истощимый,истощимый
13908,усовершаешь,усовершать
13909,воздвигал,воздвигать
13910,благотворным,благотворный
13911,злых,злой
13912,странам,страна
13913,моисеем,моисей
13914,предрекли,предрекать
13915,отвергал,отвергать
13916,ньютона,ньютон
13917,влюбленных,влюбленный
13918,облеклось,облекаться
13919,наполняя,наполнять
13920,десницы,десница
13921,поплывем,поплыть
13922,игрушки,игрушка
13923,дружны,дружный
13924,притворный,притворный
13925,шербет,шербет
13926,свети,светить
13927,низвергает,низвергать
13928,забываешь,забывать
13929,веселю,веселить
13930,затемнена,затемнять
13931,обе,оба
13932,калачом,калач
13933,хранимый,хранить
13934,возмутился,возмущаться
13935,уповает,уповать
13936,своды,свод
13937,расцвели,расцветать
13938,прильпнет,прильпнуть
13939,пошли,пойти
13940,благословенье,благословение
13941,благия,благой
13942,славянина,славянин
13943,сынам,сын
13944,воздвизать,воздвизать
13945,стенам,стена
13946,стеклись,стекаться
13947,пожарной,пожарный
13948,кладет,класть
13949,почивших,почить
13950,изрек,изрекать
13951,ослепленны,ослепленный
13952,освятит,освящать
13953,ступенях,ступень
13954,светозарной,светозарный
13955,знак,знак
13956,преобращен,преобращать
13957,благодаренья,благодарение
13958,трону,тронуть
13959,рдея,рдеть
13960,побежали,побежать
13961,знаменитых,знаменитый
13962,щиты,щит
13963,доме,дом
13964,обломках,обломок
13965,трудолюбивый,трудолюбивый
13966,осени,осень
13967,зовущий,звать
13968,упорность,упорность
13969,пронесись,пронестись
13970,усмирись,усмиряться
13971,мгновенным,мгновенный
13972,храмах,храм
13973,окрылены,окрылять
13974,пловца,пловец
13975,банкеты,банкет
13976,сладить,слаживать
13977,здорово,здорово
13978,неприятства,неприятство
13979,полюбился,полюбиться
13980,моги,мочь
13981,счетом,счет
13982,подземелье,подземелье
13983,заскребет,заскрести
13984,приятстве,приятство
13985,отзовется,отзываться
13986,завеличался,завеличаться
13987,вянут,вянуть
13988,гордитесь,гордиться
13989,тишком,тишком
13990,бесталанную,бесталанный
13991,благосклонная,благосклонный
13992,пылок,пылкий
13993,истома,истома
13994,афины,афин
13995,нищу,нища
13996,скукой,скука
13997,воспламенили,воспламенять
13998,усыпленья,усыпление
13999,погружон,погружон
14000,неволей,неволей
14001,преткновенья,преткновение
14002,людских,людской
14003,главным,главный
14004,одиноки,одинокий
14005,объят,объять
14006,непринужденной,непринужденный
14007,навещать,навещать
14008,превосходный,превосходный
14009,недопит,недопивать
14010,тонуть,тонуть
14011,кружились,кружиться
14012,ледяная,ледяной
14013,ноченька,ноченька
14014,пойду,пойти
14015,сладкую,сладкий
14016,живительный,живительный
14017,воспоминания,воспоминание
14018,синица,синица
14019,гнездом,гнездо
14020,доверяйте,доверять
14021,дроздам,дрозд
14022,несущей,нести
14023,гаремов,гарем
14024,пашою,паша
14025,марки,марка
14026,венцах,венец
14027,стяжают,стяжать
14028,сголицу,сголица
14029,протекают,протекать
14030,синевы,синева
14031,отразился,отражаться
14032,поклоненьем,поклонение
14033,земнородным,земнородный
14034,бестревожных,бестревожный
14035,наслаждаюсь,наслаждаться
14036,возгорится,возгораться
14037,облобызавши,облобызать
14038,подземных,подземный
14039,волками,волк
14040,убийце,убийца
14041,заостренной,заострять
14042,страшной,страшный
14043,ускоряя,ускорять
14044,раменам,рамена
14045,взлетело,взлетать
14046,смирило,смирять
14047,распустила,распускать
14048,скрываешь,скрывать
14049,шептанье,шептание
14050,благого,благой
14051,поражон,поражон
14052,одушевленный,одушевленный
14053,приветливей,приветливый
14054,заветная,заветный
14055,лютая,лютый
14056,апельсин,апельсин
14057,взойдешь,восходить
14058,мутном,мутный
14059,зрю,зреть
14060,зараждаешь,зараждать
14061,необозримы,необозримый
14062,золотого,золотой
14063,легионов,легион
14064,уцепясь,уцепиться
14065,качался,качаться
14066,крепок,крепкий
14067,суди,судить
14068,посинело,посинеть
14069,мужаться,мужаться
14070,призываю,призывать
14071,серной,серный
14072,настигал,настигать
14073,никак,никак
14074,натянула,натягивать
14075,стреле,стрела
14076,остановился,останавливаться
14077,захочешь,захотеть
14078,убился,убиваться
14079,тону,тон
14080,придут,прийти
14081,утеса,утес
14082,взревели,взреветь
14083,столбами,столб
14084,мусульман,мусульманин
14085,взята,взять
14086,строев,строев
14087,упреждает,упреждать
14088,коснулось,касаться
14089,невредим,невредимый
14090,далеком,далекий
14091,затаена,затаивать
14092,кипенье,кипение
14093,перебегая,перебегать
14094,жемчугов,жемчуг
14095,переродиться,перерождаться
14096,льющий,лить
14097,иноверца,иноверец
14098,меру,мера
14099,берегут,беречь
14100,перестрелке,перестрелка
14101,хозяйкой,хозяйка
14102,галушки,галушка
14103,чернобривой,чернобривой
14104,приготовит,приготавливать
14105,прищуря,прищурить
14106,прыгнула,прыгнуть
14107,свечкой,свечка
14108,хлебнула,хлебнуть
14109,басурманка,басурманка
14110,дрянь,дрянь
14111,склянкой,склянка
14112,углы,угол
14113,попало,попадать
14114,духом,дух
14115,дура,дура
14116,уздечки,уздечка
14117,семян,семя
14118,женит,женить
14119,сорок,сорок
14120,крылатке,крылатка
14121,совы,сова
14122,бровей,бровь
14123,сроки,срок
14124,сборы,сборы
14125,селенью,селение
14126,сельской,сельский
14127,дуги,дуга
14128,оброка,оброк
14129,тарас,тарас
14130,домы,дом
14131,выбивали,выбивать
14132,подсилу,подсилу
14133,закипело,закипать
14134,фоки,фок
14135,оброк,оброк
14136,приложили,прикладывать
14137,работ,работа
14138,помогает,помогать
14139,знакомку,знакомка
14140,взяли,взять
14141,добре,добро
14142,устану,уставать
14143,залаю,залаять
14144,попал,попадать
14145,жужу,жужа
14146,находят,находить
14147,скворец,скворец
14148,постом,пост
14149,прост,простой
14150,щегленок,щегленок
14151,предрассудки,предрассудок
14152,силен,сильный
14153,примеры,пример
14154,щегленка,щегленок
14155,слушал,слушать
14156,утомлен,утомлять
14157,зримой,зримый
14158,возвышенной,возвышенный
14159,оживлено,оживлять
14160,свинца,свинец
14161,замену,замена
14162,стеснена,стеснять
14163,разносит,разносить
14164,больней,больно
14165,отмщенье,отмщение
14166,побольнее,больно
14167,главам,глава
14168,сорвет,сорвать
14169,простилася,простилася
14170,свидание,свидание
14171,одинокую,одинокий
14172,войска,войско
14173,сыновей,сын
14174,началась,начинаться
14175,могла,мочь
14176,облекусь,облекаться
14177,прогремит,прогреметь
14178,сражаясь,сражаться
14179,слепящий,слепящий
14180,уничтоженьем,уничтожение
14181,спасу,спас
14182,сожитель,сожитель
14183,схватили,схватывать
14184,измучен,измучивать
14185,просветленья,просветление
14186,гусей,гусь
14187,принаряжена,принаряжать
14188,едят,есть
14189,прижму,прижимать
14190,надеюсь,надеяться
14191,рожу,рожа
14192,тиранишь,тиранить
14193,тупы,тупой
14194,былова,былов
14195,вызывать,вызывать
14196,воспрянет,воспрянуть
14197,пошалить,пошалить
14198,разыграться,разыгрываться
14199,травой,трава
14200,подошел,подходить
14201,ель,ель
14202,приди,прийти
14203,целовать,целовать
14204,помрачает,помрачать
14205,совершить,совершать
14206,пределом,предел
14207,ревущий,реветь
14208,низлетает,низлетать
14209,закроем,закрывать
14210,избавленье,избавление
14211,ночных,ночной
14212,хрен,хрен
14213,полные,полный
14214,вострою,вострый
14215,пораскинулась,пораскинуться
14216,подкошеная,подкошеный
14217,едина,единый
14218,чувствам,чувство
14219,прохладных,прохладный
14220,выбирала,выбирать
14221,потоков,поток
14222,парящим,парить
14223,коже,кожа
14224,обольщенье,обольщение
14225,пленюся,пленюся
14226,дианы,диана
14227,помышленья,помышление
14228,разливы,разлив
14229,разлюбила,разлюблять
14230,роскошно,роскошно
14231,заменило,заменять
14232,легкокрылый,легкокрылый
14233,расти,расти
14234,вверить,вверять
14235,грозит,грозить
14236,неприязни,неприязнь
14237,сенью,сень
14238,принесенный,приносить
14239,ивану,иван
14240,иван,иван
14241,угостились,угощаться
14242,забыт,забывать
14243,летунья,летунья
14244,егоза,егоза
14245,вздохнула,вздыхать
14246,сменялись,сменяться
14247,долу,долу
14248,давай,давать
14249,отвлечет,отвлекать
14250,сомневаться,сомневаться
14251,жду,ждать
14252,бочёнком,боченок
14253,укоряет,укорять
14254,кажут,казать
14255,поварню,поварня
14256,теченью,течение
14257,зарубить,зарубать
14258,волги,волга
14259,самозванца,самозванец
14260,швед,швед
14261,мятеж,мятеж
14262,мор,мор
14263,таешь,таять
14264,взволную,взволновать
14265,горюет,горевать
14266,фока,фок
14267,любого,любой
14268,наделить,наделять
14269,попадешься,попадаться
14270,орудий,орудие
14271,сверкнули,сверкнуть
14272,балканской,балканский
14273,распахнула,распахнуть
14274,замолкла,замолкать
14275,махровый,махровый
14276,попугай,попугай
14277,бородинских,бородинский
14278,альп,альпы
14279,преподобных,преподобный
14280,разбор,разбор
14281,чтитель,чтитель
14282,лиг,лига
14283,снедает,снедать
14284,рамбова,рамбов
14285,бояться,бояться
14286,предсказаний,предсказание
14287,пронзили,пронзать
14288,восковы,восков
14289,слышет,слыхивать
14290,суды,суд
14291,взводи,взводить
14292,мужчин,мужчина
14293,беседы,беседа
14294,букет,букет
14295,постель,постель
14296,крикуну,крикун
14297,распев,распев
14298,усни,уснуть
14299,голубок,голубок
14300,румян,румяна
14301,кормить,кормить
14302,генералом,генерал
14303,колыбель,колыбель
14304,кудрявым,кудрявый
14305,убираться,убираться
14306,секретарской,секретарский
14307,доброта,доброта
14308,нырять,нырять
14309,несчетных,несчетный
14310,проклятое,проклятый
14311,ненароком,ненароком
14312,местью,месть
14313,врождена,врождать
14314,поклонений,поклонение
14315,излетает,излетать
14316,неуместна,неуместный
14317,потерян,потерять
14318,причиняли,причинять
14319,донесть,донесть
14320,разрыты,разрыть
14321,уймет,унимать
14322,проводили,проводить
14323,затрепетало,затрепетать
14324,опасен,опасный
14325,тшета,тшет
14326,развязок,развязка
14327,прильнула,прильнуть
14328,ветерочек,ветерочек
14329,выйдут,выходить
14330,прелестным,прелестный
14331,отвечают,отвечать
14332,домик,домик
14333,располагая,располагать
14334,бирюзою,бирюза
14335,сломило,сламывать
14336,унывай,унывать
14337,сестер,сестра
14338,ослово,ослово
14339,хлев,хлев
14340,пуста,пустой
14341,ипокрена,ипокрена
14342,холодна,холодный
14343,буйные,буйный
14344,белова,белов
14345,смущает,смущать
14346,блондинка,блондинка
14347,акорды,акорды
14348,досадила,досаждать
14349,распускаться,распускаться
14350,обвиняешь,обвинять
14351,вонзает,вонзать
14352,быль,быль
14353,небылица,небылица
14354,ерусалим,ерусалим
14355,походом,поход
14356,трофеев,трофей
14357,двести,двести
14358,огнистых,огнистый
14359,заворожен,завораживать
14360,пролив,пролив
14361,закипишь,закипать
14362,желалось,желаться
14363,гурьбой,гурьба
14364,провожатый,провожатый
14365,грубый,грубый
14366,цветком,цветок
14367,кольнуло,кольнуть
14368,дрожала,дрожать
14369,шайтаны,шайтан
14370,юсуф,юсуф
14371,сажу,сажа
14372,висела,висеть
14373,изнанку,изнанка
14374,став,становиться
14375,зги,зга
14376,часовые,часовой
14377,недурна,недурной
14378,смысла,смысл
14379,раздела,раздел
14380,просто,просто
14381,вот,вот
14382,смутилась,смущаться
14383,насадил,насаждать
14384,взррстила,взррстить
14385,закипало,закипать
14386,члены,член
14387,сберет,сберет
14388,профан,профан
14389,увидит,увидеть
14390,взглянуть,взглядывать
14391,зефира,зефир
14392,сочиненье,сочинение
14393,лишенный,лишенный
14394,наградить,награждать
14395,стебля,стебель
14396,омрачена,омрачать
14397,умертвил,умертвлять
14398,возмущен,возмущать
14399,благоговея,благоговеть
14400,легок,легкий
14401,отмстить,отмщать
14402,громы,гром
14403,ругательств,ругательство
14404,дождевая,дождевой
14405,хрустальной,хрустальный
14406,окрыли,окрылять
14407,тщедушный,тщедушный
14408,червячок,червячок
14409,знанья,знание
14410,пятам,пята
14411,химик,химик
14412,разлагать,разлагать
14413,сотворенных,сотворить
14414,постигаем,постигать
14415,росли,расти
14416,изменяет,изменять
