"word","accented","doc_id","row_id"
"спасеньем","спасе'ньем",17978,17978
"Узбек","Узбе'к",17979,17979
"палачами","палача'ми",17980,17980
"обвитой","обви'той",17981,17981
"менад","мена'д",17982,17982
"больше","бо'льше",17983,17983
"добрей","добре'й",17984,17984
"пострел","постре'л",17985,17985
"пострелом","постре'лом",17986,17986
"публиковать","публикова'ть",17987,17987
"опасенья","опа'сенья",17988,17988
"обиняками","обиняка'ми",17989,17989
"расчисленью","расчи'сленью",17990,17990
"возвращались","возвраща'лись",17991,17991
"позволяет","позволя'ет",17992,17992
"возраженье","возраже'нье",17993,17993
"худом","ху'дом",17994,17994
"увещаньем","увеща'ньем",17995,17995
"черница","черни'ца",17996,17996
"потечет","потечёт",17997,17997
"устремленья","устремле'нья",17998,17998
"веселят","веселя'т",17999,17999
"возмутились","возмути'лись",18000,18000
"потрясется","потрясётся",18001,18001
"торгаш","торга'ш",18002,18002
"прострет","прострёт",18003,18003
"ненадежны","ненадёжны",18004,18004
"напоить","напои'ть",18005,18005
"змейка","зме'йка",18006,18006
"смирней","смирне'й",18007,18007
"прытью","пры'тью",18008,18008
"Геба","Ге'ба",18009,18009
"скрытной","скры'тной",18010,18010
"облекшись","облёкшись",18011,18011
"зловредной","зловре'дной",18012,18012
"потрясая","потряса'я",18013,18013
"строптивы","стропти'вы",18014,18014
"сразилась","срази'лась",18015,18015
"воззван","во'ззван",18016,18016
"среброногой","сребро'ногой",18017,18017
"висели","висе'ли",18018,18018
"гнезде","гнезде'",18019,18019
"скрывались","скрыва'лись",18020,18020
"дождях","дождя'х",18021,18021
"удержала","удержа'ла",18022,18022
"багряной","багря'ной",18023,18023
"метал","мета'л",18024,18024
"нагбенна","нагбе'нна",18025,18025
"спасал","спаса'л",18026,18026
"отвесных","отве'сных",18027,18027
"потреблялись","потребля'лись",18028,18028
"седящу","седящу'",18029,18029
"сынах","сына'х",18030,18030
"Океан","Океа'н",18031,18031
"растают","раста'ют",18032,18032
"дщери","дще'ри",18033,18033
"обновленный","обновлённый",18034,18034
"осмеют","осмею'т",18035,18035
"упований","упова'ний",18036,18036
"вместит","вмести'т",18037,18037
"обнажу","обнажу'",18038,18038
"ярмом","ярмо'м",18039,18039
"исполин","исполи'н",18040,18040
"раздробленны","раздро'бленны",18041,18041
"доступил","доступи'л",18042,18042
"осрамленной","осрамлённой",18043,18043
"крепчает","крепча'ет",18044,18044
"изменяешь","изменя'ешь",18045,18045
"кровопийца","кровопи'йца",18046,18046
"телами","тела'ми",18047,18047
"зияют","зия'ют",18048,18048
"исполинский","исполи'нский",18049,18049
"шипит","шипи'т",18050,18050
"черноокой","черноо'кой",18051,18051
"всходить","всходи'ть",18052,18052
"сокрылося","сокрылося'",18053,18053
"лью","лью",18054,18054
"разводила","разводи'ла",18055,18055
"вскочил","вскочи'л",18056,18056
"пробуждался","пробужда'лся",18057,18057
"огорчен","огорчён",18058,18058
"проснутся","про'снутся",18059,18059
"повелеваешь","повелева'ешь",18060,18060
"благостыня","благосты'ня",18061,18061
"повелевать","повелева'ть",18062,18062
"вздыхаю","вздыха'ю",18063,18063
"пространный","простра'нный",18064,18064
"пресыщенна","пресы'щенна",18065,18065
"неизъясненной","неизъя'сненной",18066,18066
"воскресают","воскреса'ют",18067,18067
"робеет","робе'ет",18068,18068
"держаща","держа'ща",18069,18069
"почитают","почита'ют",18070,18070
"бичем","би'чем",18071,18071
"сойдешь","сойдёшь",18072,18072
"люты","лю'ты",18073,18073
"уважают","уважа'ют",18074,18074
"лугами","луга'ми",18075,18075
"злаки","зла'ки",18076,18076
"провожали","провожа'ли",18077,18077
"поведут","поведу'т",18078,18078
"являй","явля'й",18079,18079
"святыне","святы'не",18080,18080
"окончав","око'нчав",18081,18081
"рогатых","рога'тых",18082,18082
"угожу","угожу'",18083,18083
"Могола","Могола'",18084,18084
"мещанин","мещани'н",18085,18085
"хрустальной","хруста'льной",18086,18086
"казну","казну'",18087,18087
"лубков","лубко'в",18088,18088
"тарелок","таре'лок",18089,18089
"товар","това'р",18090,18090
"купчина","купчи'на",18091,18091
"зашибу","зашибу'",18092,18092
"десяти","десяти'",18093,18093
"товарам","това'рам",18094,18094
"изумруд","изумру'д",18095,18095
"вспомню","вспо'мню",18096,18096
"спесива","спеси'ва",18097,18097
"любезен","любе'зен",18098,18098
"губами","губа'ми",18099,18099
"обряде","обря'де",18100,18100
"диван","дива'н",18101,18101
"уверенье","уве'ренье",18102,18102
"вручу","вручу'",18103,18103
"клика","кли'ка",18104,18104
"Земиры","Земи'ры",18105,18105
"дрожишь","дрожи'шь",18106,18106
"целуешь","целу'ешь",18107,18107
"разбился","разби'лся",18108,18108
"ином","ино'м",18109,18109
"брежу","бре'жу",18110,18110
"Абраэма","Абраэ'ма",18111,18111
"Курана","Ку'рана",18112,18112
"купил","купи'л",18113,18113
"позабыта","позабы'та",18114,18114
"победна","побе'дна",18115,18115
"Ярослава","Яросла'ва",18116,18116
"рассудку","рассу'дку",18117,18117
"маска","ма'ска",18118,18118
"широкую","широ'кую",18119,18119
"голубоокое","голубоо'кое",18120,18120
"близким","бли'зким",18121,18121
"бренчать","бренча'ть",18122,18122
"удостоен","удосто'ен",18123,18123
"смут","смут",18124,18124
"пылу","пы'лу",18125,18125
"грань","грань",18126,18126
"безбожным","безбо'жным",18127,18127
"томность","то'мность",18128,18128
"усыплю","усы'плю",18129,18129
"обольстил","обольсти'л",18130,18130
"побежал","побежа'л",18131,18131
"небольшая","небольша'я",18132,18132
"святом","свято'м",18133,18133
"громил","громи'л",18134,18134
"красотки","красо'тки",18135,18135
"сетка","се'тка",18136,18136
"неправой","непра'вой",18137,18137
"нелепость","неле'пость",18138,18138
"новым","но'вым",18139,18139
"постылы","посты'лы",18140,18140
"отравила","отрави'ла",18141,18141
"Недалеко","Недалеко'",18142,18142
"кровли","кро'вли",18143,18143
"столбов","столбо'в",18144,18144
"вольней","вольне'й",18145,18145
"ровесник","рове'сник",18146,18146
"вече","ве'че",18147,18147
"ступай","ступа'й",18148,18148
"чернорабочий","чернорабо'чий",18149,18149
"уйти","уйти'",18150,18150
"влюбленной","влюблённой",18151,18151
"пятам","пята'м",18152,18152
"душисто","души'сто",18153,18153
"речки","ре'чки",18154,18154
"освещают","освеща'ют",18155,18155
"затащили","затащи'ли",18156,18156
"экосез","экосе'з",18157,18157
"Угадайте","Угада'йте",18158,18158
"остальных","остальны'х",18159,18159
"предпоследней","предпосле'дней",18160,18160
"секретно","секре'тно",18161,18161
"положив","положи'в",18162,18162
"преодолела","преодоле'ла",18163,18163
"жестоки","жесто'ки",18164,18164
"полуспящий","полуспя'щий",18165,18165
"Медицейской","Медице'йской",18166,18166
"поправляя","поправля'я",18167,18167
"заниматься","занима'ться",18168,18168
"пересудить","пересуди'ть",18169,18169
"почитать","почита'ть",18170,18170
"выхваляешь","выхваля'ешь",18171,18171
"жемчужной","жемчу'жной",18172,18172
"туманны","тума'нны",18173,18173
"бессонный","бессо'нный",18174,18174
"багровой","багро'вой",18175,18175
"походов","похо'дов",18176,18176
"трофей","трофе'й",18177,18177
"ликовствуйте","лико'вствуйте",18178,18178
"стом","стом",18179,18179
"осаждали","осажда'ли",18180,18180
"ликуем","лику'ем",18181,18181
"ободряйте","ободря'йте",18182,18182
"наградила","награди'ла",18183,18183
"налить","нали'ть",18184,18184
"пили","пи'ли",18185,18185
"наблюдали","наблюда'ли",18186,18186
"куликают","кулика'ют",18187,18187
"посещают","посеща'ют",18188,18188
"кружка","кру'жка",18189,18189
"отчете","отчёте",18190,18190
"справедливость","справедли'вость",18191,18191
"опоздало","опозда'ло",18192,18192
"нагом","наго'м",18193,18193
"воскрес","воскре'с",18194,18194
"Волы","Волы'",18195,18195
"помогают","помога'ют",18196,18196
"Волам","Вола'м",18197,18197
"зною","зно'ю",18198,18198
"раздавайся","раздава'йся",18199,18199
"Крыма","Кры'ма",18200,18200
"косматая","косма'тая",18201,18201
"кудрявую","кудря'вую",18202,18202
"плану","пла'ну",18203,18203
"вальсировали","вальси'ровали",18204,18204
"иноземцев","инозе'мцев",18205,18205
"кнастер","кна'стер",18206,18206
"пяди","пя'ди",18207,18207
"домосед","домосе'д",18208,18208
"туманах","тума'нах",18209,18209
"страшили","страши'ли",18210,18210
"исчезая","исчеза'я",18211,18211
"звучней","звучне'й",18212,18212
"громовой","громово'й",18213,18213
"пламенею","пламене'ю",18214,18214
"позабыт","позабы'т",18215,18215
"непреклонной","непрекло'нной",18216,18216
"нетерпеливость","нетерпели'вость",18217,18217
"венком","венко'м",18218,18218
"рассыпаясь","рассыпа'ясь",18219,18219
"читаем","чита'ем",18220,18220
"пешеходы","пешехо'ды",18221,18221
"обожаем","обожа'ем",18222,18222
"рвы","рвы",18223,18223
"избранный","и'збранный",18224,18224
"падущих","па'дущих",18225,18225
"сливают","слива'ют",18226,18226
"забвенном","забве'нном",18227,18227
"сокрылись","сокры'лись",18228,18228
"сотреть","сотре'ть",18229,18229
"почить","почи'ть",18230,18230
"днями","дня'ми",18231,18231
"дошед","доше'д",18232,18232
"томишься","томи'шься",18233,18233
"целой","це'лой",18234,18234
"подпорой","подпо'рой",18235,18235
"уединен","уединён",18236,18236
"бренна","бре'нна",18237,18237
"сокровен","сокрове'н",18238,18238
"дерзнут","дерзну'т",18239,18239
"плененны","плене'нны",18240,18240
"вознесутся","вознесу'тся",18241,18241
"озирался","озира'лся",18242,18242
"сгорело","сгоре'ло",18243,18243
"поник","пони'к",18244,18244
"чистым","чи'стым",18245,18245
"румянца","румя'нца",18246,18246
"красив","краси'в",18247,18247
"благоухает","благоуха'ет",18248,18248
"закатившись","закати'вшись",18249,18249
"Брюллов","Брюлло'в",18250,18250
"скрыжали","скрыжа'ли",18251,18251
"схватило","схвати'ло",18252,18252
"обиду","оби'ду",18253,18253
"острия","острия'",18254,18254
"разнесли","разнесли'",18255,18255
"превозмог","превозмо'г",18256,18256
"темнит","темни'т",18257,18257
"заняла","заняла'",18258,18258
"уснувших","усну'вших",18259,18259
"Эндимион","Эндимио'н",18260,18260
"чудесных","чуде'сных",18261,18261
"держали","держа'ли",18262,18262
"вволю","вво'лю",18263,18263
"замолчало","замолча'ло",18264,18264
"Перец","Пе'рец",18265,18265
"проложит","проло'жит",18266,18266
"боготворений","боготворе'ний",18267,18267
"живому","живо'му",18268,18268
"делили","дели'ли",18269,18269
"светских","све'тских",18270,18270
"избранных","и'збранных",18271,18271
"гробовом","гробово'м",18272,18272
"такие","таки'е",18273,18273
"пристали","приста'ли",18274,18274
"страданьи","страда'ньи",18275,18275
"ударом","уда'ром",18276,18276
"укрощен","укрощён",18277,18277
"кичливый","кичли'вый",18278,18278
"препона","препо'на",18279,18279
"воздоенных","воздо'енных",18280,18280
"войска","войска'",18281,18281
"потерпите","потерпи'те",18282,18282
"умиленьи","уми'леньи",18283,18283
"способны","спосо'бны",18284,18284
"простерть","просте'рть",18285,18285
"распоряжал","распоряжа'л",18286,18286
"неустрашимость","неустраши'мость",18287,18287
"воспламененный","воспламенённый",18288,18288
"воссияло","воссия'ло",18289,18289
"смелом","сме'лом",18290,18290
"неслися","несли'ся",18291,18291
"кроваву","крова'ву",18292,18292
"крутится","кру'тится",18293,18293
"изрыгает","изрыга'ет",18294,18294
"пожары","пожа'ры",18295,18295
"достойный","досто'йный",18296,18296
"наблюдая","наблюда'я",18297,18297
"споборает","спобора'ет",18298,18298
"Репнин","Репнин'",18299,18299
"пронзился","пронзи'лся",18300,18300
"посвящает","посвяща'ет",18301,18301
"Войною","Войно'ю",18302,18302
"изливаю","излива'ю",18303,18303
"недостойно","недосто'йно",18304,18304
"хлябь","хлябь",18305,18305
"подпирая","подпира'я",18306,18306
"махом","ма'хом",18307,18307
"землетрясенье","землетря'сенье",18308,18308
"расседаясь","расседа'ясь",18309,18309
"черных","чёрных",18310,18310
"обляжет","обля'жет",18311,18311
"удивляя","удивля'я",18312,18312
"юнеет","юне'ет",18313,18313
"средины","среди'ны",18314,18314
"полюбить","полюби'ть",18315,18315
"Филона","Фило'на",18316,18316
"находиться","находи'ться",18317,18317
"неизбежней","неизбе'жней",18318,18318
"непреклонна","непрекло'нна",18319,18319
"пожать","пожа'ть",18320,18320
"совращуся","совращуся'",18321,18321
"седеет","седе'ет",18322,18322
"одела","оде'ла",18323,18323
"небогатом","небога'том",18324,18324
"шалаш","шала'ш",18325,18325
"Счастья","Сча'стья",18326,18326
"дерзновенным","дерзнове'нным",18327,18327
"озарясь","озаря'сь",18328,18328
"удрученно","удручённо",18329,18329
"представлялась","представля'лась",18330,18330
"снегами","снега'ми",18331,18331
"послушны","послу'шны",18332,18332
"оставался","остава'лся",18333,18333
"освещенный","освещённый",18334,18334
"домик","до'мик",18335,18335
"голодный","голо'дный",18336,18336
"нищей","ни'щей",18337,18337
"белеет","беле'ет",18338,18338
"ненаглядный","ненагля'дный",18339,18339
"бескорыстным","бескоры'стным",18340,18340
"управленьем","управле'ньем",18341,18341
"прибежит","прибежи'т",18342,18342
"цевницу","цевни'цу",18343,18343
"озолотится","озолоти'тся",18344,18344
"Анакреона","Анакрео'на",18345,18345
"обещанье","обеща'нье",18346,18346
"Темиру","Теми'ру",18347,18347
"пригласить","пригласи'ть",18348,18348
"катит","ка'тит",18349,18349
"домов","домо'в",18350,18350
"топчем","то'пчем",18351,18351
"приближу","прибли'жу",18352,18352
"коврами","ковра'ми",18353,18353
"мелькнет","мелькнёт",18354,18354
"величаю","велича'ю",18355,18355
"Предел","Преде'л",18356,18356
"согреваюсь","согрева'юсь",18357,18357
"явленных","я'вленных",18358,18358
"стихия","стихи'я",18359,18359
"усмирять","усмиря'ть",18360,18360
"забушует","забушу'ет",18361,18361
"утомила","утоми'ла",18362,18362
"упадет","упадёт",18363,18363
"тлеют","тле'ют",18364,18364
"леску","леску'",18365,18365
"листочки","листо'чки",18366,18366
"Забываюсь","Забыва'юсь",18367,18367
"крылась","кры'лась",18368,18368
"хребтах","хребта'х",18369,18369
"непрестанно","непреста'нно",18370,18370
"косу","ко'су",18371,18371
"возгордить","возгорди'ть",18372,18372
"аквилоны","аквило'ны",18373,18373
"язвила","язви'ла",18374,18374
"ураганы","урага'ны",18375,18375
"прут","прут",18376,18376
"Маша","Ма'ша",18377,18377
"пробегали","пробега'ли",18378,18378
"слезинка","слези'нка",18379,18379
"перервала","перервала'",18380,18380
"флер","флер",18381,18381
"преданьях","преда'ньях",18382,18382
"умрут","умру'т",18383,18383
"Любови","Любо'ви",18384,18384
"провожаю","провожа'ю",18385,18385
"тайно","та'йно",18386,18386
"осужденной","осуждённой",18387,18387
"обеспокоен","обеспоко'ен",18388,18388
"монаха","мона'ха",18389,18389
"кудрявая","кудря'вая",18390,18390
"веселила","весели'ла",18391,18391
"слышала","слы'шала",18392,18392
"веселилась","весели'лась",18393,18393
"махала","маха'ла",18394,18394
"херов","херо'в",18395,18395
"Зоилы","Зои'лы",18396,18396
"считает","счита'ет",18397,18397
"вооружался","вооружа'лся",18398,18398
"вырастают","выраста'ют",18399,18399
"кольнул","кольну'л",18400,18400
"сборе","сбо'ре",18401,18401
"бокала","бока'ла",18402,18402
"Вопрос","Вопро'с",18403,18403
"хитрец","хитре'ц",18404,18404
"отмежевал","отмежева'л",18405,18405
"похвалы","похвалы'",18406,18406
"подтвержденье","подтвержде'нье",18407,18407
"замечанье","замеча'нье",18408,18408
"повелевает","повелева'ет",18409,18409
"результат","результа'т",18410,18410
"красный","кра'сный",18411,18411
"обращаюсь","обраща'юсь",18412,18412
"струистых","струи'стых",18413,18413
"злачных","зла'чных",18414,18414
"сребробоки","сребро'боки",18415,18415
"сочесть","соче'сть",18416,18416
"сближаться","сближа'ться",18417,18417
"препровождая","препровожда'я",18418,18418
"воевати","воевати'",18419,18419
"покровенной","покро'венной",18420,18420
"рогах","рога'х",18421,18421
"сбираться","сбира'ться",18422,18422
"покорялись","покоря'лись",18423,18423
"гнушайся","гнуша'йся",18424,18424
"надут","наду'т",18425,18425
"породы","поро'ды",18426,18426
"обогащенна","обо'гащенна",18427,18427
"драгоценных","драгоце'нных",18428,18428
"лживой","лжи'вой",18429,18429
"удаленны","удалённы",18430,18430
"восклицанья","восклица'нья",18431,18431
"имян","имя'н",18432,18432
"молчаливу","молчали'ву",18433,18433
"улыбался","улыба'лся",18434,18434
"погребать","погреба'ть",18435,18435
"заслуг","заслу'г",18436,18436
"Ириса","Ири'са",18437,18437
"созданию","созда'нию",18438,18438
"Невинную","Неви'нную",18439,18439
"непорочную","непоро'чную",18440,18440
"Небесное","Небе'сное",18441,18441
"улыбкою","улы'бкою",18442,18442
"клеветать","клевета'ть",18443,18443
"повергать","поверга'ть",18444,18444
"Мемнон","Мемно'н",18445,18445
"воспламенит","воспламени'т",18446,18446
"востоку","восто'ку",18447,18447
"растерзали","растерза'ли",18448,18448
"удивленья","удивле'нья",18449,18449
"отмщенья","отмще'нья",18450,18450
"прикоснуться","прикосну'ться",18451,18451
"целитель","цели'тель",18452,18452
"пристрастной","пристра'стной",18453,18453
"несраженный","несраже'нный",18454,18454
"правдивых","правди'вых",18455,18455
"ломки","ло'мки",18456,18456
"совершенно","соверше'нно",18457,18457
"помрут","помру'т",18458,18458
"разорится","разори'тся",18459,18459
"превосходной","превосхо'дной",18460,18460
"заседать","заседа'ть",18461,18461
"продавец","продаве'ц",18462,18462
"записался","записа'лся",18463,18463
"наперечет","наперечёт",18464,18464
"простят","простя'т",18465,18465
"сомнился","сомни'лся",18466,18466
"Шутова","Шу'това",18467,18467
"назвали","назва'ли",18468,18468
"расколе","раско'ле",18469,18469
"талантам","тала'нтам",18470,18470
"сужденье","сужде'нье",18471,18471
"твердит","тверди'т",18472,18472
"благородство","благоро'дство",18473,18473
"благодарен","благода'рен",18474,18474
"оживили","оживи'ли",18475,18475
"затворю","затворю'",18476,18476
"тюрьмою","тюрьмо'ю",18477,18477
"совершенья","соверше'нья",18478,18478
"вековом","веково'м",18479,18479
"урочной","уро'чной",18480,18480
"престарелый","престаре'лый",18481,18481
"поминал","помина'л",18482,18482
"мерцает","мерца'ет",18483,18483
"эпиграмму","эпигра'мму",18484,18484
"пробуди","пробуди'",18485,18485
"осененна","осене'нна",18486,18486
"олтари","олтари'",18487,18487
"трапеза","тра'пеза",18488,18488
"гремели","греме'ли",18489,18489
"обворожали","обворожа'ли",18490,18490
"обращалась","обраща'лась",18491,18491
"гроты","гро'ты",18492,18492
"качели","каче'ли",18493,18493
"забавлялась","забавля'лась",18494,18494
"долинам","доли'нам",18495,18495
"Купидонам","Купидо'нам",18496,18496
"сребробоких","сребробо'ких",18497,18497
"голубков","голубко'в",18498,18498
"вида","ви'да",18499,18499
"Герои","Геро'и",18500,18500
"брали","бра'ли",18501,18501
"истканный","и'стканный",18502,18502
"равном","ра'вном",18503,18503
"умножали","умножа'ли",18504,18504
"запустело","запусте'ло",18505,18505
"вспоминаю","вспомина'ю",18506,18506
"прельщали","прельща'ли",18507,18507
"прокатилась","прокати'лась",18508,18508
"отсутстве","отсу'тстве",18509,18509
"превратов","превра'тов",18510,18510
"скончался","сконча'лся",18511,18511
"знав","знав",18512,18512
"дну","дну",18513,18513
"нарастая","нараста'я",18514,18514
"дробится","дроби'тся",18515,18515
"протянешь","протя'нешь",18516,18516
"пробивая","пробива'я",18517,18517
"пронзают","пронза'ют",18518,18518
"цветочный","цвето'чный",18519,18519
"нагая","нага'я",18520,18520
"парчой","парчо'й",18521,18521
"глухи","глухи'",18522,18522
"Отселе","Отсе'ле",18523,18523
"ищешь","и'щешь",18524,18524
"беспредельный","беспреде'льный",18525,18525
"взойти","взойти'",18526,18526
"старушка","стару'шка",18527,18527
"кубарем","кубаре'м",18528,18528
"угоняться","угоня'ться",18529,18529
"пригожа","приго'жа",18530,18530
"смекаешь","смека'ешь",18531,18531
"старейших","старе'йших",18532,18532
"наживешь","наживёшь",18533,18533
"неразрывно","неразры'вно",18534,18534
"стоп","стоп",18535,18535
"стародавной","старода'вной",18536,18536
"споткнуся","спо'ткнуся",18537,18537
"мгновеньем","мгнове'ньем",18538,18538
"льстила","льсти'ла",18539,18539
"заблуждаться","заблужда'ться",18540,18540
"мечталась","мечта'лась",18541,18541
"Восхищена","Восхищена'",18542,18542
"рукоплескала","рукоплеска'ла",18543,18543
"сцены","сце'ны",18544,18544
"трубадура","трубаду'ра",18545,18545
"журналом","журна'лом",18546,18546
"Двины","Двины'",18547,18547
"битвой","би'твой",18548,18548
"возмутима","возмути'ма",18549,18549
"казалось","каза'лось",18550,18550
"уваженья","уваже'нья",18551,18551
"Чума","Чума'",18552,18552
"вход","вход",18553,18553
"платой","пла'той",18554,18554
"увижу","уви'жу",18555,18555
"приближал","приближа'л",18556,18556
"перегорая","перегора'я",18557,18557
"стиха","стиха'",18558,18558
"покаянья","покая'нья",18559,18559
"заклинанью","заклина'нью",18560,18560
"оскорбитель","оскорби'тель",18561,18561
"ненавидишь","ненави'дишь",18562,18562
"елала","ела'ла",18563,18563
"чемоданы","чемода'ны",18564,18564
"шампанской","шампа'нской",18565,18565
"плутовка","плуто'вка",18566,18566
"ящик","я'щик",18567,18567
"кельи","ке'льи",18568,18568
"птичке","пти'чке",18569,18569
"мешали","меша'ли",18570,18570
"голодных","голо'дных",18571,18571
"Твердый","Твёрдый",18572,18572
"Титана","Тита'на",18573,18573
"принимаюсь","принима'юсь",18574,18574
"рифмотвор","ри'фмотвор",18575,18575
"марают","мара'ют",18576,18576
"капрал","капра'л",18577,18577
"сошел","сошёл",18578,18578
"врали","вра'ли",18579,18579
"признался","призна'лся",18580,18580
"Кашемире","Кашеми'ре",18581,18581
"связанный","свя'занный",18582,18582
"крутогрудого","крутогру'дого",18583,18583
"одинокая","одино'кая",18584,18584
"торопится","торо'пится",18585,18585
"кинула","ки'нула",18586,18586
"воинственный","вои'нственный",18587,18587
"начинается","начина'ется",18588,18588
"призатих","приза'тих",18589,18589
"укорами","уко'рами",18590,18590
"отчаянной","отча'янной",18591,18591
"настороже","настороже'",18592,18592
"неловко","нело'вко",18593,18593
"другому","друго'му",18594,18594
"избрать","избра'ть",18595,18595
"покорясь","покоря'сь",18596,18596
"торум","тору'м",18597,18597
"порученьем","поруче'ньем",18598,18598
"прошлогодние","прошлого'дние",18599,18599
"сукно","сукно'",18600,18600
"защита","защи'та",18601,18601
"Мануфактура","Мануфакту'ра",18602,18602
"зрелы","зре'лы",18603,18603
"Амура","Аму'ра",18604,18604
"суетами","суета'ми",18605,18605
"ды","ды",18606,18606
"росе","росе'",18607,18607
"приятством","прия'тством",18608,18608
"Сон","Сон",18609,18609
"престав","преста'в",18610,18610
"прилежну","приле'жну",18611,18611
"часами","часа'ми",18612,18612
"готовым","гото'вым",18613,18613
"отважны","отва'жны",18614,18614
"шумливым","шумли'вым",18615,18615
"надгробных","надгро'бных",18616,18616
"Огни","Огни'",18617,18617
"изъяты","изъя'ты",18618,18618
"достослезный","достосле'зный",18619,18619
"изрыт","изры'т",18620,18620
"необъятно","необъя'тно",18621,18621
"навета","наве'та",18622,18622
"тма","тма",18623,18623
"ловец","лове'ц",18624,18624
"разговорах","разгово'рах",18625,18625
"пренебрегать","пренебрега'ть",18626,18626
"дружиться","дружи'ться",18627,18627
"побежала","побежа'ла",18628,18628
"яиц","яи'ц",18629,18629
"поросенка","поросёнка",18630,18630
"ценила","цени'ла",18631,18631
"строят","стро'ят",18632,18632
"слушать","слу'шать",18633,18633
"победная","побе'дная",18634,18634
"великая","вели'кая",18635,18635
"губить","губи'ть",18636,18636
"лука","лу'ка",18637,18637
"пренебрегаешь","пренебрега'ешь",18638,18638
"употребить","употреби'ть",18639,18639
"заведет","заведёт",18640,18640
"потупляла","потупля'ла",18641,18641
"чему","чему'",18642,18642
"побежденной","побеждённой",18643,18643
"каким","каки'м",18644,18644
"сердечко","серде'чко",18645,18645
"отмщенье","отмще'нье",18646,18646
"Аммарила","Аммари'ла",18647,18647
"всевечных","все'вечных",18648,18648
"владела","владе'ла",18649,18649
"ненасытной","ненасы'тной",18650,18650
"объяснилась","объясни'лась",18651,18651
"однозвучной","однозву'чной",18652,18652
"российски","росси'йски",18653,18653
"рвеньем","рве'ньем",18654,18654
"отличить","отличи'ть",18655,18655
"соизволяет","соизволя'ет",18656,18656
"утешал","утеша'л",18657,18657
"причиной","причи'ной",18658,18658
"пригожих","приго'жих",18659,18659
"задыхаюсь","задыха'юсь",18660,18660
"миродержец","мироде'ржец",18661,18661
"затмился","затми'лся",18662,18662
"различить","различи'ть",18663,18663
"женат","жена'т",18664,18664
"неволи","нево'ли",18665,18665
"лесная","лесна'я",18666,18666
"расцвет","расцве'т",18667,18667
"нераздельно","неразде'льно",18668,18668
"зелена","зелена'",18669,18669
"молодеют","молоде'ют",18670,18670
"мужика","мужика'",18671,18671
"пошлой","по'шлой",18672,18672
"притаясь","прита'ясь",18673,18673
"прошло","прошло'",18674,18674
"равным","ра'вным",18675,18675
"сличать","слича'ть",18676,18676
"счастливей","счастли'вей",18677,18677
"вступленье","вступле'нье",18678,18678
"церквам","церква'м",18679,18679
"объявлю","объявлю'",18680,18680
"подьячий","подья'чий",18681,18681
"должностной","должностно'й",18682,18682
"Лиону","Лио'ну",18683,18683
"рядись","ряди'сь",18684,18684
"перстеньком","перстенько'м",18685,18685
"разгромил","разгроми'л",18686,18686
"поброжу","поброжу'",18687,18687
"напишу","напишу'",18688,18688
"ничтожил","ничто'жил",18689,18689
"отомстим","отомсти'м",18690,18690
"сказанье","сказа'нье",18691,18691
"изловили","излови'ли",18692,18692
"дружка","дружка'",18693,18693
"явно","я'вно",18694,18694
"заключенный","заключённый",18695,18695
"облеченна","облечённа",18696,18696
"развернувшись","разверну'вшись",18697,18697
"обедни","обе'дни",18698,18698
"литургия","литурги'я",18699,18699
"попом","попо'м",18700,18700
"доказали","доказа'ли",18701,18701
"непритворной","непритво'рной",18702,18702
"суровость","суро'вость",18703,18703
"перламутра","перламу'тра",18704,18704
"принесена","принесена'",18705,18705
"размываясь","размыва'ясь",18706,18706
"густою","густо'ю",18707,18707
"пространстве","простра'нстве",18708,18708
"ходим","хо'дим",18709,18709
"дубовых","дубо'вых",18710,18710
"томима","томи'ма",18711,18711
"именовать","именова'ть",18712,18712
"утолю","утолю'",18713,18713
"помин","поми'н",18714,18714
"созревало","созрева'ло",18715,18715
"риза","ри'за",18716,18716
"дубрав","дубра'в",18717,18717
"узнает","узна'ет",18718,18718
"отлучилась","отлучи'лась",18719,18719
"озлобить","озло'бить",18720,18720
"спета","спе'та",18721,18721
"вкушает","вкуша'ет",18722,18722
"млеть","млеть",18723,18723
"огорчает","огорча'ет",18724,18724
"набегают","набега'ют",18725,18725
"тьмится","тьми'тся",18726,18726
"приникает","приника'ет",18727,18727
"унеслись","унесли'сь",18728,18728
"Леонара","Леона'ра",18729,18729
"творишь","твори'шь",18730,18730
"приютиться","приюти'ться",18731,18731
"обжигают","обжига'ют",18732,18732
"строчить","строчи'ть",18733,18733
"штуки","шту'ки",18734,18734
"Клио","Кли'о",18735,18735
"оглобли","огло'бли",18736,18736
"Ноды","Ноды'",18737,18737
"навострю","навострю'",18738,18738
"Семирамиде","Семирами'де",18739,18739
"хан","хан",18740,18740
"наплевал","наплева'л",18741,18741
"хлопнул","хло'пнул",18742,18742
"простячка","простя'чка",18743,18743
"кружкой","кру'жкой",18744,18744
"носок","носо'к",18745,18745
"угодил","угоди'л",18746,18746
"купит","ку'пит",18747,18747
"грамотей","грамоте'й",18748,18748
"потери","поте'ри",18749,18749
"рыдал","рыда'л",18750,18750
"уйдет","уйдёт",18751,18751
"резца","резца'",18752,18752
"чинары","чина'ры",18753,18753
"Ибрагим","Ибраги'м",18754,18754
"Ага","Ага'",18755,18755
"лжецом","лжецо'м",18756,18756
"кусая","куса'я",18757,18757
