"баллада_1" "баллада_2" "баллада_3" "баллада_4" "баллада_5" "басня_1" "басня_2" "басня_3" "басня_4" "басня_5" "дума_1" "дума_2" "дума_3" "дума_4" "дума_5" "мелодия_1" "мелодия_2" "мелодия_3" "мелодия_4" "мелодия_5" "песнь_1" "песнь_2" "песнь_3" "песнь_4" "песнь_5" "песня_1" "песня_2" "песня_3" "песня_4" "песня_5" "послание_1" "послание_2" "послание_3" "послание_4" "послание_5" "романс_1" "романс_2" "романс_3" "романс_4" "романс_5" "сонет_1" "сонет_2" "сонет_3" "сонет_4" "сонет_5" "элегия_1" "элегия_2" "элегия_3" "элегия_4" "элегия_5"
"песок" 0 0 0 0 0 0 0.110987791342952 0 0 0.10989010989011 0 0 0 0.130208333333333 0 0 0 0 0 0 0 0 0 0.392670157068063 0 0 0 0 0.13869625520111 0 0 0 0 0 0 0 0 0 0 0 0 0.133689839572193 0.266666666666667 0 0 0 0 0 0 0
"повсюду" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128700128700129 0 0 0 0 0 0 0.4 0 0 0 0 0 0.272975432211101 0.180505415162455
"поглядеть" 0 0.125786163522013 0 0.104602510460251 0.108225108225108 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0.138888888888889 0 0.113507377979569 0 0 0 0 0.247524752475248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"помогать" 0 0 0 0 0.108225108225108 0.105485232067511 0.110987791342952 0.21505376344086 0.235294117647059 0.21978021978022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137174211248285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"прелесть" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.259403372243839 0.135135135135135 0 0.246305418719212 0.236406619385343 0 0.133333333333333 0 0 0 0 0 0 0.0902527075812274
"принимать" 0.117647058823529 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0.140056022408964 0 0 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0 0 0.102145045965271 0 0 0 0 0 0 0.240096038415366 0.246305418719212 0 0 0 0 0 0 0.0989119683481701 0 0 0
"пробуждать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.238379022646007 0.200400801603206 0.117924528301887 0 0 0 0 0 0 0 0 0 0 0.13869625520111 0 0 0 0.103092783505155 0.108813928182807 0.107991360691145 0 0 0 0 0 0.118203309692671 0 0 0 0 0 0 0 0 0
"просить" 0.117647058823529 0.125786163522013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0.117924528301887 0.111607142857143 0 0 0.113507377979569 0.121951219512195 0 0 0.136986301369863 0 0 0 0 0 0 0 0 0 0 0 0 0 0.123152709359606 0 0 0 0 0 0 0.0989119683481701 0 0 0
"простереть" 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121951219512195 0.130890052356021 0 0.136986301369863 0 0 0 0 0.100200400801603 0.102145045965271 0 0 0 0 0 0 0 0 0 0.133689839572193 0 0.124843945068664 0.126742712294043 0 0.0989119683481701 0 0 0
"пыль" 0 0 0 0.104602510460251 0 0 0 0 0 0.10989010989011 0 0 0 0 0 0 0.100200400801603 0 0.111607142857143 0 0 0 0 0 0 0 0 0.107642626480086 0.13869625520111 0.137174211248285 0 0 0 0 0 0.128700128700129 0 0.135135135135135 0 0.123152709359606 0 0 0 0 0 0 0 0 0 0
"рай" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0.140056022408964 0 0.133333333333333 0 0 0 0 0 0 0 0 0 0.140845070422535 0 0 0 0 0 0 0 0 0 0 0 0.12970168612192 0.135135135135135 0 0.123152709359606 0 0 0.133333333333333 0 0.126742712294043 0 0.0989119683481701 0 0 0
"реветь" 0 0 0 0 0.108225108225108 0 0 0.10752688172043 0 0 0.156985871271586 0 0 0.130208333333333 0.133333333333333 0 0 0 0 0 0.140252454417952 0 0 0 0.140845070422535 0 0 0.107642626480086 0 0 0 0 0 0 0 0.128700128700129 0 0 0 0.123152709359606 0 0 0 0 0 0 0 0 0 0
"редко" 0 0 0 0 0 0 0 0.10752688172043 0 0.10989010989011 0 0.229357798165138 0.280112044817927 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0 0 0 0 0 0.140845070422535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"родимый" 0 0.125786163522013 0.118623962040332 0 0.108225108225108 0 0 0 0 0 0 0 0 0.130208333333333 0 0.119189511323004 0 0.117924528301887 0 0.138888888888889 0 0 0 0 0 0 0.247524752475248 0 0 0 0 0 0 0 0.107991360691145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"сверкать" 0 0 0 0.209205020920502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140252454417952 0 0 0 0 0 0 0 0 0.137174211248285 0.100200400801603 0 0 0.108813928182807 0 0 0 0 0 0 0 0.133689839572193 0 0.124843945068664 0 0 0 0 0.0909918107370337 0.0902527075812274
"свидетель" 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0.103092783505155 0 0.107991360691145 0.257400257400257 0 0 0 0 0 0 0 0 0 0.185356811862836 0.0989119683481701 0.111234705228031 0 0
"свобода" 0 0.125786163522013 0 0 0 0 0 0 0 0 0 0 0 0 0.266666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137174211248285 0.100200400801603 0.102145045965271 0.103092783505155 0.108813928182807 0 0 0 0 0 0 0 0 0 0 0 0.092678405931418 0 0.111234705228031 0 0
"сени" 0 0 0.118623962040332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121951219512195 0 0 0 0 0 0 0 0.100200400801603 0 0.103092783505155 0 0.107991360691145 0 0 0.27027027027027 0.120048019207683 0.123152709359606 0 0 0 0 0 0 0 0 0.0909918107370337 0
"сестра" 0.352941176470588 0 0.237247924080664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140252454417952 0 0 0 0 0 0.247524752475248 0 0 0 0 0 0.103092783505155 0 0 0 0 0 0 0 0 0 0 0 0.126742712294043 0 0 0 0 0
"скрываться" 0 0 0 0 0 0.105485232067511 0 0.10752688172043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121951219512195 0.130890052356021 0 0 0.123762376237624 0 0 0 0 0 0 0.108813928182807 0 0.128700128700129 0 0 0 0 0 0 0 0 0 0.092678405931418 0.0989119683481701 0.111234705228031 0 0
"сладко" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0 0.280112044817927 0 0 0 0 0 0.111607142857143 0.138888888888889 0 0.113507377979569 0 0 0 0 0 0 0 0.137174211248285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0989119683481701 0.111234705228031 0.0909918107370337 0
"сладостный" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0 0.140252454417952 0 0 0 0 0 0 0 0.13869625520111 0 0 0 0.103092783505155 0 0 0 0 0 0 0 0 0 0 0 0.126742712294043 0 0 0 0.181983621474067 0
"смело" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0.200400801603206 0 0.223214285714286 0.138888888888889 0 0 0 0.261780104712042 0.140845070422535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909918107370337 0
"смиренный" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0 0.130208333333333 0.133333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0.103092783505155 0 0.215982721382289 0 0 0 0 0 0 0 0 0 0 0.185356811862836 0.0989119683481701 0 0 0
"сражать" 0 0 0.118623962040332 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.280504908835905 0 0.121951219512195 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27027027027027 0 0 0 0 0 0 0 0 0.0989119683481701 0 0 0.0902527075812274
"стена" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130208333333333 0 0 0 0 0 0 0 0 0 0.523560209424084 0.422535211267606 0 0 0 0 0 0 0 0.103092783505155 0.108813928182807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"страшно" 0.117647058823529 0 0 0.209205020920502 0 0 0 0 0 0 0 0 0 0.130208333333333 0.133333333333333 0 0.100200400801603 0.117924528301887 0.111607142857143 0 0 0 0 0 0 0 0 0.107642626480086 0 0 0 0 0 0 0 0 0 0 0.120048019207683 0 0 0 0 0 0 0 0 0 0 0
"тело" 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0 0 0.113507377979569 0 0.130890052356021 0 0 0.123762376237624 0.107642626480086 0 0 0 0 0 0 0 0 0 0 0.120048019207683 0 0 0 0 0 0.126742712294043 0 0 0 0 0
"труп" 0 0.50314465408805 0 0.209205020920502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113507377979569 0 0.130890052356021 0 0 0 0 0 0 0 0 0.206185567010309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"удалой" 0 0 0 0 0.108225108225108 0.105485232067511 0.110987791342952 0 0.117647058823529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140845070422535 0 0 0 0 0 0 0.102145045965271 0 0 0.107991360691145 0 0 0 0 0 0.118203309692671 0 0.133333333333333 0.124843945068664 0 0 0 0 0 0
"умолкать" 0 0.125786163522013 0 0.209205020920502 0 0 0 0.10752688172043 0 0.10989010989011 0 0 0 0 0 0.119189511323004 0 0 0 0.138888888888889 0 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12970168612192 0 0.120048019207683 0 0 0 0 0 0 0 0 0 0 0
"уснуть" 0 0 0 0 0.108225108225108 0 0 0 0 0 0 0.114678899082569 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0.138888888888889 0 0.113507377979569 0.24390243902439 0 0 0 0 0 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"успевать" 0 0 0 0 0 0.105485232067511 0.110987791342952 0.10752688172043 0.235294117647059 0 0 0 0 0 0 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0 0.100200400801603 0 0.103092783505155 0 0 0 0 0 0.120048019207683 0 0 0 0 0 0.126742712294043 0 0 0 0 0
"царство" 0 0 0 0 0 0 0 0 0 0 0 0 0.140056022408964 0 0 0.119189511323004 0 0 0 0.138888888888889 0.140252454417952 0 0.121951219512195 0 0 0 0.123762376237624 0 0 0 0 0 0 0.108813928182807 0.107991360691145 0 0 0 0 0 0 0 0 0 0 0.092678405931418 0 0.111234705228031 0 0
"целый" 0 0 0 0 0 0 0.110987791342952 0.21505376344086 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0.137174211248285 0 0 0 0 0 0 0 0 0.120048019207683 0 0 0 0 0 0 0.092678405931418 0 0 0 0.270758122743682
"цель" 0 0 0 0 0.108225108225108 0 0 0 0.117647058823529 0 0 0 0 0.130208333333333 0 0 0 0 0 0 0.140252454417952 0.113507377979569 0 0 0 0 0 0 0 0 0 0.102145045965271 0 0.217627856365615 0 0 0 0 0 0 0 0 0 0.124843945068664 0.126742712294043 0 0 0 0 0
"цепь" 0 0 0.118623962040332 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0.111607142857143 0 0 0.113507377979569 0 0 0 0 0 0.107642626480086 0 0 0 0 0 0 0 0 0.12970168612192 0 0 0 0 0.133689839572193 0 0 0 0.092678405931418 0 0.222469410456062 0 0
"шаг" 0 0 0 0 0 0 0 0.10752688172043 0.235294117647059 0 0.156985871271586 0 0 0 0 0 0.100200400801603 0 0.111607142857143 0 0.140252454417952 0 0 0 0 0 0.123762376237624 0 0 0 0 0 0 0 0 0.128700128700129 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0902527075812274
"эфирный" 0 0 0.118623962040332 0 0 0 0 0 0 0 0.156985871271586 0.114678899082569 0 0 0.266666666666667 0 0 0 0 0 0 0.113507377979569 0 0.130890052356021 0 0 0 0 0 0 0 0 0 0 0 0 0.12970168612192 0 0 0.123152709359606 0 0 0 0 0 0 0 0 0.0909918107370337 0
"баять" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.322927879440258 0 0.823045267489712 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"безвестный" 0 0 0 0 0 0.105485232067511 0.110987791342952 0.10752688172043 0.117647058823529 0 0.156985871271586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107642626480086 0 0 0.100200400801603 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909918107370337 0
"безмолвный" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0 0 0 0.133333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0.107642626480086 0 0 0 0 0 0 0.107991360691145 0 0 0 0 0 0 0 0.133333333333333 0 0 0.092678405931418 0.19782393669634 0 0.0909918107370337 0
"бессмертие" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111607142857143 0.138888888888889 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0.102145045965271 0 0 0 0 0.12970168612192 0.135135135135135 0.120048019207683 0 0 0 0.133333333333333 0.124843945068664 0 0 0 0 0 0
"бессмертный" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113507377979569 0 0.130890052356021 0.140845070422535 0 0 0 0 0 0.100200400801603 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0.124843945068664 0.126742712294043 0 0.0989119683481701 0 0 0
"близко" 0 0 0 0.209205020920502 0 0 0 0.21505376344086 0.235294117647059 0 0.156985871271586 0 0 0 0 0 0 0 0 0 0.280504908835905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"больше" 0 0.125786163522013 0 0 0.108225108225108 0 0 0 0.117647058823529 0 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0.138888888888889 0 0 0 0 0 0.136986301369863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111234705228031 0 0
"величие" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.200400801603206 0 0.103092783505155 0.108813928182807 0 0 0 0 0 0 0 0 0 0 0 0.185356811862836 0.29673590504451 0 0 0
"видение" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128700128700129 0 0 0 0 0 0 0.133333333333333 0.124843945068664 0.380228136882129 0 0.29673590504451 0 0 0
"виться" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.261780104712042 0.28169014084507 0.136986301369863 0 0.107642626480086 0 0 0.100200400801603 0.102145045965271 0 0 0 0 0 0 0 0.123152709359606 0 0 0 0 0 0 0 0 0 0
"власть" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0 0 0 0.133333333333333 0 0 0.117924528301887 0 0.138888888888889 0 0 0 0 0.140845070422535 0 0 0 0 0 0.100200400801603 0.102145045965271 0 0 0 0 0 0 0 0 0.118203309692671 0 0.133333333333333 0 0 0 0 0 0 0
"влечь" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.117924528301887 0 0.138888888888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.135135135135135 0.120048019207683 0 0 0 0 0 0 0.185356811862836 0.19782393669634 0 0 0.0902527075812274
"вождь" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140252454417952 0 0 0.261780104712042 0 0 0 0 0 0 0 0 0.309278350515464 0 0.215982721382289 0 0 0 0 0 0 0 0 0 0 0 0.0989119683481701 0 0 0
"возвращать" 0 0 0 0 0 0.210970464135021 0 0 0 0.21978021978022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108813928182807 0 0.128700128700129 0.12970168612192 0 0 0.123152709359606 0 0 0 0 0 0 0 0.111234705228031 0 0
"вонзать" 0 0 0 0.104602510460251 0 0.210970464135021 0.221975582685905 0.10752688172043 0 0.10989010989011 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130890052356021 0 0 0 0 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ворота" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0.140056022408964 0 0 0 0.200400801603206 0 0.223214285714286 0 0 0 0 0 0 0 0.123762376237624 0 0 0.137174211248285 0 0 0 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0
"воскресать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.200400801603206 0 0.103092783505155 0 0.215982721382289 0 0.12970168612192 0 0 0 0 0 0 0 0 0 0.19782393669634 0.111234705228031 0 0
"вотще" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092678405931418 0.19782393669634 0.444938820912125 0 0.180505415162455
"глубина" 0 0 0 0 0 0 0 0 0 0 0 0.229357798165138 0 0 0.266666666666667 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0 0 0 0 0 0.107991360691145 0 0 0 0 0 0.118203309692671 0.133689839572193 0 0.124843945068664 0 0 0 0 0 0
"грясти" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0 0 0.266666666666667 0 0 0 0 0 0.420757363253857 0 0.121951219512195 0 0 0 0 0 0 0 0 0 0 0 0.215982721382289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"двор" 0.117647058823529 0 0.118623962040332 0 0 0.210970464135021 0.221975582685905 0 0.117647058823529 0 0.156985871271586 0 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"должно" 0 0 0 0.104602510460251 0 0 0 0.10752688172043 0.117647058823529 0 0 0 0 0 0 0 0 0.117924528301887 0 0.138888888888889 0 0 0 0.130890052356021 0 0 0 0 0 0 0.100200400801603 0 0.103092783505155 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0
"жар" 0 0 0 0 0 0 0.110987791342952 0.10752688172043 0 0.10989010989011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.247524752475248 0.107642626480086 0.13869625520111 0 0 0 0.103092783505155 0.108813928182807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"жребий" 0 0.251572327044025 0 0 0 0.105485232067511 0.110987791342952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0 0 0 0.206185567010309 0.108813928182807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909918107370337 0
"заветный" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0.114678899082569 0.140056022408964 0 0 0 0.100200400801603 0 0.111607142857143 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0 0.217627856365615 0 0 0 0 0 0 0 0.133689839572193 0 0 0 0 0 0 0 0
"звон" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0.206185567010309 0.108813928182807 0.107991360691145 0 0 0 0.120048019207683 0 0 0 0 0.124843945068664 0 0 0 0 0 0
"искусство" 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0 0 0 0 0 0.117924528301887 0 0.138888888888889 0 0.113507377979569 0 0.130890052356021 0.140845070422535 0 0 0 0 0 0 0.102145045965271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909918107370337 0.0902527075812274
"касаться" 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0.130208333333333 0 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0.137174211248285 0 0 0 0 0 0 0 0.135135135135135 0 0 0.236406619385343 0.133689839572193 0.133333333333333 0 0 0 0 0 0 0
"кинжал" 0 0.251572327044025 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0.111607142857143 0 0 0 0 0 0 0.136986301369863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.253485424588086 0 0 0 0 0
"клеветник" 0 0 0 0 0 0.316455696202532 0.332963374028857 0.32258064516129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"крутой" 0.117647058823529 0 0 0 0 0 0.110987791342952 0 0 0.10989010989011 0 0 0 0 0 0 0 0 0 0 0 0 0.121951219512195 0 0 0 0.123762376237624 0.107642626480086 0 0 0 0 0 0 0 0 0 0 0.240096038415366 0 0 0 0 0 0 0 0 0 0.0909918107370337 0
"лампада" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140845070422535 0 0 0 0 0 0 0 0 0 0 0.257400257400257 0.259403372243839 0 0 0 0.118203309692671 0 0 0 0 0 0.0989119683481701 0.222469410456062 0 0
"милая" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0 0.138888888888889 0 0.454029511918275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092678405931418 0 0.111234705228031 0 0
"младенец" 0 0 0 0.209205020920502 0 0 0 0 0 0 0 0.344036697247706 0 0 0 0 0 0 0 0 0 0 0 0 0 0.136986301369863 0 0.107642626480086 0 0 0.100200400801603 0 0.103092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"младость" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0 0.140056022408964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.107991360691145 0.128700128700129 0 0.27027027027027 0 0.123152709359606 0 0 0 0 0 0 0.0989119683481701 0.111234705228031 0 0
"молиться" 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0.114678899082569 0.140056022408964 0.260416666666667 0 0 0 0 0 0 0 0.113507377979569 0 0 0 0 0 0 0 0.137174211248285 0.100200400801603 0 0.103092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"молчание" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0.111607142857143 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0 0 0.215982721382289 0 0 0.135135135135135 0 0.123152709359606 0 0 0.133333333333333 0 0 0 0 0 0 0.0902527075812274
"мятежный" 0 0 0 0 0 0.105485232067511 0 0 0 0 0 0 0.140056022408964 0 0 0 0 0 0 0.138888888888889 0 0 0 0 0.140845070422535 0 0 0 0 0 0 0 0 0.108813928182807 0 0 0 0 0 0 0.118203309692671 0 0.133333333333333 0 0.126742712294043 0 0 0 0.0909918107370337 0
"навсегда" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 0 0 0 0 0 0.227014755959137 0 0 0 0.273972602739726 0.123762376237624 0 0 0 0 0 0 0 0.107991360691145 0 0 0 0 0 0.118203309692671 0 0 0.124843945068664 0 0 0 0 0 0
"награда" 0.352941176470588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0 0 0 0 0 0 0 0 0.118203309692671 0 0.133333333333333 0.124843945068664 0 0.092678405931418 0 0 0 0.0902527075812274
"невеста" 0 0 0.118623962040332 0 0 0 0 0 0 0 0 0 0 0 0 0 0.400801603206413 0 0.446428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"незримый" 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0.111607142857143 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0 0 0.107991360691145 0 0 0.135135135135135 0.120048019207683 0 0 0 0 0 0 0 0.0989119683481701 0 0 0.0902527075812274
"нельзя" 0 0 0 0 0 0 0 0 0 0.10989010989011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13869625520111 0 0 0.306435137895812 0 0 0.323974082073434 0 0 0 0 0 0 0 0 0 0 0 0.0989119683481701 0 0 0
"ничто" 0 0.125786163522013 0 0 0 0 0.110987791342952 0 0 0 0.156985871271586 0.114678899082569 0 0 0.133333333333333 0 0 0 0 0 0 0 0 0 0 0.136986301369863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092678405931418 0.0989119683481701 0 0 0.0902527075812274
"одежда" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.119189511323004 0.100200400801603 0.117924528301887 0 0 0 0 0 0 0 0.136986301369863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118203309692671 0 0.133333333333333 0 0.126742712294043 0 0 0 0 0.180505415162455
"первый" 0 0 0 0.104602510460251 0 0.105485232067511 0.110987791342952 0.10752688172043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121951219512195 0 0 0 0.123762376237624 0 0 0 0 0 0 0 0 0 0 0 0 0.123152709359606 0.236406619385343 0 0 0 0 0 0 0 0 0
"пленять" 0 0 0 0 0 0 0 0 0 0 0.156985871271586 0 0 0 0.133333333333333 0 0 0 0 0 0.140252454417952 0 0 0 0 0 0 0.107642626480086 0 0 0 0 0 0 0.107991360691145 0 0 0 0.120048019207683 0.123152709359606 0 0 0 0 0 0.092678405931418 0.0989119683481701 0 0 0
"после" 0.117647058823529 0 0.118623962040332 0 0 0 0.110987791342952 0 0.117647058823529 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24390243902439 0 0 0.136986301369863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092678405931418 0 0 0 0.0902527075812274
"пропадать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100200400801603 0 0.111607142857143 0 0 0 0 0 0 0.136986301369863 0 0 0 0 0.100200400801603 0 0 0.108813928182807 0.107991360691145 0.257400257400257 0 0 0.120048019207683 0 0 0 0 0 0 0 0 0 0 0
"рад" 0.352941176470588 0.125786163522013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.123762376237624 0.107642626480086 0.13869625520111 0.137174211248285 0 0 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 0 0 0 0 0 0
