"баллада_1" "баллада_2" "баллада_3" "баллада_4" "баллада_5" "басня_1" "басня_2" "басня_3" "басня_4" "басня_5" "дума_1" "дума_2" "дума_3" "дума_4" "дума_5" "мелодия_1" "мелодия_2" "мелодия_3" "мелодия_4" "мелодия_5" "песнь_1" "песнь_2" "песнь_3" "песнь_4" "песнь_5" "песня_1" "песня_2" "песня_3" "песня_4" "песня_5" "послание_1" "послание_2" "послание_3" "послание_4" "послание_5" "романс_1" "романс_2" "романс_3" "романс_4" "романс_5" "сонет_1" "сонет_2" "сонет_3" "сонет_4" "сонет_5" "элегия_1" "элегия_2" "элегия_3" "элегия_4" "элегия_5"
"о" 0.705882352941177 1.13207547169811 0.593119810201661 0.313807531380753 0.974025974025974 0.421940928270042 0.443951165371809 0.21505376344086 0.352941176470588 0.32967032967033 0.313971742543171 0.114678899082569 0 0.260416666666667 0 0.119189511323004 0.200400801603206 0.589622641509434 0.446428571428571 0.694444444444444 0.280504908835905 0.454029511918275 0.609756097560976 0.523560209424084 0.140845070422535 1.64383561643836 0.123762376237624 0.107642626480086 0 0.137174211248285 1.00200400801603 0.919305413687436 0.927835051546392 0.761697497279652 0.323974082073434 0.772200772200772 1.03761348897536 0.27027027027027 0.720288115246098 0.61576354679803 0 0.133689839572193 0.266666666666667 0 0.126742712294043 1.0194624652456 0.494559841740851 0.778642936596218 0.272975432211101 0.36101083032491
"сердце" 0.117647058823529 0.125786163522013 0.711743772241993 0.313807531380753 0.432900432900433 0 0 0 0 0.10989010989011 0.784929356357928 0 1.26050420168067 0.130208333333333 0.933333333333333 1.07270560190703 0.601202404809619 0.943396226415094 0.78125 1.11111111111111 0.841514726507714 0.113507377979569 0.365853658536585 0.130890052356021 0.140845070422535 0.821917808219178 0.247524752475248 0.322927879440258 0.554785020804438 0.411522633744856 0.501002004008016 0.306435137895812 0.103092783505155 0.326441784548422 0.539956803455723 0.257400257400257 1.03761348897536 1.08108108108108 0.480192076830732 0.862068965517241 0.591016548463357 0.668449197860963 0.666666666666667 0.249687890137328 0.506970849176172 0.185356811862836 0.593471810089021 0.333704115684093 0.363967242948135 0.36101083032491
"по" 0.588235294117647 0.50314465408805 0.118623962040332 0.523012552301255 0.216450216450216 0.738396624472574 0.332963374028857 0.645161290322581 1.05882352941176 0.54945054945055 0.941915227629513 0 0.840336134453782 0 0.4 0.953516090584029 0.801603206412826 0.589622641509434 0.669642857142857 0.694444444444444 0.280504908835905 0.340522133938706 0.121951219512195 0.130890052356021 0.140845070422535 0.547945205479452 1.23762376237624 0.861141011840689 0.693481276005548 0.411522633744856 0.100200400801603 0.306435137895812 0.618556701030928 0.326441784548422 0 0.257400257400257 0.389105058365759 0.27027027027027 0.120048019207683 0.123152709359606 0.709219858156028 0.668449197860963 0.533333333333333 0.249687890137328 0.126742712294043 0.370713623725672 0.19782393669634 0.333704115684093 0 0.541516245487365
"весь" 0.588235294117647 0.628930817610063 0.355871886120996 0.209205020920502 0.324675324675325 0.105485232067511 0.554938956714761 0.10752688172043 0.470588235294118 0.21978021978022 0.784929356357928 0.573394495412844 0.140056022408964 0.130208333333333 0.266666666666667 0.357568533969011 0.200400801603206 0.235849056603774 0.111607142857143 0.277777777777778 0.280504908835905 0.567536889897843 0.48780487804878 0.130890052356021 0.140845070422535 0.547945205479452 0.742574257425743 0.107642626480086 0.693481276005548 0.548696844993141 0.701402805611222 0.510725229826353 0.412371134020619 0.43525571273123 0.647948164146868 0 0.389105058365759 0.27027027027027 0.120048019207683 0.369458128078818 0.118203309692671 0.267379679144385 0.666666666666667 0.249687890137328 0.506970849176172 0.556070435588508 0.791295746785361 0.333704115684093 0.181983621474067 1.08303249097473
"тот" 0.117647058823529 0.377358490566038 0.474495848161329 0.313807531380753 0.216450216450216 0.316455696202532 0.221975582685905 0.752688172043011 0.470588235294118 0.989010989010989 1.25588697017268 0.114678899082569 0.280112044817927 0 0.133333333333333 0.715137067938021 0.200400801603206 0.589622641509434 0.558035714285714 0.694444444444444 0.280504908835905 0 0.121951219512195 0 0.140845070422535 0.684931506849315 0.371287128712871 0.430570505920344 0.693481276005548 0.548696844993141 0.200400801603206 0.204290091930541 0.103092783505155 0.108813928182807 0.215982721382289 0.386100386100386 0.648508430609598 0.135135135135135 0.960384153661465 0.369458128078818 0.591016548463357 0.401069518716578 0.4 0.499375780274657 0.633713561470216 0.278035217794254 0.494559841740851 0.556173526140156 0.181983621474067 0.451263537906137
"то" 0.352941176470588 0.125786163522013 0.711743772241993 0.941422594142259 0.432900432900433 0.632911392405063 0.554938956714761 0.53763440860215 0.705882352941177 0.659340659340659 0.156985871271586 0.344036697247706 0.280112044817927 0.520833333333333 0.4 0.595947556615018 0.100200400801603 0.35377358490566 0.334821428571429 0.555555555555556 0.140252454417952 0.340522133938706 0 0.261780104712042 0.140845070422535 0.958904109589041 0.247524752475248 0.538213132400431 0.693481276005548 0.685871056241427 0.400801603206413 0.919305413687436 0.515463917525773 0.217627856365615 0.215982721382289 0.257400257400257 0.389105058365759 0.27027027027027 0.480192076830732 0 0.236406619385343 0 0 0.124843945068664 0.253485424588086 0.370713623725672 0.19782393669634 0.333704115684093 0 0.270758122743682
"все" 0.470588235294118 0.125786163522013 0.118623962040332 0.836820083682008 0.541125541125541 0.105485232067511 0.221975582685905 0.21505376344086 0.705882352941177 0.659340659340659 0.627943485086342 0.458715596330275 0.560224089635854 0 0.266666666666667 0.357568533969011 0.30060120240481 0.471698113207547 0.111607142857143 0.138888888888889 0.841514726507714 0.227014755959137 0.853658536585366 0.261780104712042 0 0.136986301369863 0.247524752475248 0.430570505920344 0.13869625520111 0.685871056241427 0.400801603206413 0.510725229826353 0.206185567010309 0.326441784548422 0.431965442764579 0.643500643500644 0.12970168612192 0.27027027027027 0.240096038415366 0.246305418719212 0 0 0.4 0.124843945068664 0.506970849176172 0.556070435588508 0.989119683481701 0.444938820912125 0.0909918107370337 0.541516245487365
"где" 0 0 0 0.732217573221757 0.108225108225108 0.527426160337553 0.110987791342952 0 0 0.32967032967033 0.313971742543171 0.573394495412844 0.420168067226891 0.520833333333333 0.266666666666667 0.238379022646007 0.701402805611222 0.471698113207547 0.78125 0.555555555555556 0.420757363253857 0.567536889897843 0.48780487804878 0.130890052356021 0.563380281690141 0.273972602739726 0 0 0.277392510402219 0.137174211248285 0.100200400801603 0.306435137895812 0 0.43525571273123 0.215982721382289 0.514800514800515 0.12970168612192 0.675675675675676 0.840336134453782 0.246305418719212 0.354609929078014 0.267379679144385 0.266666666666667 0.124843945068664 0 1.0194624652456 0.593471810089021 1.00111234705228 0.272975432211101 0.902527075812274
"друг" 0.235294117647059 0.125786163522013 0.474495848161329 0.313807531380753 0.865800865800866 0.527426160337553 0.554938956714761 0.10752688172043 0.588235294117647 0.43956043956044 0 0 0 0.130208333333333 0.133333333333333 0.119189511323004 0.100200400801603 0.707547169811321 0 0.694444444444444 0.280504908835905 0.454029511918275 0.24390243902439 0.523560209424084 0.140845070422535 0.273972602739726 0.618811881188119 0.107642626480086 0.277392510402219 0.137174211248285 0.701402805611222 0.510725229826353 0.515463917525773 0.217627856365615 1.07991360691145 0.257400257400257 0.907911802853437 0.135135135135135 0.600240096038415 1.35467980295567 0 0.267379679144385 0.533333333333333 0 0.126742712294043 0.46339202965709 0.19782393669634 0.333704115684093 0.181983621474067 0.270758122743682
"от" 0.352941176470588 0 0.237247924080664 0.104602510460251 0.108225108225108 0.210970464135021 0.443951165371809 0.53763440860215 0.470588235294118 0.43956043956044 0.470957613814757 0.344036697247706 0.560224089635854 0.260416666666667 0.4 0.476758045292014 0.801603206412826 0.235849056603774 0.558035714285714 0.416666666666667 0.140252454417952 0.227014755959137 0.48780487804878 0.130890052356021 0.563380281690141 0.273972602739726 0.123762376237624 0.215285252960172 0.416088765603329 0.274348422496571 0.30060120240481 0.102145045965271 0.309278350515464 0.326441784548422 0.107991360691145 0.257400257400257 0.259403372243839 0.540540540540541 0.120048019207683 0.369458128078818 0.591016548463357 0.267379679144385 0 0.249687890137328 0.633713561470216 0.46339202965709 0.692383778437191 0.556173526140156 0.545950864422202 0.270758122743682
"жизнь" 0 0.125786163522013 0.355871886120996 0 0.432900432900433 0.210970464135021 0.110987791342952 0 0.117647058823529 0.32967032967033 0.156985871271586 0.573394495412844 0.420168067226891 0.390625 0.266666666666667 0.357568533969011 0.200400801603206 0.471698113207547 0.223214285714286 0.416666666666667 0.420757363253857 0 0.24390243902439 0.523560209424084 0.140845070422535 0.410958904109589 0.247524752475248 0 0.13869625520111 0 0.400801603206413 0.612870275791624 0.103092783505155 0.761697497279652 0.539956803455723 0.386100386100386 0.778210116731518 0.675675675675676 0.600240096038415 0.492610837438424 0.118203309692671 0.401069518716578 0.133333333333333 0.249687890137328 0.380228136882129 0.46339202965709 0.989119683481701 0.556173526140156 0.272975432211101 0.631768953068592
"за" 0.470588235294118 0.251572327044025 0.593119810201661 0.418410041841004 0.649350649350649 0.316455696202532 0.776914539400666 0 0.235294117647059 0 0.627943485086342 0 0 0.130208333333333 0.133333333333333 0 0.100200400801603 0.235849056603774 0.223214285714286 0.416666666666667 0.420757363253857 0.454029511918275 0.24390243902439 0.130890052356021 0.563380281690141 0.821917808219178 0.618811881188119 0.322927879440258 0 0.274348422496571 0.400801603206413 0.612870275791624 0.412371134020619 0.217627856365615 0.647948164146868 0.643500643500644 0.259403372243839 0.405405405405405 0.480192076830732 0.369458128078818 0.236406619385343 0.133689839572193 0.4 0.249687890137328 0.126742712294043 0.648748841519926 0.19782393669634 0.222469410456062 0.454959053685168 0.270758122743682
"любовь" 0 0.377358490566038 0.237247924080664 0.418410041841004 0.216450216450216 0 0 0 0 0 0 0.229357798165138 0 0.651041666666667 0.133333333333333 0 0.701402805611222 0.117924528301887 0.78125 0.555555555555556 0 0.113507377979569 0.365853658536585 0.392670157068063 0.140845070422535 0.410958904109589 0.247524752475248 0.430570505920344 0 0.137174211248285 0.601202404809619 0.715015321756895 0 0.108813928182807 0.323974082073434 0.128700128700129 1.16731517509728 0.27027027027027 1.08043217286915 1.72413793103448 0.591016548463357 0 0 0.374531835205993 0.380228136882129 0.370713623725672 0.19782393669634 0.333704115684093 0.454959053685168 0.270758122743682
"вы" 0 0.125786163522013 0 0.209205020920502 0.108225108225108 0.316455696202532 0.332963374028857 0 0.352941176470588 0.54945054945055 0 0 0 0 0 0.119189511323004 0 0.117924528301887 0 0.138888888888889 0.561009817671809 0.227014755959137 0 0 0.28169014084507 0.821917808219178 0.123762376237624 0.645855758880517 0.416088765603329 0.274348422496571 0.501002004008016 0.715015321756895 1.1340206185567 1.19695321001088 1.07991360691145 0 1.68612191958495 0 0 0 0 0 0 0.998751560549313 0.126742712294043 0.556070435588508 0 0.667408231368187 0.363967242948135 0.180505415162455
