"","id","id_st","text","meter"
"1008","P_123","P_123_1","""Я сно'ва просну'лся, я сно'ва лечу'
На встре'чу глухо'му, надме'нному, ми'ру.
И ме'риться си'лой с гига'нтом хочу',
Иль жечь фи'миам, и несть же'ртвы куми'ру!
Я сно'ва ваш, лю'ди. Терза'йте меня'!..
Заку'йте в объя'тья, засы'пьте цвета'ми ,
Язви'те и по'йте ; и да'йте огня' ,
И се'рдце пили'те златы'ми пи'лами.
На се'вере — со'лнце, на ю'ге — заря' :
И се'вер и юг удивля'ются о'ба....
От сна пробуди'лось кла'дбище - душа' ,
И се'рдце - отше'льник восста'ло из гро'ба:
Вдруг в сто'рону — са'ван, в моги'лу — вене'ц!
Вот пе'рси оде'лись, как тка'нью, крыла'ми ;
Вот о'чи зажгли'сь, и ю'ный мертве'ц
Сзыва'ет на пра'здник все гробы' с гостя'ми,
Чу! гря'нуло э'хо... И бу'рной волно'й,
Кружа'сь верени'цей, слета'ют жела'нья,
И вью'тся в весе'льи над чёрной землёй ,
И маня'т на зе'млю былы'е страда'нья.
Чу! о'стовы ржа'вых, усо'пших страсте'й,
Стуча' и звеня' торопли'во костя'ми ,
Стряха'ют ярмо' подмоги'льных цепе'й,
И ря'дятся в те'ло с ве'нкамп - кудря'ми...
Ко мне, наслажде'нья ! Сюда', хорово'д
Восто'ргов, наде'жд, обветша'лых мечта'ний !
Просну'лся влады'ка : ко мне мой наро'д!
О дру'ги, о бра'тья, лобза'ний ! лобза'ний...
Так ста'рец масти'стый во сне лепета'л
При бле'ске зарни'цы, пад се'нью по'лночи.
""Я сно'ва просну'лся!"" безу'мный мечта'л;
А сон лишь смежи'л утомлённые о'чи.
","amphibrach"
"1009","P_1232","P_1232_1","И он поэ'т, ― о, да! ― и он поэ'т,
Мой чу'дный солове'й, мой пе'сенник уны'лый!..
Он лю'бит тишину', и ночь, и лу'нный свет;
Ему' зелёный лес и струй журча'нье ми'лы;
Он в по'лдень, средь толпы', робе'ет и молчи'т,
Он с хо'ром птиц други'х свой го'лос не слива'ет,
С шумя'щим ро'ем их не ре'ет, не па'рит;
В уедине'нии он сам собо'й быва'ет,
И без свиде'телей, для са'мого себя',
Волше'бной пе'снию приве'тствует приро'ду;
Не те'рпит кле'тки он: - в ней ра'йского житья'
Он, го'рдый, не возьмёт за го'рдую свобо'ду;
И то'лько раз в году', весно'й, когда' его'
Любо'вь одушеви'т, пoeт он, сладкогла'сный;
И то'лько чтоб развле'чь грусть се'рдца своего',
В тоске' восто'рженной, он гимн слага'ет стра'стный.
Жизнь се'рдца для него' еди'нственный предме'т
Всех пе'сней пла'менных всех то'мных вдохнове'ний;
Жизнь се'рдца ко'нчится ― в молча'ньи и смире'ньи
Он укрыва'ется... о, да! ― и он поэ'т!..
","iamb"
"1010","P_1233","P_1233_1","
Песнь корми'лицы умо'лкла:
Кто ж подхо'дит к колыбе'ли?
Мать? — Нет, э'то не она'.","anapaest"
"1011","P_1233","P_1233_2","Чей - то таи'нственный о'браз
К ти'хо - спя'щему младе'нцу
Ру'ки бе'лые простёр.","dactyl"
"1012","P_1233","P_1233_3","Бу'дто с а'нгелом в бесе'де
Он лепе'чет — и ру'ченки
Для моли'твы уж сложи'л.","trochee"
"1013","P_1233","P_1233_4","Смо'трит с у'жасом родна'я,
Как праба'бушки дух ти'хий
Игры' с ним во сне ведёт.","trochee"
"1014","P_1233","P_1233_5","Но растёт младе'нец я'сный,
Улыба'ясь расцвета'ет,
Хо'дит сам без помо'чей, —","trochee"
"1015","P_1233","P_1233_6","Он — после'дняя ветвь до'ма!
Сла'вных пра'дедов насле'дник,
Ма'льчик — бу'дущий геро'й!","trochee"
"1016","P_1233","P_1233_7","","anapaest"
"1017","P_1233","P_1233_8","В кня'жеском гербе' блиста'ет,
В па'мять пе'рвой кре'стной ра'ти,
О'браз ца'рственного льва:","trochee"
"1018","P_1233","P_1233_9","Потому', при ю'ном при'нце,
В за'мке ю'ный лев воско'рмлен,
Как това'рищ де'тских игр.","trochee"
"1019","P_1233","P_1233_10","Ма'льчик не'жными перста'ми
Тре'плет льва по гри'ве ёмкой:
Зверь ла'скаяся рычи'т.","trochee"
"1020","P_1233","P_1233_11","И, узды' ше'лковый по'вод
В пасть широ'кую влага'я,
Сме'ло ма'льчик льва запря'г.","trochee"
"1021","P_1233","P_1233_12","Го'рдо пра'вит зве'рем ди'ким,
Кем и це'сарев возни'ца
Пра'вил бле'дный, трепеща'.","dolnik2"
"1022","P_1233","P_1233_13","Веселя'сь, родна'я ви'дит,
Как ребёнок дра'знит зве'ря...
Иногда' даёт сове'т; —","dolnik3"
"1023","P_1233","P_1233_14","А как лев дитя'ти ру'ку
Языко'м горя'щим ли'жет —
Смо'трит мать, и вся дрожи'т!","trochee"
"1024","P_1233","P_1233_15","Не вели'т пуска'ть к той ла'ске...
Вдруг как бу'дто ду'ха слы'шит,
И трепе'щет, и молчи'т, —","trochee"
"1025","P_1233","P_1233_16","И бесси'льно опуска'ет
Длань на льва... сама' в разду'мьи,
Гла'дить с ла'скою ого'","dolnik3"
"1026","P_1233","P_1233_17","","trochee"
"1027","P_1233","P_1233_18","Ма'льчик ю'ношею вы'рос;
Ве'сел он при ви'де ду'ха,
Ве'сед он при зы'ке льва!","trochee"
"1028","P_1233","P_1233_19","И дове'рчивее с те'нью
Говори'т он, чем с роди'мой:
Ча'ще, ча'ще хо'дит тень.","trochee"
"1029","P_1233","P_1233_20","Лев же все за ним влачи'тся,
Смире'н, как ягнёнок се'стрин,
И поко'рнее, чем конь.","trochee"
"1030","P_1233","P_1233_21","Сла'ва - ви'тязей отро'дье !
Пе'ред ли'ком гро'зной сме'рти
Не изме'нится твой лик.","trochee"
"1031","P_1233","P_1233_22","В непроби'вный взде'нешь па'нцирь
Чле'ны те'ла — и пове'сишь
Адама'нтов меч к бедру'.","trochee"
"1032","P_1233","P_1233_23","Не подви'гнутся от мо'лний
Ве'ки глаз твои'х — и гро'мы
Не встря'хнут твои'х власо'в.","trochee"
"1033","P_1233","P_1233_24","","trochee"
"1034","P_1233","P_1233_25","Бле'щет ю'ноша красо'ю,
Блеше'т лев волни'стой гри'вой:
Бра'тья си'лою они'.","dactyl"
"1035","P_1233","P_1233_26","Пе'рвый бой — твоя' побе'да!
Пе'рвый враг — ему' поги'бель!
Пе'рвой де'ве — плен любви'!","dolnik3"
"1036","P_1233","P_1233_27","Ла'стится у ног прекра'сной
Возмужа'лый лев, не сме'я
Тро'гать де'вственной ру'ки.","trochee"
"1037","P_1233","P_1233_28","Тень сама', как дух храни'тель,
Над главо'й её вита'ет
И пасёт её от бед.","dolnik3"
"1038","P_1233","P_1233_29","Я'рый пла'мень, я'рых коне'й,
Я'ры волны' — вся'ку ги'бель
Удаля'ет от не'я.","trochee"
"1039","P_1233","P_1233_30","Раз, в восто'рге упое'нья,
Сча'стлив, по'нят и услы'шан,
Возврати'лся он домо'й...","trochee"
"1040","P_1233","P_1233_31","Вхо'дит... Го'стья тень на встре'чу!
Бы'стро у'жас обня'л ду'шу,
И быстре'е, чем любо'вь.","trochee"
"1041","P_1233","P_1233_32","
Скры'лась сно'ва: лишь зову'щий
Времена'ми слы'шен го'лос,
Но са'мой не ви'дит он.","dolnik2"
"1042","P_1233","P_1233_33","Раз, в но'чи, из колонна'ды
Показа'лась шу'мно — ма'нит
Повели'тельной руко'й.","trochee"
"1043","P_1233","P_1233_34","Ка'жет путь в кла'дбище де'дов, —
И подъе'млется он с ло'жа , —
И пошли' они' чето'й.","trochee"
"1044","P_1233","P_1233_35","Иду'т ря'дом дли'нных сво'дов,
Иду'т меж гробни'ц геро'ев:
Он дрожи'т, молчи'т она'.","dolnik3"
"1045","P_1233","P_1233_36","Пред старе'йшиною мёртвых
Шаг сдержа'ла — и откры'ла
Вну'ку бле'дныя уста':","trochee"
"1046","P_1233","P_1233_37","""Избира'й меж мной и тле'ньем:
Жми сию' истле'вшу ру'ку,
И'ли мне пода'й свою'!""","trochee"
"1047","P_1233","P_1233_38","Ю'ноша отпря'нул, вздро'гнув, —
И истле'вшу де'да ру'ку
Ти'хо заключи'л в свою'.","dolnik3"
"1048","P_1233","P_1233_39","Гне'вным взо'ром тень сверкну'ла:
""Как, ты сме'рти не трепе'щешь,
А пред ду'хом ты дрожи'шь?","trochee"
"1049","P_1233","P_1233_40","Трус! так знай: тепе'рь же лев твой
Ли'жет у неве'сты ру'ку,
И ужь кровь её сосёт...",NA
"1050","P_1233","P_1233_41","Трус!"" — и хла'дною руко'ю
Се'рдца тёплого косну'лась:
Камене'ет жизнь его'...",NA
"1051","P_1233","P_1233_42","Он оста'лся ве'рен мёртвым!
Льви'ный зык вдали' отгряну'л,
Бли'зок матери'нский вопль.
",NA
"1052","P_1234","P_1234_1","Вре'мя, лету'чее вре'мя,
Кто остано'вит, губи'тель, тебя'?
Ты неподку'пно, ты неподвла'стно,
Ве'чный, власти'тельный ге'ний миро'в.
На ни'вах вселе'нной всевла'стной руко'ю,
Ты, су'мрачный, се'ял нача'тки миро'в;
Ми'ры зацвели', понесли'сь пред тобо'ю, -
И ты указа'л им доли'ну гробо'в...
Так ю'ная пре'лесть и сын вдохнове'нья
Блиста'ют и ги'бнут по во'ле твое'й,
Из тёмных моги'л ты ведёшь поколе'нья, -
И па'льма выхо'дит из жёлтых косте'й...
Давно' ли муж века' боро'лся с тобо'ю,
И мир трепета'л при могу'чей борьбе'?..
Но гром прокати'лся над гро'зной главо'ю, -
И в сла'вном и'згнаньи, над мра'чной скало'ю,
Ге'рой покори'лся безмо'лвно тебе'...
","dolnik3"
"1053","P_1235","P_1235_1","От све'тлой ю'ности до су'мрачной моги'лы
Мы же'ртвы сла'бые волне'ний и трево'г;
Мир не дан нам в уде'л, в нас две вражде'бных си'лы,
На тя'жкую борьбу' держа'вно вы'звал Бог.","iamb"
"1054","P_1235","P_1235_2","На тя'жкую борьбу', где ум и се'рдце в спо'ре.
Поро'й в ней се'рдце верх име'ет над умо'м —
(И тут - то пир страстя'м на роково'м просто'ре);
Поро'й холо'дный ум горди'тся торжество'м","iamb"
"1055","P_1235","P_1235_3","Но ум ли, се'рдце ли отпра'зднует побе'ду
И путево'дит нас по жи'зненным стезя'м,
А к сча'стью ве'рного мы не нахо'дим сле'ду —
И тра'тим на'шу жизнь, бродя' по сторона'м.","iamb"
"1056","P_1235","P_1235_4","Мину'той ра'достей, часа'ми огорче'ний
Отме'ривши себе' на до'лю благ и слез,
Мы гру'стно созна'ем, что про'чных наслажде'ний
Ни се'рдце не да'ло, ни ум нам не принёс.","dolnik3"
"1057","P_1235","P_1235_5","Но сча'стье не мечта', оно' для нас возмо'жно:
Оно' в борьбе' ума' и се'рдца. Та'йна в том,
Чтоб се'рдце охлажда'ть рассу'дком осторо'жно,
А ум разогрева'ть его' живы'м огнём.
","iamb"
"1058","P_1236","P_1236_1","Давно', давно' в гря'зи земны'х страсте'й,
Я затопи'л святы'е побужде'нья,
И ре'дко ви'дятся мне све'тлые ви'денья
Дней све'тлых ю'ности мое'й.","iamb"
"1059","P_1236","P_1236_2","Душа' боли'т... Поро'ком и сомне'ньем
Омрачена' святы'ня красоты'.
Я не молю'сь - с расчётом и с презре'ньем
Влача' ярмо' жите'йской суеты'.","iamb"
"1060","P_1236","P_1236_3","Но иногда', в часы' безмо'лвной но'чи,
Было'го при'зраки окре'ст меня' встаю'т,
И а'нгел пе'рвых дней гляди'т мне гру'стно в о'чи,
И го'лос со'вести зовёт меня' на суд.","iamb"
"1061","P_1236","P_1236_4","И, мни'тся, мне святы'ня недосту'пна,
Мои' мольбы' проти'вны небеса'м,
Вся жизнь моя' позо'рна и престу'пна,
Я обречён страда'нью и греха'м.","iamb"
"1062","P_1236","P_1236_5","Там ад грози'т ужа'сною карти'ной,
Здесь со'весть - и'стин ве'чная скрижа'ль, -
И я в слеза'х паду' пред Магдали'ной
И вы'плачу ду'ши мое'й печа'ль!","iamb"
"1063","P_1236","P_1236_6","И оживу'т моли'твы чудно'й си'лой,
В душе' любо'вь, и ве'ра, и поко'й, -
И чист и све'тел, о'браз неземно'й
Гори'т во мгле, - и го'лос ми'лой
Звучи'т отра'дно на'до мной,
Как панихи'да над моги'лой, -
И я мирю'сь и с не'бом, и с землёй!
","iamb"
"1064","P_1237","P_1237_1","Мно'го я цвето'в прекра'сных,
Мно'го чудны'х я камне'й
Потеря'л в поры'вах стра'стных
Бу'рной ю'ности мое'й.
Но ещё мечта'ний пла'мень
Не уга'с в мое'й груди' :
Изумру'д — наде'жды ка'мень,
Ро'за — не'жный цвет любви',
Бле'щут мне красо'й отра'дной,
Ду'шу бе'дную живя'т
И в действи'тельности хла'дной
Обольще'ния суля'т.
Тще'тно те'шась на'до мно'ю
О'пыт изда'ли гляди'т,
Тще'тно дря'хлою руко'ю
Он насме'шливо грози'т:
Тще'тны хи'трые угро'зы —
Ве'ры се'рдца не умру'т!
Не отда'м свое'й я ро'зы,
Не отда'м свой изумру'д.
","trochee"
"1065","P_1238","P_1238_1","Ду'ют ве'тры
Ве'тры бу'йные,
Хо'дят ту'чи,
Ту'чи тёмные;","trochee"
"1066","P_1238","P_1238_2","Не вида'ть в них
Све'та бело'ва,
Не вида'ть в них
Со'лнца Красно'ва.","dolnik3"
"1067","P_1238","P_1238_3","Во сыро'й мгле,
За тума'нами,
Темна' но'чка
Лишь черне'ется.","anapaest"
"1068","P_1238","P_1238_4","В э'ту по'ру
Непого'жую,
Одному' жить
Се'рдцу хо'лодно:","anapaest"
"1069","P_1238","P_1238_5","Грудь другу'ю
Ему' на'добно —
Ого'нь - пла'мя
Кра'сну деви'цу!","dolnik2"
"1070","P_1238","P_1238_6","С ней зимо'ю
Ле'то тёплое;
При бездо'льи —
Го'ре не го'ре...
","dolnik3"
"1071","P_1239","P_1239_1","Сла'ва - Бо'гу, на Парна'се
Нет ни де'нег, ни чино'в!
Я умру' в девя'том кла'ссе,
Убега'я от долго'в!","dolnik3"
"1072","P_1239","P_1239_2","Сла'ва - Бо'гу, на Парна'се
Нет любе'зных, нет друзе'й;
Бобыли'! — а глянь: в расска'зах
Все о дру'ге, да об ней.","trochee"
"1073","P_1239","P_1239_3","Сла'ва - Бо'гу, сла'ва - Бо'гу!
Заблуди'вшись на земле',
Я опя'ть нашёл доро'гу
Предназна'ченную мне.","trochee"
"1074","P_1239","P_1239_4","Сла'ва - Бо'гу! скорбь земну'ю
Я изве'дал! — Я грущу',
Но за грусть мою' святу'ю
Миллио'нов не хочу'.
","trochee"
"1075","P_124","P_124_1","Одна'жды вечере'л прекра'сный ле'тний день,
Дыша'ла не'гою зелёных ро'щей тень, - -
Я там броди'л оди'н, где си'ними во'лнами
От Кунце'вских холмо'в, струя'ся под Фи'лями,
Шуми'т Москва' - река'; и дух пленя'лся мой
Заня'тья се'льского свяще'нной простото'й,
Бога'той жа'твою в души'стом ти'хом по'ле
И пе'снями жнецо'в, счастли'вых в бе'дной до'ле.
Их о'стрые серпы' меж нив везде' блестя'т,
Коло'сья жёлтые под ни'ми вкруг лежа'т;
И, со'браны жнецо'в жёнами молоды'ми,
Они' уж свя'заны снопа'ми золоты'ми;
И труд поле'зный всем, далёкий от трево'г,
Улы'бкою отца' благословля'ет Бог.","iamb"
"1076","P_124","P_124_2","Уж со'лнце гасну'ло, багро'вый блеск броса'я;
На жни'ве ко'нчилась рабо'та полева'я,
Раду'шные жнецы' иду'т уже' домо'й, - -
Оди'н, во цве'те лет, стоя'л пе'редо мной:
Его' жена' мой взор красо'ю удивля'ла;
С младе'нцем ра'достным счастли'вая игра'ла
И в ку'дри тёмные вплета'ла васильки',
Коло'сья жёлтые и а'лые цветки';
А жнец на них смотре'л, и вид его' весёлый
Явля'л, что жар любви' живи'т уде'л тяжёлый;
В отра'дный свой прию'т уже' сбира'лся он.
С кла'дбища се'льского лети'т вече'рний звон!..
И к ти'хим небеса'м взор пы'лкий устреми'лся
Оте'ц и муж, душо'й за ми'лых он моли'лся,
Коле'на преклони'в. Дум на'божных полна',
Младе'нца я'сного взяла' его' жена';
Ручо'нки на груди' кресто'м ему' сложи'ла,
И, мни'лось, благода'ть их свы'ше осени'ла.","iamb"
"1077","P_124","P_124_3","Но дре'млет всё круго'м; сере'бряный тума'н
Таи'нственной луно'й рассы'пан по снопа'м,
Гори'т небе'сный свод нетле'нными звёздами, -
Час та'йный на поля'х, час та'йный над во'лнами.
И я под и'вою сиде'л обворожён,
И ду'мал: в жа'тве той я ви'дел ра'йский сон,
И мно'го с той поры', лет мно'го минова'ло,
Затми'лась жизнь моя', но чу'вство не увя'ло.
Томле'ньем сокрушён, в суро'вой тьме ноче'й,
То по'ле, те жнецы' - - всегда' в душе' мое'й;
И я, лишённый ног, и я, поки'нут зре'ньем, -
Я се'рдцем к ним стремлю'сь, лечу' воображе'ньем,
Моле'нье слы'шу их, и се'льская чета'
Разду'мья моего' люби'мая мечта'.
","iamb"
"1078","P_1240","P_1240_1","Не и'збран ты... отве'ржен ты... но сла'ва
Свои'ми ла'врами осыпа'ла тебя',
В тебе' гони'мого раду'шней полюбя'!..
У ног твои'х лежи'т с бесси'льною отра'вой
Ничто'жной за'висти презре'нная змея'.
И вме'сто голосо'в той па'ртии вражде'бной,
Взаме'н шестна'дцати стропти'вых старико'в,
Весь просвещённый мир при'несть тебе' гото'в
Рукоплеска'ний дань, восто'рга глас хвале'бный.","iamb"
"1079","P_1240","P_1240_2","Но кто ж они', цени'тели иску'сства,
Творе'ний ге'ния верхо'вный суд?.. ― Меж них
Кто в све'те знамени'т?.. Где, где заслу'ги их?
В чем отрази'лися их ум, их вкус, их чу'вство?
Что вы'кажут они' в защи'ту прав свои'х?
Две - три траге'дии снотво'рные, сухи'е,
Да ко'нсульских времён тяжёлые стихи',
Да водеви'льный прах - вот все! Вот их грехи'
Пе'ред поэ'зией, ― трофе'и их былы'е!..","iamb"
"1080","P_1240","P_1240_3","Им мо'жно ли назва'ть тебя' собра'том?
Трудо'м, успе'хами молва' твоя' греми'т,
Тогда' как пра'здность их нема'я ве'чно спит.
Пред мра'ком их имён, пред ту'склым их зака'том
Блестя'щий по'лдень твой светле'е загори'т.
И ты, трепе'щущий отва'гою и си'лой,
Гряду'щим ты бога'т, наде'ждой ты живёшь,
Все да'лее, все вы'ше ты пойдёшь, ―
Тогда' как их уде'л - забве'нье и моги'ла!","iamb"
"1081","P_1240","P_1240_4","Ты отомсти'шь зави'стникам безгла'сным,
Класси'ческим гони'телям свои'м,
Стремле'ньем к тво'рчеству усе'рдным и живы'м,
И вдохнове'нием возвы'шенно - прекра'сным;
Ты но'вым торжество'м себя' напо'мнишь им.
Поэ'т, в рука'х твои'х три сре'дства гро'мкой сла'вы:
Восто'рженная песнь, плени'тельный расска'з,
И дра'ма, ― чей уста'в ты презре'л сто'лько раз,
Раско'ла сме'лый вождь, ерети'к велича'вый!..
","iamb"
"1082","P_1241","P_1241_1","О чем шуми'т сосно'вый лес?
Как в нем сокры'ты ду'мы?
Уже'ль в его' холо'дном ца'рстве
Затаена' жива'я мысль?","iamb"
"1083","P_1241","P_1241_2","Когда' - нибудь его' стихи'я
Рвала'ся зе'млю всю покры'ть,
Но, в сон нево'льно погрузи'вшись,
В одно'м движе'нии стои'т...","amphibrach"
"1084","P_1241","P_1241_3","Коня' скоре'й! как со'кол я'сный,
На нем весь лес я облечу'! —
Везде' глубо'кий сон, шум ве'тра,
И ди'кая краса' угрю'мо спит.","iamb"
"1085","P_1241","P_1241_4","Поро'й, во тьме пусты'нной но'чи,
Былы'х веко'в живы'е те'ни
Из глуби'ны его' выхо'дят
И на люде'й наво'дят страх.","dolnik3"
"1086","P_1241","P_1241_5","С прихо'дом дня, ухо'дят те'ни,
Следо'в их нет; лишь на верши'нах
Оди'н тума'н, да, в тёмной грусти',
Ночь безразсве'тная лежи'т...","iamb"
"1087","P_1241","P_1241_6","Кака'я ж та'йна в ди'ком ле'се
Так безотчётно нас влечёт —
В забве'нье погружа'ет чу'вство
И та'йны но'вые рожда'ет в нем?..","iamb"
"1088","P_1241","P_1241_7","Уже'ли в нем дух ве'чной жи'зни
Так бессозна'тельно живёт,
Что в ца'рстве безотра'дной сме'рти
Своё вели'чье созна'ет?..
","iamb"
"1089","P_1242","P_1242_1","Коня' скоре'е — се'рдце бьётся!
И на коне' помча'лся я.
Ужь ночь на вы'сях гор снуётся,
В объя'тьях ве'чера земля',
И ве'тви дуб распростира'я,
Как исполи'н во мгле сто'ит,
И из - за ли'стьев мгла густа'я
Глаза'ми чёрными гляди'т.","iamb"
"1090","P_1242","P_1242_2","Весь окружённый облака'ми,
Печа'льно ме'сяць вниз смотре'л,
И ве'тер ти'хими крыла'ми
Мне в у'ши жа'лобно свисте'л,
И ста'я при'зраков ходи'ла.
Но чу'вства веселы' мои'!
В мое'й груди' кака'я си'ла!
Како'й ого'нь в мое'й кро'ви!","iamb"
"1091","P_1242","P_1242_3","Тебя' уви'дел я, — лила'ся
С глаз кро'тких ра'дость на меня';
С тобо'й душа' моя' слила'ся,
Тебе' дыха'нье отда'л я.
В весе'ннем, ро'зовом сия'ньи
Твоё лицо'; взор не'жен был...
Я мог жела'ть, изны'ть в жела'ньи,
Но чем я э'то заслужи'л?..","iamb"
"1092","P_1242","P_1242_4","Вот со'лнце... Ах! пора' с ночле'га;
Тесни'т мою' разлу'ка грудь.
В твои'х лобза'ньях — что за не'га!
В твои'х глаза'х — кака'я грусть!
Опу'щен взор, но за гони'мым
Он по'днят вновь — его' следи'т.
Како'е сча'стье быть люби'мым!
Како'е сча'стие люби'ть !
","iamb"
"1093","P_1243","P_1243_1","В Москву' с после'днего ночле'га
Лиха'я тро'йка мчит меня';
Моро'зом ско'вана земля';
По ней, звуча', ка'тит теле'га.
Чего' - то ждет душа' моя'...
Сквозь слез гляжу' на дре'вний град.
Вот он, свиде'тель велича'вый
И ру'сских бед, и ру'сской сла'вы,
И го'рестных мои'х утра'т...
Мои'х утра'т! - Поры'в ропта'ний,
Умо'лкни здесь. Что зна'чу я?..
Скрижа'ль родны'х воспомина'ний
И Ца'рства Ру'сского глава'!
Было'го ле'топись жива'я!
Золотогла'вая Москва'!
Москва'! преде'л мои'х жела'ний!
Где я расцвёл, где я увя'л,
Где наслажда'лся, где страда'л
И где найду' коне'ц страда'ний!
Опя'ть, опя'ть твой ве'чный шум.
И го'вор жи'зни, и движе'нье
Умча'т ду'ши мое'й сомне'нья
И развлеку'т мой пра'здный ум!
Пойду' заду'мчиво броди'ть
Ме'жду забы'тыми гроба'ми,
Пойду' о про'шлом говори'ть
С твои'ми ве'тхими сте'нами.
Пролью' на па'мять пре'жних снов
Две, три сле'зы от всех укра'дкой.
И позабу'дусь до'лго, сла'дко
Под звук твои'х колоколо'в.
","iamb"
"1094","P_1244","P_1244_1","Над доли'ной, по го'ре
Ти'хой ры'сью на коне'
Е'дет ры'царь гру'стный.
""Путь куда' меня' ведёт?
К се'рдцу ль мое'й ми'лой,
В те'миую ль моги'лу?""
Э'хо гор ему' в отве'т:
— В тёмную моги'лу.","dolnik3"
"1095","P_1244","P_1244_2","Е'дет ры'царь да'льше мой
И, пони'кнув голово'й.
Тя'жко он вздыха'ет:
""Хоть в поре' цвету'щих лет
Я гото'в поки'нуть свет,
Да поко'й в моги'ле ль?""
Э'хо гор ему' в отве'т:
— Да, поко'й в моги'ле.","trochee"
"1096","P_1244","P_1244_3","И холо'дная слеза'
Отума'нила глаза'.
По щеке' ка'тится
""Е'сли мне в земле' сыро'й
Суждено' найти' поко'й,
Так скоре'й в моги'лу!""
Го'лос гряну'ль за горо'й:
— Так скоре'й в моги'лу!
","trochee"
"1097","P_1245","P_1245_1","Когда' уга'снет день, и но'чи мрак побе'дной
Лазу'рь небе'сную оде'нет мантье'й звёздной,
Уста'лый от трудо'в и от забо'ты дня,
Молю'сь, во прах главу' смире'нную скло'ня:","iamb"
"1098","P_1245","P_1245_2","""Влады'ко! э'тот одр уже' ль мне гро'бом бу'дет,
И у'тро вновь меня' для жи'зни не возбуди'т?
Стра'шуся твоего' правди'вого суда',
А зла не престаю' твори'ть как завсегда'.
Досто'ин казнь приня'ть и муки' бесконе'чны...
Но милосе'рден Ты, Творе'ц миро'в предве'чный!
Хочу' иль не хочу', спаси', изба'вь меня'
От сме'ртного греха' и ве'чного огня'!
Храни'шь Ты пра'ведных и чи'стого душе'ю;
Но жизнь их — све'тлая заслу'га пред Тобо'ю...
Нет, милосе'рдие на па'дшем мне яви'
И се'рдце гре'шное любо'вью удиви'!
Да, ви'дя то, всяк власть Твою' уразуме'ет,
Да зло'бный враг сете'й мне ста'вить не посме'ет:
И, бла'гостью твое'й неви'димо храни'м.
Рассе'ю ко'зни я враго'в мои'х, как дым.""
","iamb"
"1099","P_1246","P_1246_1","На заре' тума'нной ю'ности
Всей душо'й люби'л я ми'лую;
Был у ней в глаза'х небе'сный свет,
На лице' горе'л любви' ого'нь.","trochee"
"1100","P_1246","P_1246_2","Что пред ней ты, у'тро ма'йское,
Ты, дубра'ва - мать зелёная,
Степь - трава' — парча' шелкова'я,
Заря' - ве'чер, ночь волше'бница!","trochee"
"1101","P_1246","P_1246_3","Хороши' вы — когда' нет её,
Когда' с ва'ми де'лишь грусть свою',
А при ней вас — хоть бы не бы'ло;
С ней зима' — весна', ночь — я'сный день!","anapaest"
"1102","P_1246","P_1246_4","Не забы'ть мне, как в после'дний раз
Я сказа'л ей: ""Прости', ми'лая!
Так, знать, бог веле'л — расста'немся...
Мо'жет быть, опя'ть уви'димся...""","trochee"
"1103","P_1246","P_1246_5","Вмиг огнём лицо' все вспы'хнуло,
Бе'лым сне'гом перекры'лося, —
И, рыда'я, как безу'мная,
На груди' мое'й повисну'ла.","trochee"
"1104","P_1246","P_1246_6","""Не ходи', посто'й! дай вре'мя мне
Задуши'ть грусть, печа'ль вы'плакать,
На тебя'... на ясна' со'кола...""
Заня'лся дух — сло'во за'мерло...
","dolnik2"
"1105","P_1247","P_1247_1","Ночь глаза' мои' скрыва'ла,
Смерть уста' мои' смыка'ла, —
В се'рдце смерть и смерть на лбу:
Я лежа'л в моём гробу'.","trochee"
"1106","P_1247","P_1247_2","До'лго ль спал я, я не зна'ю;
Вдруг просну'лся и внима'ю:
Кто - то в кры'шку гро'ба стук!
Слы'шу не'жной ре'чи звук:","trochee"
"1107","P_1247","P_1247_3","""Что же, Ге'йнрих? Встань, мой ми'лый!
Со'лнце зе'млю озари'ло,
Мёртвых сомн уже' восста'л,
Ве'чный пра'здник их наста'л.""","trochee"
"1108","P_1247","P_1247_4","— Друг мой! Ге'йнрих встать не мо'жет!
Ве'чный день не уничто'жит
Ночь, закры'вшую глаза':
Их давно' сожгла' слеза'.","trochee"
"1109","P_1247","P_1247_5","""Ге'йнрих! Поцелу'ем в о'чи
Отгоню' я су'мрак но'чи,
В бле'ске чи'стой красоты'
А'нгелов уви'дишь ты.""","trochee"
"1110","P_1247","P_1247_6","— Друг мой! Мне не пробуди'ться!
Кровь из се'рдца все струи'тся
С той поры', как твой язы'к
О'стрым сло'вом в грудь прони'к.","trochee"
"1111","P_1247","P_1247_7","""Ге'йнрих! Тёплою руко'ю
Ра'ну се'рдца я закро'ю, —
И струя' прекращена',
Боль в груди' изле'чена.""","dactyl"
"1112","P_1247","P_1247_8","— Друг мой! Ге'йнрих не про'снется!
Кровь из че'репа все льётся;
Пу'лю я в него' всади'л,
Когда' рок нас разлучи'л.","dolnik3"
"1113","P_1247","P_1247_9","""Ге'йнрих! Я мое'й косо'ю
Че'реп ра'неный укро'ю,
Оттесню' наза'д всю кровь, —
Сно'ва бу'дешь ты здоро'в.""","trochee"
"1114","P_1247","P_1247_10","И она' меня' проси'ла
Так усе'рдно и так ми'ло...
Я хоте'л из гро'ба встать,
Дру'га не'жного обня'ть.","trochee"
