"","id","id_st","text","meter"
"4016","P_220","P_220_1","Молода' лета'ми я,
Я поня'тьем не созре'ла,
Пы'лки чу'вства у меня':
Ра'но и'ми закипе'ла
Ре'звой де'вочки душа'!
Жизнь как де'тство хороша',
Я себе' вообрази'ла;
И узна'ть её спеша',
Се'рдцем ум опереди'ла.
Не ребя'чески давно'
Бы'ло пы'лкое оно',
Ла'скам ми'лых благода'рно!
Ты тогда' судьбе' кова'рной
Сле'по ве'рило, дитя'!
Ты и пла'кало шутя'!","trochee"
"4017","P_220","P_220_2","Нет, не верь ей, не верь,
Зла'я гу'бит любя':
Поласка'ет тепе'рь,
Сгу'бит по'сле тебя'.
Вот давно' ль я цве'ту! —
То'лько жить начала':
Не лику'я расту', —
И судьбу' поняла'!
Зна'ет про'мысл Творца',
Как, в счастли'вые дни,
Я люби'ла отца'
Бо'льше всей родни'!
По'мню, ла'ской, родно'й
Не'жил дочь как цвето'к;
Он тщесла'вился мной,
Те'шил чем то'лько мог;
Как оте'ц, как супру'г,
Жи'знью он дорожи'л...
Но тяжёлый неду'г
Несчастли'вца срази'л!
Как страда'лица мать
Мно'гих же'ртва скорбе'й,
Дру'га тщи'лась спаса'ть
Сла'бой жи'знью свое'й!
Но ничто' не спасло'...
Безуте'шна семья'!
Не'бо ду'шу взяло',
Труп схвати'ла земля'!..
Я поте'ри вполне'
Не пости'гла тогда';
Стра'шной грёзой во сне
Мне каза'лась беда';
В э'той чувств дремо'те
Я поко'ила грудь:
А тепе'рь сироте'
Тяжело' вздохну'ть!","anapaest"
"4018","P_220","P_220_3","Ах! темно' было'е!
Заче'м, рети'вое,
Ты и'щешь люби'ть?
Тебе' ли утра'ты забы'ть!
Младе'нчески чти'ла
Родню' я свою',
Но стра'стно люби'ла
Еле'ну мою'!
Я е'ю дыша'ла;
Меня' восхища'ла
Любо'вью свое'й
Сопе'рница стро'йных лиле'й!
С краса'вицей по'ля
Поспо'рит она';
Эфи'рная Лёля
Как го'лубь нежна'.
За сча'стье робе'я,
Деви'ца - лиле'я,
Люби'ла со мной
В мечта'х любова'ться луно'й;
Быва'ло, стан ги'бкой
Руко'й окружу',
И с де'тской улы'бкой
Ей в о'чи гляжу'!
Странна' моя' до'ля...
Далеко' друг - Лёля?
Но сме'ю ль скорбя'
Ропта'ть я, судьба', на тебя'?
Ты к лу'чшему му'чишь:
Приу'чишь к бе'дам,
И э'тим оту'чишь
Вверя'ться страстя'м!
Но как же мне с се'рдцем
Упря'мым младе'нцем
Рассу'док сдружи'ть?
Как а'нгела ме'ньше люби'ть?
Ты, друг отдалённый,
Наде'жды свои'
Сгуби'ла в свяще'нной
Доче'рней любви'!","amphibrach"
"4019","P_220","P_220_4","Бесприве'тные пусты'ни
Ава'чинских берего'в,
И в венца'х из облако'в
Гро'зно ди'кие тверды'ни
Заме'нят ли ми'лый край?
Ме'жду мёртвыми ду'шами
Камчада'лкой доцвета'й,
С безуха'нными цвета'ми
Арома'т свой разлива'й.
Велика' моя' утра'та,
Глубоко' скорби'т душа'...
Нет, ты, жизнь, не хороша',
Ты поте'рями бога'та!
","trochee"
"4020","P_221","P_221_1","Брось ли'ру, брось, и бо'льше не игра'й,
И вдохнове'нные, прекра'сные напе'вы
Во глубине' ду'ши забо'тливо скрыва'й:
Поэ'зия ― опа'сный дар для де'вы!","iamb"
"4021","P_221","P_221_2","Иль хо'чешь ты на жи'зненном пути'
След о'гненный проре'зать за собо'ю?
Иль ду'маешь созву'чие найти'
В толпе' око'ванной ничто'жной суето'ю?","iamb"
"4022","P_221","P_221_3","Иль ю'ная пыла'ет голова'
Мечто'й похва'л и льсти'вого внима'нья? -
И ряди'шь ты, как же'ртву на закла'нье,
Твой сме'лый стих в блестя'щие слова'?","iamb"
"4023","P_221","P_221_4","Дитя' поэ'т, за сла'вой не гони'сь!
Она' ниче'м нам се'рдца не согре'ет;
Иль с доле'й сча'стия прости'сь:
Где го'рдый лавр, там мирт не зелене'ет.","iamb"
"4024","P_221","P_221_5","Что де'вственно очу'вствовала ты,
Что мы'слию обду'мала глубоко',
Брось и'зредка, укра'дкой, на листы':
Да не убьёт зави'стливое о'ко
Твое'й возвы'шенной мечты'!
","iamb"
"4025","P_222","P_222_1","Толпо'й мяте'жной облака'
По не'бу мча'тся ; ве'тер во'ет:
Сердитово'лная река'
Брега' излу'чистые ро'ет;
Стена'ет, пла'чет тёмный бор,
Дождь льётся му'тною струёю,
Верши'ны мхом поро'сших гор
Обпи'ты бе'лой пелено'ю,
Греми'т в раска'тах бли'зкий гром,
Змеёй багря'ной мо'лнья бле'щет,
И вот, как а'гнец под ножо'м,
Приро'да сто'нет и трепе'щет....
То ге'ний бу'ри посети'л
Суро'вый край уедине'нья
И си'лой я'рого волне'нья
Оби'тель ми'ра возмути'л!","iamb"
"4026","P_222","P_222_2","Уны'лый край! Там ка'менны грома'ды,
Главо'й пони'кнув, в про'пасти глядя'т,
Там я'рые хле'бещут водопа'ды,
Там волны' рек клоко'чут и кипя'т...
Уны'нием и пре'лестью суро'вой
Чару'ет о'чи э'та сторона' :
В ней вся приро'да, жи'зни чудно'й, но'вой ,
Карти'н, красо'т и у'жасов полна',
Но сме'ртный здесь не сме'ет посели'ться,
Лишь нетопы'рь порха'еть по куста'м,
Пусты'нник - змей в уще'лии гнезди'тся,
Да с ры'сью волк блужда'ют там и там...
Кто ж, равноду'шный к я'ростному бою',
В объя'тиях вече'рней полумглы'.
С чело'м откры'тым, с бе'лою брадо'ю,
С горя'щим взо'ром, с ци'трой золото'ю,
Сиди'т на гре'бне свисну'вшей скалы'?
Приро'ды во'плям, сто'нам не внима'я,
В себе' одно'м печа'льно заключён,
Ни ди'кости томя'щегося кра'я,
Ни стрел грозы' не замеча'ет он;
Недви'жимый, безмо'лвный, исступлённый,
Подо'бен он восста'вшей из гробо'в,
Держа'вной, гро'зной те'ни, пробуждённой
Приро'ды во'плем, гро'хотом громо'в....
Ну вот рука' по стру'нам пробега'ет,
Сверка'ет взорь огнём высо'ких дум,
И ста'рца песнь, и бу'рю заглуша'ет,
И гро'ма треск, и водопа'довь шум:","iamb"
"4027","P_222","P_222_3","""Вождь Мо'рвены, вождь Ло'хлина ,
Выступа'йте в сме'ртный бой,
Щит, храни' грудь исполи'на,
Меч, с була'тной спорь броне'й!
Ко'пья, дро'тики, блещи'те!
Па'нцирь, щит и меч звучи'те!
Не спо'ткнися, ве'рный конь,
Ра'тник, сокруша'й прегра'ды,
Нет врагу' - зме'е поща'ды
В се'рдце меч, — и сла'док стон!.....","trochee"
"4028","P_222","P_222_4","Где ж они', мои' геро'и?
Их и прах в земле' истле'л:
Укроти'лись гро'зны бои',
Ста'рый Бард осироте'л!","trochee"
"4029","P_222","P_222_5","""Дру'ги ! вспо'мним пре'жни го'ды,
Го'ды ю'ношеских снов,
Наслажде'ний и свобо'ды,
Зву'чных пе'сен и пиро'в!
Вспо'мним жизнь былу'ю на'шу,
И в лесу' свяще'нном ча'шу
Кругову'ю разопьём:
Веселе'е се'рдцем ста'нем,
На мгнове'нье рок обма'нем
И от го'ря отдохнём!","trochee"
"4030","P_222","P_222_6","Но все ти'хо! Смо'лкли кли'ки.
Лес свяще'нный пуст, уны'л.
И под се'тью пави'лики
Ви'ден чёрный ряд моги'л!","trochee"
"4031","P_222","P_222_7","Покажи'сь, моя' подру'га,
Восхити' свое'й красо'й :
Жар серде'чного неду'га
Уврачу'ется тобо'й!
Осуши' лобза'ньем ве'жды;
Скорбь, и ра'дость, и наде'жды
Се'рдцем не'жным разде'ли;
Укроти' моё сомне'нье,
И трево'жное волне'нье
Поцелу'ем утоли'!...","trochee"
"4032","P_222","P_222_8","Но как ве'шнего тума'на
Зыбь от со'лнечных луче'й,
Ты исче'знула, Минва'на,
Сновиде'ния быстре'й!...","trochee"
"4033","P_222","P_222_9","""Жить без ми'лых как ужа'сно!
Ни во сне, ни на яву',
Я, разва'линой несча'стной,
Все'ми бро'шенной, живу' !
Все, что бы'ло се'рдцу мя'ло,
Скры'ла все в себе' моги'ла ,
Отрави'ла дни тоска',
А отчи'зной несчастли'вой
Пра'вит го'рдо, прихотли'во
Инозе'мная рука'...
Но, услы'шано моле'нье!
Слы'шу сме'рти приближе'нье.
Чу'ю сме'ртный хлад в крови',
Ско'ро чле'ны онеме'ют,
Несокры'тые истле'ют
Ко'сти ста'рыя мои'!
В тьме моги'льного курга'на
Дру'ги с пла'чем не приду'т,
И труп хи'лый Оссиа'на
Волк и ко'ршун разорву'т!...","trochee"
"4034","P_222","P_222_10","Умо'лк, и взо'ры потемне'ли,
На стру'нах заме'р ди'кий звук,
Персты' осла'бли, охладе'ли,
И ци'тра вы'пала из рук....","iamb"
"4035","P_222","P_222_11","Гроза' стиха'ла; багряни'цей
Оде'лся за'пад голубо'й:
Ища' добы'ч, орёл с орли'цей
Уже' па'рили над скало'й.
","iamb"
"4036","P_223","P_223_1","О бе'рег Дуна'я
Волна' голуба'я
Лени'во дроби'тся;
Зелёный тростни'к
Печа'льно пони'к.
И в воды' гляди'тся.
Луна' золота'я
Меж о'блак мелька'я
Дуна'й серебри'т.
С души'стой масли'ны,
Как Флер , над доли'ной
Пар лёгкий дрожи'т.","amphibrach"
"4037","P_223","P_223_2","Закипе'ла , зашуми'ла
Вольнобе'жная волна' ,
Ту'ча с не'ба улете'ла,
Све'том бры'знула луна'.
Убежа'ла тень густа'я
Под накло'н круты'х холмо'в;
Встрепену'лась тишь нема'я,
Взволнова'лся шелк луго'в.
Вот распахну'лось Дуна'я ру'сло,
Стено'ю раздви'нулись волны' ,
Огня'ми цветны'ми обли'тый светло' ,
Черто'г в них воздви'гся подво'дный.","trochee"
"4038","P_223","P_223_3","В нем алма'зные коло'ны
В два ря'да круго'м стоя'т ,
С них зелёные фесто'ны
Из души'стых трав вися'т.
Трон кора'ловый , высо'кий , —
Из него' Фонта'ны бьют ;
Вкруг цари'цы черноо'кой
Де'вы пля'шут и пою'т.
И'ли шу'мною толпо'ю
Подбега'ют под фонта'н,
Бры'зжут, пле'щутся водо'ю,
Сы'плют ра'дужный тума'н.
Но одна' из них печа'льна,
Игр весёлых не де'лит,
На челе' её как та'йна
Грусть тяжёлая лежи'т.","trochee"
"4039","P_223","P_223_4","О чем ты печа'льна, подру'га млада'я?
Кака'я на ду'шу запа'ла тоска' !
Игри'вая пре'жде, как волны' Дуна'я,
Тепе'рь ты безмо'лвна , как се'рна дика'.
Слезо'й обмыва'ешь густы'е ресни'цы.
Смотри'! вот спусти'лся блиста'ющий рог
Луны' велича'вой, полно'чной цари'цы,
С далёкого не'ба в наш пы'шный черто'г.","amphibrach"
"4040","P_223","P_223_5","""Не сме'йтесь подру'ги, не в ра'дость мне ра'дость,
Заве'тные и'гры меня' не ма'нят,
Как дым улете'ла беспе'чная мла'дость.
Ко мне не вернётся весе'лье опя'ть.","amphibrach"
"4041","P_223","P_223_6","Там по берегу' Дуна'я ,
Лёгкий ве'тер обгоня'я ,
В час по'лночи одино'к
Мча'лся ю'ноша е'здок.
Над чело'м его' прекра'сным
Шлем горе'л, как ме'сяц я'сный,
Из него' кудре'й пото'к
По щека'м ви'лся как шелк.
Но дорого'й утомлённый
Он коня' останови'л,
Сбро'сил шлем свой опылённый
И на бе'рег пал без сил.","dolnik2"
"4042","P_223","P_223_7","Я в тростнике' тогда' игра'ла
Со ста'дом бе'лых лебеде'й ,
Их вла'гой я'сной осыпа'ла
При бле'ске ме'сячных луче'й;
Но лишь его' я увида'ла , —
И песнь мгнове'нно замерла' ,
В грудь и'скра я'ркая запа'ла
И стра'шно бе'дную прожгла' ,
И до'лго, до'лго, как нема'я
Стоя'ла я над ним склоня'сь ,
Сама' ссбя не понима'я
И не своди'ла с него' глаз.
Но вот луна' бледне'й , — бледне'е, —
Пахну'л све'жее ветеро'к ,
И, я'рким зарево'м але'я,
Оде'лся су'мрачный восто'к.
Проби'л наш час, и над водо'ю
Я не могла' уж бо'льше быть :
Лишь то'лько тре'петной руко'ю
Вено'к успе'ла положи'ть
К его' нога'м, — и ри'зой пе'нной
Обви'вшись скры'лася средь волн.
Ни плеск , ни стон мой отдалённый ,
Ни вздох любви' не слы'шал он...
И вот с тех пор я не вида'ла
Его' уж бо'льше никогда' ;
С тех пор заду'мчива я ста'ла,
Дика' , нера'достна всегда'.
С тех пор не мил мне ме'сяц я'сный ,
И игры' ю'ности живо'й ;
И все я жду как он, прекра'сный ,
Опя'ть прое'дет над реко'й.
","iamb"
"4043","P_224","P_224_1","Прости' наве'к! Как стра'шно э'то сло'во —
Прости' на век!.... В разлу'ке ве'чно жить, —
Ужа'сен пригово'р судьбы' суро'вой!
И в гро'бе нам разлу'кой он грози'т.
Прости'!.... Взошла' для нас заря' страда'нья,
Всему' коне'ц, всему'... наде'жды нет!....
Проше'дших дней мечты', очарова'нья,
Поги'бло все, как в бу'рю ве'шний цвет!
Нет сча'стия для нас! Лучо'м печа'ли
Озарены' нам ра'зные пути'...
Люби'ли мы... но что в любви' мы зна'ли?
Блаже'нства миг и го'рькое прости'!
О, что ж оста'лось нам для врачева'нья
Отра'вленных разлу'кой се'рдца ран?
Скажи', како'й бальза'м?.... Воспомина'нья!....
Увы' ! они' как Промете'ев вран
Вам ста'нут грудь терза'ть тоско'й, страда'ньем;
В моги'льный мрак оде'нут я'сный день ;
Пове'ют к нам несбы'точным жела'ньем
Когда' падёт на зе'млю но'чи тень;
И в сла'дкие часы' успоко'енья,
С ду'ши отве'яв го'рести тума'н,
Пока'жут нам волше'бныя ви'денья,
А на яву', узри'м оди'н обма'н...
Как у'зника внеза'пный луч денни'цы
На миг блестя'щим све'том озари'т,
Пото'м, исче'знув, мрак его' темни'цы
Темне'й, страшне'й вокру'г него' сгусти'т;
Так в бе'дствии мечты', воспомина'нья,
Не ра'дости лу'чем для нас блесну'т,
Но разожгу'т сильне'й ду'ши страда'нья
И но'вой му'кой се'рдце обовью'т!....
Кто се'рдцем жил, тому' не разлуча'ться
С воспомина'нием мину'вших дней:
Расста'вшись с ним, не должно' ли расста'ться
В душе' с любо'вью, с па'мятью свое'й ?
Нет, пусть в было'м мы бу'дем зреть моги'лу,
Где рай и луч наде'жды на'шей скрыт !
Любо'вь же нам пошлёт терпе'нье, си'лу,
И са'мый ад стра'даний заглуши'ть!....
Не ну'жно клятв: они' зало'г неве'рный ;
Сомне'нья в се'рдце и'ми не буди'....
Но, е'сли грудь твоя' до'хнет изме'ной,
Твой жа'ркий поцелу'й в чужо'й груди'
Зажжёт любви' восто'рги и томле'нья...
Тогда', как жа'ждой, ре'вностью томи'м,
Сбе'ру в мое'й душе' отра'ву мще'нья,
И бу'ду как судьба' неумоли'м!..
","iamb"
"4044","P_225","P_225_1","Вот ско'ро год, - за ми'лою мечто'ю,
За при'зраком, с наде'ждой я бегу';
Как Бо'жий дар, её я берегу',
И ве'рю ей ребя'ческой душо'ю.
Но от меня' бежи'т тот при'зрак в даль:
Зама'нчив он; мне с ним расста'ться жаль;
Он так хоро'ш, и лик его' так я'сен!..
Его' по'лет так ра'дужно - прекра'сен!..
Вот настига'ю я... вот миг, - он мой!..
В слеза'х молю'сь свято'му Прови'денью;
В душе' больно'й вновь ца'рствует поко'й;
Печа'ль, тоска', все пре'дано забве'нью, -
И позабы'т заслу'женный уко'р.
Вот миг ещё!.. и вновь, неумоли'мый,
Уж отлете'л... как луч, как метео'р,
Как мо'лньи блеск неулови'мый!..
И сно'ва он па'рит на высоте';
И рвусь опя'ть к люби'мой я мечте'.
Я вся в слеза'х... То слезы' исступле'нья!..
Десни'цей му'жеской я сти'снула печа'ль,
И вновь стремлю'сь в обма'нчивую даль,
За ним, с ме'чем кара'ющего мще'нья.
Он бу'дет мой! его' насти'гну я
Во всей красе', могу'ществе и си'ле!..
И бу'дет он мои'м хоть на моги'ле, -
На рубеже' друго'го бытия'!
","iamb"
"4045","P_226","P_226_1","Цвето'чек ми'лый, полево'й!
Зави'ден всем каза'лся жре'бий твой ,
Ты со'здан был семью' родну'ю украша'ть,
Не ду'мал лу'чшей до'ли ты иска'ть ;
И до'лго до'лго так и бы'ло....","iamb"
"4046","P_226","P_226_2","Как вдруг, неве'домой судьбо'й,
Плени'л ты стра'стный взор чужо'го!...
И он, безжа'лостной руко'й,
Сорва'л тебя', свои'м дыха'ньем отравля'л,
И му'чил, и лобза'л без стра'сти, без жела'ний....","iamb"
"4047","P_226","P_226_3","А ты, мой ми'ленький цвето'к,
Томя'сь в его' уби'йственных рука'х ,
Ты вя'нул!... засыха'л!.... ты ги'бнул безвозвра'тно !
Но, чу'дным Про'мыслом, цвето'к, ты был спасён....
","iamb"
"4048","P_227","P_227_1","Напра'сно день за днем сменя'ет
Неизмени'мая чреда':
Он бы'стро в ве'чность улета'ет —
Но в се'рдце нет его' сле'да.","iamb"
"4049","P_227","P_227_2","В душе' страда'льческой, уны'лой,
Ты глубоко' запечатлён —
Роско'шный, сла'дкий, легкокры'лый,
Мое'й любви' после'дний сон!","iamb"
"4050","P_227","P_227_3","Как, вкруг столе'тнего дупла',
Иссо'хший лист, шумя', ложи'тся —
Годо'в угрю'мый сонм толпи'тся
Неотрази'мо вкруг меня' ;","iamb"
"4051","P_227","P_227_4","И гро'зно вре'мя на чело'
Свой перст мертвя'щий наложи'ло,
Ого'нь страсте'й в груди' затми'ло
И хла'дом се'рдце облекло':","iamb"
"4052","P_227","P_227_5","Оледени'л тот хо'лод в жи'лах
Едва' струя'щуюся кровь,
И не восста'ть уж в мо'щных си'лах
Ему' на пир волше'бный вновь!","iamb"
"4053","P_227","P_227_6","Но ю'ный, кро'ткий о'браз твой,
Плени'тельный и в дни печа'ли,
Певцу', гони'мому судьбо'й.
На па'мять му'зы дарова'ли.","iamb"
"4054","P_227","P_227_7","Мечто'й было'го осенённый;
Луча'ми сча'стья озарён —
Он мой куми'р неоцене'нный
И, как душа', бессме'ртен он.","dolnik3"
"4055","P_227","P_227_8","Не ве'рю: от мои'х оче'й
Ты в мир ино'й не улете'ла —
На век лиши'ть отра'ды дней
Поэ'та ты б не захоте'ла.","iamb"
"4056","P_227","P_227_9","Когда' с моги'льным сту'ком прах
Засыпа'лся над ми'лой же'ртвой -
Я, гру'стный, мра'чный, полумёртвый.
Тебя' уви'дел в небеса'х.","iamb"
"4057","P_227","P_227_10","И там ты , преле'стию ди'вной,
Как ра'йским све'том, облекла'сь,
И на приве'т земли' призывно'й
С твои'х небе'с отозвала'сь...","iamb"
"4058","P_227","P_227_11","Когда' твой взор животворя'щий
После'дней искро'й потуха'л —
Бессме'ртья ра'дугой блестя'щей
Он светоза'рно засия'л.","iamb"
"4059","P_227","P_227_12","И, мни'тся , ло'кон твой колы'шет
Игри'вый, ла'сковый зефи'р,
И грудь любви' исто'мой ды'шит,
И не чужо'й тебе' наш мир.","iamb"
"4060","P_227","P_227_13","Как, мра'ком утра' облечённый
Рассве'т пурпу'рно - золото'й —
Страда'ньем тя'жким оттенённый,
Ещё преле'стней о'браз твой.","dolnik3"
"4061","P_227","P_227_14","Свети'ло на не'бе пыла'ет
И ме'ркнет в глубине' морско'й —
Моя' любо'вь ноче'й не зна'ет
И ве'чен луч твой на'до мной.","iamb"
"4062","P_227","P_227_15","В безмо'лвный час уедине'нья,
В разгу'ле све'тской суеты',
В мину'ты грез и вдохнове'нья —
Вокру'г меня' порха'ешь ты.","iamb"
"4063","P_227","P_227_16","Когда' поко'ем молчали'вым
Земля' на вре'мя объя'та —
Воспомина'ньем, се'рдцу ми'лым,
Душа' поэ'та занята'.","iamb"
"4064","P_227","P_227_17","Когда', как ти'хий звук напе'ва,
Зефи'р в по'ля помчи'тся вновь —
Мне ка'жется, что ты , о де'ва,
Лепе'чешь слу'ху про любо'вь.","iamb"
"4065","P_227","P_227_18","Когда' на не'бе полу'ночном
Брилья'нты звезд вдруг заблестя'т -
""В них о'браз де'вы непоро'чной"",
Мечты' поэ'ту говоря'т.","iamb"
"4066","P_227","P_227_19","Когда' же ветерко'в порха'нье
С цветка' несёт мне арома'т —
""То де'вы а'нгела дыха'нье"",
Мечты' поэ'ту говоря'т.","iamb"
"4067","P_227","P_227_20","Когда', коле`нопреклонённый,
Наде'жды пла'менем го'ря,
Я поверга'юсь дерзнове'нно
Пе'ред святы'ней алтаря' —","iamb"
"4068","P_227","P_227_21","Скажи', не ты - ль, в ти'ши ноче'й,
Меня' так чу'дно утеша'ешь,
И не'жной дла'нью отира'ешь
Слезу' с запла'канных оче'й ?","iamb"
"4069","P_227","P_227_22","Когда' я сплю, ты на'до мно'ю
Вита'ешь, ди'вный серафи'м,
И го'нишь прочь печа'ль с тоско'ю
Крыло'м спаси'тельным свои'м.","iamb"
"4070","P_227","P_227_23","Испо'лненный очарова'нья,
Любви' цвета'ми расцве'чен —
На ло'же грусти' и страда'нья
Ко мне слета'ет ми'рный сон.","iamb"
"4071","P_227","P_227_24","И е'сли б в миг тот, бытия'
Ты ннть суро'вую прервала',
Душа' свобо'дная моя'
Око'вы пра'ха б разорвала',","dactyl"
"4072","P_227","P_227_25","И на бессме'ртия крыла'х
Вдруг устреми'лась в мир ино'й —
О, я б просну'лся в небеса'х
Для жи'зни ра'достной, свято'й!","iamb"
"4073","P_227","P_227_26","Как два луча' зари' восто'ка,
Как лёгкий пар, как фи'миам,
Как две струи' в волна'х пото'ка —
Ду'шами слили'сь - бы мы там!
","iamb"
"4074","P_228","P_228_1","По у'лицам Я'нины многолю'дной
Али' - Па'ша надме'нно проезжа'л,
Наро'д его', стропти'вый, безразсу'дный,
Пред ним главу' смире'нно преклоня'л;
Как вдруг де'рвиш согбе'нный, поседе'лый,
Тира'ну путь отва'жно прегради'л,
Коня' его' сдержа'л руко'ю сме'лой
И вот что он, бесстра'шный, говори'л:","iamb"
"4075","P_228","P_228_2","""Обши'рных стран держа'внейший влады'ко ,
О свет оче'й, Алм - тепеле'ни,
Чье и'мя так блестя'ще и велико',
Свой слух к рабу' презре'нному склони'!
Се'рдца враго'в твои'х объя'ты стра'хом,
Ничто' тебя' не све'ргнет с высоты',
Ты все'ми чтим, могу'ч, но пред Алла'хом —
Ты ни'же пса, гяу'ра ни'же ты!","iamb"
"4076","P_228","P_228_3","Тебе' вручи'л всех нас Творе'ц вселе'нной ,
Чтоб ты храни'л, поко'ил на'ши дни,
А ты, тира'н безду'шный и презре'нный,
Ты пла'ваешь дете'й свои'х в крови' !
Давно' ль, скажи', власти'телем Я'нины
Поста'влен ты Всевы'шнего руко'й ,
А ско'лько слёз и кро'ви непови'нной
Проли'л уже' наро'д несча'стный твой!","iamb"
"4077","P_228","P_228_4","Как тигр Бенга'лы лю'тый, ненасы'тный,
Иль как гяу'р в чужо'й ему' земле',
Свире'пствуешь ты в гра'де беззащи'тном,
Не ду'мая о мсти'тельной судьбе'!
Но день придёт, и Судия' всеси'льный
На гро'зный суд потре'бует тебя',
И там за все возда'ст тебе' оби'льно:
Страшна' судьба' гряду'щая твоя' !","iamb"
"4078","P_228","P_228_5","В пы'лу огня', в муче'ниях ужа'сных,
Ты бу'дешь день рожде'нья проклина'ть,
И бо'льше бу'дет мук, чем слов напра'сных,
Что в у'жасе ты бу'дешь лепета'ть!
Дни бытия' пока' не проне'слися,
О, вспо'мни, что тебя' за гро'бом ждет,
Могу'ществом мгнове'нным не го'рдися
И пощади' твой стра'ждущий наро'д!""","iamb"
"4079","P_228","P_228_6","Али' тогда' име'л два пистоле'та,
Да ятага'н, да о'стрый свой кинжа'л,
Но до конца' он про'был без отве'та
И де'рзких слов де'рвиша не прерва'л ;
Но то'лько тот око'нчил поуче'нье,
Па'ша в него' свой о'рлий взор впери'л,
И с го'рдою улы'бкою презре'нья
Он шу'бу ста'рцу подари'л!
","iamb"
"4080","P_229","P_229_1","Стоя'т шатры', как птиц больша'я ста'я ,
Глубо'ких сном объя'т во'инский стан,
Кой - где костры' дымя'тся, догора'я....
Вверху' — небе'с лазу'рный океа'н.
Как ле'бедь, в синеве' плывёт луна' ,
Блестя'щим ро'ем звезд окружена'.","iamb"
"4081","P_229","P_229_2","Ничто' не возмуща'ет тишины',
Не слы'шно шу'ма во'инских ору'жий;
Луча'ми ме'сяца озарены',
Поко'ятся ряды' блестя'щих ру'жей;
В среди'не их, как при'зраки ноче'й,
Грома'ды гро'зные черне'ют батаре'й.","iamb"
"4082","P_229","P_229_3","Оди'н, в мечта'х, склоня'сь на длань главо'й,
Сижу' среди' усну'вших я собра'тий;
Ковро'м лежи'т равни'на пре'до мной,
Вдали' видны' огни' вражде'бной ра'ти,
Там иду'т го'ры тёмною грядо'й,
Верши'нами одна' вздыма'ясь над друго'й.","iamb"
"4083","P_229","P_229_4","На - за'втра бой крова'вый. Ско'лько жертв
Назна'чено на смерть судьбо'й жесто'кой!
Кто из засну'вших за'втра бу'дет мертв?
Кто избежи'т определе'ний ро'ка?
Кто возврати'тся вновь к семье' свое'й,
Иль из враго'в мои'х иль из друзе'й ?","iamb"
"4084","P_229","P_229_5","Я де'рзкий взор на не'бо устреми'л
И в нем хоте'л проче'сть определе'нье,
Прони'кнуть смысл таи'нственный свети'л;
Но сла'бый взор теря'лся в отдале'ньи.
Что э'ти звезды' ? э'та вышина' ?
В како'й отде'льный мир ведёт она'?","iamb"
"4085","P_229","P_229_6","Луна'! подру'га ве'рная земли',
Подру'га дум и сла'достных мечта'ний ,
Незри'мо пред тобо'й ве'ка текли'
С ряда'ми дли'нными людски'х дея'ний;
О ско'лько в них свиде'тельницей ты
Была' злоде'йств и та'йной доброты'.","iamb"
"4086","P_229","P_229_7","О, ско'лько раз в сия'нии твоём,
Как в э'ту ночь, пред днем ужа'сным бо'я,
Враги' поко'ились глубо'ким сном,
В душе' свое'й не'нависть, зло'бу кро'я ;
И в э'тот, мо'жет - быть, полно'чный час
Спят мно'гие уже' в после'дний раз.","iamb"
"4087","P_229","P_229_8","Давно' уж яд кипи'т в душе' мое'й,
И как мертве'ц, моги'льный сын прокля'тья.
Лишь я оди'н не сплю во тьме ноче'й,
Лишь мне нет сна, как спять мои' собра'тья ;
Быть - мо'жет, э'тот сон волше'бный их
Им представля'ет вид поле'й родны'х,","iamb"
"4088","P_229","P_229_9","Карти'ну ми'рных, ра'достных семе'й ,
Спеша'щих к ним в отверз'тые объя'тья;
Они' опя'ть на ро'дине свое'й,
И с ни'ми жены' их, отцы' и бра'тья,
С любо'вью не'жной в до'брых их сердца'х,
С слеза'ми ра'дости живо'й в оча'х.","iamb"
"4089","P_229","P_229_10","Да бу'дет ваш, друзья', поко'ен сон!
Тот ми'рно спит всегда', кто сна досто'ин,
Кто со'вестью поко'я не лишён,
Кто смерть встреча'ть гото'в, как хра'брый во'ин,
Кто се'рдцем не страда'ет так, как я.
Поко'йтесь ми'рным сном мои' друзья'!
","iamb"
"4090","P_23","P_23_1","С Бо'гом, в да'льнюю доро'гу!
С Бо'гом! ны'не в честь твою',
Помоля'сь усе'рдно Бо'гу,
Ку'бок я проща'льный пью.","trochee"
"4091","P_23","P_23_2","Пу'ля ле'гче лихора'дки;
Во'лен у'мер ты, как жил.
Враг твой мча'лся без огля'дки;
Но твой сын его' уби'л.","trochee"
"4092","P_23","P_23_3","Вспомина'й нас за моги'лой,
Коль сойдётесь как - нибу'дь;
От меня' отцу', брат ми'лый,
Поклони'ться не забу'дь!","trochee"
"4093","P_23","P_23_4","Ты скажи' ему', что ра'на
У меня' уж зажила';
Я здоро'в, — и сы'на Я'на
Мне хозя'йка родила'.","trochee"
"4094","P_23","P_23_5","Де'ду в честь он на'зван Я'ном;
У'мный ма'льчик у меня';
Уж владе'ет ата'ганом
И стреля'ет из ружья'.","trochee"
"4095","P_23","P_23_6","Дочь моя' живёт в Лизго'ре;
С му'жем ей не ску'чно там.
Тварк ушёл давно' уж в мо'ре;
Жив иль нет, — узна'ешь сам.","amphibrach"
