"","id","COL_ID","poetry_prose","book_type","genre","special_tag","author_sign","author","author_full_name","title","city","publisher","year","pages","size_fold","size_cm","digital_copy","digital_copy_URL","group","group_abbr","group_eng","A_ID"
"88",76,NA,"v","col","lyr","double","Меркли М.","Меркли М.М.","Меркли Михаил Маркович","Стихотворения Михаила Меркли / 2-е изд.","М.","Кирилова",1837,120,"12",16,"ЧБ","https://books.google.com/books?id=MnppAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_9"
"89",177,"COL_152","v","sep","lyr","","","Мысовский-Светогорский С.Д.","Мысовский-Светогорский Сергей Дмитриевич","Элиза: Элегия","М.","Смирнова",1837,12,"16",13,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_55"
"90",151,NA,"v","sep","lyr","","","Огинский А.Г.","Огинский Алексей Григорьевич","Ксантиппа : Экспромт : [В стихах]","СПб.","Морск. тип.",1837,4,"",27,"РНБ","https://vivaldi.nlr.ru/bx000013787/view/#page=","Отд. стихотворения","sep_lyr","Lyric booklets","A_295"
"91",171,"COL_147","v","col","lyr","","П. Гр…в","П. Гр…в","П. Гр…в","Звезда любви (L’etoile d’amour). Подарок прелестному полу","М.","Эрнста",1837,58,"",14,"","","Сборники стихотворений","col_lyr","Lyric collections","A_304"
"92",183,NA,"v","col","lyr","","П. Ш.","П. Ш.","П. Ш.","Рассказы из русской истории в стихах. Соч. П. Ш.","М.","Лазаревых",1837,161,"12",17,"","","Сборники стихотворений","col_lyr","Lyric collections","A_301"
"93",178,"COL_153","v","col","lyr","","Петров И.М.","Петров И.М.","Петров Иван Матеевич","Стихотворения И. Петрова. Книга 1-я, содержащая эпиграммы","М.","Ун. тип",1837,48,"12",18,"","","Сборники стихотворений","col_lyr","Lyric collections","A_56"
"94",156,"COL_52","v","col","lyr","","Подолинский А.","Подолинский А.И.","Подолинский Андрей Иванович","Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","СПб.","А. Смирдина, И. Глазунова и Ко",1837,174,"",21,"РГБ","https://dlib.rsl.ru/01003823514","Сборники стихотворений","col_lyr","Lyric collections","A_46"
"95",173,"COL_149","v","col","lyr","","Пустельгин","Пустельгин","Пустельгин","Мои пенаты: Стихотворения Пустельгина","СПб.","Крайя",1837,32,"16",13,"нб_спбгу","https://dspace.spbu.ru/bitstream/11701/5595/4/Pustelgin_Moi_Penaty_1837.pdf","Сборники стихотворений","col_lyr","Lyric collections","A_53"
"96",159,"COL_53","v","col","lyr","","Скосырев К.","Скосырев К.","Скосырев Константин","Стихотворения Константина Скосырева","М.","Кирилова",1837,35,"12",17,"","","Сборники стихотворений","col_lyr","Lyric collections","A_47"
"97",160,"COL_54","v","col","lyr","","Смирнова А.","Смирнова А.","Смирнова Анна","Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","СПб.","Вингебера",1837,145,"8",22,"РГБ","https://dlib.rsl.ru/01003559653","Сборники стихотворений","col_lyr","Lyric collections","A_48"
"98",161,"COL_55","v","sep","lyr","ortho; double","Соколовский В.И.","Соколовский В.И.","Соколовский Владимир Игнатьвич","Мироздание [Опыт духовного стихотворения]. Изд. 2-е","СПб.","Греча",1837,141,"64",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_49"
"99",170,"COL_146","v","col","lyr","","Стромилов С.","Стромилов С.И.","Стромилов Семен Иванович","XII сонетов С. Стромилова","М.","Семена",1837,28,"12",19,"","","Сборники стихотворений","col_lyr","Lyric collections","A_51"
"100",163,"COL_56","v","col","lyr","","Тимофеев А.В.","Тимофеев А.В.","Тимофеев Алексей Васильевич","Опыты. В 3 ч. Ч. 1. [Стихотворения]","СПб.","Н. Глазунова",1837,347,"8",22,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000957&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_15"
"101",180,"COL_207","v","col","lyr","","Шаршавый","Шаршавый П.Я.","Шаршавый Петр Якимович","Цевница, на 1837 год. Соч. Шаршавого (Альманах)","СПб.","Вингебера",1837,206,"16",14,"","","Сборники стихотворений","col_lyr","Lyric collections","A_58"
"102",344,"COL_224","v","col","lyr","","Шахова Е.Н.","Шахова Е.Н.","Шахова Елисавета Никитична","Опыт в стихах пятнадцатилетней девицы Елисаветы Шаховой : Писано в 1836 г.","СПб.","Вингебера",1837,23,"",22,"","drive","Сборники стихотворений","col_lyr","Lyric collections","A_101"
"103",166,"COL_57","v","col","lyr","","Якубович Л.А.","Якубович Л.А.","Якубович Лукьян Андреевич","Стихотворения Лукьяна Якубовича","СПб.","Гутенбергова тип.",1837,188,"8",20,"","","Сборники стихотворений","col_lyr","Lyric collections","A_50"
"104",1263,NA,"v","col","lyr","","","","","Биография Тальони. Стихотворения, извл. из ее альбома","СПб.","III Отд. собств. Е.И.В. канц.",1837,NA,"",NA,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"105",184,"COL_221","v","alm","","","","","","Минерва, на 1837 год. Альманах, изд. К. Инвалидовым","М.","Кирилова",1837,107,"",20,"","","Альманахи","alm","Almanacks",NA
"106",695,NA,"v","sep","lyr","","","","","На посещение г. Тобольска его императорским высочеством, государем наследником цесаревичем [1-4 июня 1837 г : Стихотворение]","","",1837,1,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"107",350,"COL_231","v","col","lyr","","","","","Разные стихотворения","М.","Лазаревых",1837,12,"",16,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"108",167,"COL_58","v","sep","lyr","","","","","Стихи на новоселье в типографии","СПб.","Воейкова и Ко",1837,2,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"109",175,"COL_151","v","col","lyr","","","","","Стихотворения молодого Черкеса","М.","Ун. тип",1837,20,"8",22,"","drive/natasha","Сборники стихотворений","col_lyr","Lyric collections",NA
"110",185,"COL_60","pr","col","lyr","","Аладьина Е.В.","Аладьина Е.В.","Аладьина Елизавета Васильевна","Сочинения Е.В.А…","СПб.","Вингебера",1838,24,"",24,"РГБ","https://dlib.rsl.ru/01003559619","Сборники стихотворений","col_lyr","Lyric collections","A_60"
"111",204,"COL_76","v","col","lyr","","Онисимова Д.А.","Анисимова Д.А.","Анисимова (Онисимова) Домна Анисимовна","Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","СПб.","Акад. наук",1838,27,"",20,"","drive","Сборники стихотворений","col_lyr","Lyric collections","A_75"
"112",240,"COL_168","v","col","lyr","","Бакунин И.М.","Бакунин И.М.","Бакунин Илья Модестович","На все время и пора [Стихотворения]","СПб.","Неймана",1838,147,"12",18,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000457&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_84"
"113",193,"COL_65","v","col","lyr","","Веронов","Баласогло А.П.<?>","","Стихотворения Веронова","СПб.","Сахарова",1838,209,"8",11,"","","Сборники стихотворений","col_lyr","Lyric collections","A_64"
"114",252,"COL_217","v","sep","lyr","","Барановский В.","Барановский В.","Барановский Василий","Портрет Д. А. И. Р. Л. Соч. Василья Барановского","Одесса","Городская тип.",1838,3,"4",25,"РНБ","https://vivaldi.nlr.ru/bx000010159/view/#page=10","Отд. стихотворения","sep_lyr","Lyric booklets","A_86"
"115",241,"COL_169","pr","col","lyr","","Башкатов А.","Башкатов А.","Башкатов Алексей Васильевич","Быль и заблуждение моего ума и сердца. Соч. Алексея Башкатова, в стихах и прозе","М.","Евреинова",1838,303,"8",23,"ЧБ","https://books.google.com/books?id=Knddqqf_Y_sC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_134"
"116",189,"COL_61","v","col","lyr","","Бенедиктов В.","Бенедиктов В.Г.","Бенедиктов Владимир Григорьевич","Стихотворения В. Бенедиктова. Кн. 2.","СПб.","Неймана",1838,110,"8",23,"","","Сборники стихотворений","col_lyr","Lyric collections","A_18"
"117",190,"COL_62","pr","col","lyr","","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Бестужев Александр Александрович","Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","СПб.","III Отд. собств. Е.И.В. канц.",1838,354,"",20,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000473&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_61"
"118",191,NA,"pr","col","lyr","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом: Опыты в стихах и прозе","СПб.","Воен. тип.",1838,282,"16",13,"ЧБ","https://books.google.com/books?id=wDV_4kS887UC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_62"
"119",697,"COL_63","v","sep","lyr","","Бобылев Н.","Бобылев Н.И.","Бобылев Николай Иванович","Чувства русского при возвращении государя императора в Санкт-Петербург : [Стихотворения / Николай Бобылев]","СПб.","Воен. тип.",1838,4,"",19,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_62"
"120",192,"COL_64","v","col","lyr","","Вердеревский А.","Вердеревский А.","Вердеревский Александр","Стихотворения Александра Вердеревского","М.","Степанова",1838,65,"8",23,"","drive/photos/20","Сборники стихотворений","col_lyr","Lyric collections","A_63"
"121",169,"COL_59","pr","alm","","","Владиславлев В.А.","Владиславлев В.А.","Владиславлев Владимир Андреевич","Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева","СПб.","Воен. тип.",1838,352,"12",18,"РГБ","https://dlib.rsl.ru/01003570420","Альманахи","alm","Almanacks","A_65"
"122",194,"COL_66","pr","alm","","","Владиславлев","Владиславлев В.А.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1839 год. 1-й год","СПб.","Фишера",1838,384,"8",20,"ЧБ","https://books.google.cz/books?vid=NKP:3186143606&printsec=frontcover#v=onepage&q&f=false","Альманахи","alm","Almanacks","A_65"
"123",247,"COL_175","v","sep","lyr","","Волков","Волков А.А.","Волков Александр Абрамович","Симонов монастырь: Стихотворение","М.","Смирнова",1838,3,"",22,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_85"
"124",348,"COL_228","v","alm","","","Глухарев И.Н.","Глухарев И.Н.","Глухарев Иван Никитич","Венок граций. Подарок любителям и любительницам пения и романсов, или Собрание разных стихов лучших и известных сочинителей, как то, А. Пушкина, И. Козлова, Г. Баратынского, и прочая. Собранные И… Г.л.у…вым","М.","Лазаревых",1838,91,"16",14,"lib.pushkinskijdom.ru","http://lib.pushkinskijdom.ru/LinkClick.aspx?fileticket=q_WtWwEcutE%3d&tabid=10398","Альманахи","alm","Almanacks","A_108"
"125",195,"COL_67","v","col","lyr","","Демидов М.","Демидов М.А.","Демидов Михаил Александрович","Разные разности. Стихотворения М. Демидова","М.","Семена",1838,119,"",21,"","drive/photos/20","Сборники стихотворений","col_lyr","Lyric collections","A_66"
"126",232,"COL_160","v","col","lyr","","Дмитриев И.И.","Дмитриев И.И.","Дмитриев Иван Иванович","Басни и апологи И.И. Дмитриева","СПб.","Воен. тип.",1838,178,"32",10,"РГБ","https://dlib.rsl.ru/01003559637","Сборники стихотворений","col_lyr","Lyric collections","A_80"
"127",212,"COL_83","pr","col","lyr","","М.Д.","Дмитриевский М.И.","Дмитриевский Михаил Иванович","И то и се или собрание сочинений в стихах и прозе М.Д.","М.","Смирнова",1838,127,"",14,"","","Сборники стихотворений","col_lyr","Lyric collections","A_289"
"128",197,"COL_68","v","sep","lyr","","Доброхотов Ф.","Доброхотов Ф.","Доброхотов Феофил","Взгляд на поэзию Феофила Доброхотова","М.","Семена",1838,24,"8",24,"","drive/photos/20","Отд. стихотворения","sep_lyr","Lyric booklets","A_67"
"129",198,"COL_69","v","col","lyr","","Долгоруков А.В.","Долгоруков А.В.","Долгоруков Алексей Владимирович","Поэзия Алексея Москвитянина","М.","Семена",1838,36,"",14,"","","Сборники стихотворений","col_lyr","Lyric collections","A_68"
"130",199,"COL_70","v","col","lyr","","Карелин И.М.","Карелин И.М.","Карелин Илья Марьянович","Весенние мечты: Стихотворения Ильи Карелина","М.","Селивановского",1838,22,"",22,"","","Сборники стихотворений","col_lyr","Lyric collections","A_69"
"131",200,"COL_72","v","col","lyr","","Краснов С.","Краснов С.","Краснов Стахий","Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","М.","Кирилова",1838,21,"",17,"ЧБ","https://books.google.com/books?id=NLD9sV5PsKIC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_71"
"132",859,NA,"v","sep","lyr","","Левицкий И.","Левицкий И.","Левицкий Иосиф","Стих во часть его превосходительству … Михаилу Левицкому, метрополите галицкому … во день святого архистратига Михаила дня 8 ноября 1838 … Иосифом Левицким","Пшемысль","",1838,12,"",23,"BN","https://polona.pl/item/stih-vo-cest-ego-prevoshoditel-stvu-mihailu-levickomu-mitropolite-galickomu,OTgwODE3MTc/4/#info:metadata ","Отд. стихотворения","sep_lyr","Lyric booklets","A_292"
"133",860,NA,"v","sep","lyr","","Левицкий И.","Левицкий И.","Левицкий Иосиф","Стих во честь его преосвященству Василию Поповичу епископу мункачовскому … во день поставления его преосвященства на епископа … сложенный Иосифом Левицким","Пшемысль","",1838,4,"",23,"BN","https://polona.pl/item/stih-vo-cest-ego-preosvasen-stvu-kyr-vasiliu-popovicu-episkopu-munkacovskomu-vo-den,OTgwODE3MTU/4/#info:metadata ","Отд. стихотворения","sep_lyr","Lyric booklets","A_292"
"134",864,NA,"v","sep","lyr","ukr","Лисенецкий С.Ф.","Лисенецкий С.Ф.","Лисенецкий Симеон Феофил.","Воззрение страшилища во Песте и Буде наступающего месяцем мартом 1838 года во время разлития Дуная Симеоном Феофил. Лисенецким галициянином","Ведень","Мехитаристöв",1838,15,"",21,"BN","https://polona.pl/item/vozzrenie-strasilisa-vo-peste-i-bude-nastupausago-mesacem-martom-1838-vo-vrema-razlitia,MTI1MzA3NTYw/4/#info:metadata ","Отд. стихотворения","sep_lyr","Lyric booklets","A_293"
"135",202,"COL_74","v","col","lyr","","Максимов М.И.","Максимов М.И.","Максимов Михаил Иванович","Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова / Изд. 3-е","СПб.","Глазунова",1838,36,"",23,"РГБ","https://dlib.rsl.ru/01003559764","Сборники стихотворений","col_lyr","Lyric collections","A_73"
"136",211,"COL_82","v","col","lyr","","В. М.","Макшеева В.Д.  / Молчанова В. ","Макшеева Варвара Дмитриевна / Молчанова В.","Стихотворения, сочиненные девицей B.М.","СПб.","Глазунова",1838,11,"12",NA,"","drive","Сборники стихотворений","col_lyr","Lyric collections","A_202"
"137",203,"COL_75","v","col","lyr","","Марков М.","Марков М.А.","Марков Михаил Александрович","Мечты и были: В 3 ч. Ч. 1. Стихотворения","СПб.","Праца",1838,207,"",17,"ЧБ","https://books.google.com/books?id=cSldXfvSM2IC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_74"
"138",237,"COL_165","v","col","lyr","","Моствило-Головач П.","Моствило-Головач Т.","","Стихотворения П. Моствило-Головача","Смоленск","Губ. правления",1838,11,"8",21,"","","Сборники стихотворений","col_lyr","Lyric collections","A_83"
"139",345,"COL_225","v","col","lyr; nar","","Олин В.","Олин В.Н.","Олин Валериан Николаевич","Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","СПб.","III Отд. собств. Е.И.В. канц.",1838,111,"12",15,"РГБ","https://dlib.rsl.ru/01003559737","Сборники стихотворений","col_lyr","Lyric collections","A_103"
"140",207,"COL_78","v","col","lyr","","Полежаев А.И.","Полежаев А.И.","Полежаев Александр Иванович","Арфа: Стихотворения Александра Полежаева","М.","Кирилова",1838,109,"8",19,"ЧБ","https://books.google.com/books?id=VnlpAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_26"
"141",205,NA,"v","col","lyr","double","Полежаев А.","Полежаев А.И.","Полежаев Александр Иванович","Кальян. Стихотворения Полежаева / Изд. 3","М.","Алексеев",1838,186,"",12,"","","Сборники стихотворений","col_lyr","Lyric collections","A_26"
"142",236,"COL_164","v","col","lyr","","Праволамский П.","Праволамский П.","Праволамский Петр","Стихотворения П. Праволамского","Ярославль","Губ. правления",1838,111,"8",22,"","","Сборники стихотворений","col_lyr","Lyric collections","A_82"
"143",246,"COL_174","v","col","lyr","songs","А. П.","Пуговишников А.М.","Пуговишников Александр Михайлович","Карманный песенник. Соч. А.П.","М.","Кирилова",1838,79,"",14,"","","Сборники стихотворений","col_lyr","Lyric collections","A_27"
"144",346,"COL_226","v","col","lyr","songs","А. П.","Пуговишников А.М.","Пуговишников Александр Михайлович","Романсы, песни и стихотворения, или Подарок на новый год любителям и любительницам пения. Сочинение А.П.","М.","Кирилова",1838,204,"",18,"","","Сборники стихотворений","col_lyr","Lyric collections","A_27"
"145",234,"COL_162","v","col","lyr","","Раевич И.А.","Раевич  И.А.","Раевич Иван Александрович","Плоды вечерних безделок, сочинение Ивана Раевича","М.","Евреинова",1838,77,"",23,"ЧБ","https://books.google.com/books?id=rxbXPvLwf6cC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_81"
"146",210,NA,"v","alm","lyr","songs","Суханов М.Д.","Суханов М.Д.","Суханов Михаил Дмитриевич","Собрание отборнейших русских песен. Собрано М.С. В 2-х ч.","СПб.","Вингебера",1838,241,"16",13,"","","Альманахи","alm","Almanacks","A_28"
"147",208,"COL_79","v","col","lyr","","Сушков Д.П.","Сушков Д.П.","Сушков Дмитрий Петрович","Стихотворения Д. Сушкова: Первая книжка","СПб.","Штаба отд. корп. внутр. стражи",1838,92,"8",23,"ЧБ","https://books.google.com/books?id=twfiA4EnQj0C&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_77"
"148",209,"COL_80","v","col","lyr","","Теплова Н.С.","Теплова Н.С.","Терюхина (Теплова) Надежда Сергеевна","Стихотворения Н. Тепловой. Изд. 2, умноженное","М.","Лазаревых",1838,78,"16",15,"РГБ (1-е изд.)","https://dlib.rsl.ru/01003558839","Сборники стихотворений","col_lyr","Lyric collections","A_78"
"149",233,"COL_161","v","col","lyr","","","","","Любовь к добродетельной деве, или Черты душевной красоты: Стихотворения, писанные в 1822 г.","М.","Ун. тип",1838,216,"",22,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"150",355,"COL_239","v","sep","lyr","","Ан-в","Ан-в","","Послание к О. Иоанну, в г. Новоалександровск: [Стихотворение]","СПб.","Греча",1838,4,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_286"
"151",249,"COL_204","v","alm","","","","","","Сборник на 1838 год, составленный из литературных трудов: А.К. Бера, В.А. Владиславлева, Князя П.А. Вяземского, А.Н. Глинкиной, Ф.Н. Глинки, Е.П. Гребенки, Э.И. Губера, П.И. Каменского, И.И. Козлова, А.В. Козлова, Ф.А. Кони, А.Ф. Кораблинского, Н.В. Кукольника, М.М. Михайлова, Князя В.Ф. Одоевского <и мн. других>","СПб.","Воейкова и Ко",1838,321,"8",21,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000854&pg_seq=1&search_doc=","Альманахи","alm","Almanacks",NA
"152",238,"COL_166","v","col","lyr","","","","","Стихотворения, посвященные Гроссгейнриху","СПб.","Неймана",1838,NA,"12",NA,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"153",230,"COL_158","v","col","lyr","","","","","Фантастическое зеркало в шуточно-сатирических стихах. Соч. Г.Б.М.","М.","Лазаревых",1838,24,"",18,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"154",298,"COL_201","pr","alm","","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым","СПб.","Штаба отд. корп. внутр. стражи",1839,366,"16",14,"ЧБ","https://books.google.com/books?id=wDV_4kS887UC&printsec=frontcover&source=gbs_ViewAPI","Альманахи","alm","Almanacks","A_62"
"155",257,"COL_91","v","col","lyr","","Богданов Н.","Богданов Н.","Богданов Николай","Стихотворения Николая Богданова","М.","Семена",1839,50,"8",19,"","drive/natasha","Сборники стихотворений","col_lyr","Lyric collections","A_91"
"156",258,"COL_92","v","col","lyr","","Горчаков В.Н.","Горчаков В.Н.","Горчаков Владислав Николаевич","Стихотворения Владислава Горчакова","М.","Семена",1839,43,"8",21,"","","Сборники стихотворений","col_lyr","Lyric collections","A_92"
"157",296,"COL_185","v","col","lyr","","И. Д.","Данков И.И.","Данков Иван Иванович","Блины. Соч. И. Д.: Стихотворения","М.","Ун. тип",1839,37,"",11,"","","Сборники стихотворений","col_lyr","Lyric collections","A_111"
"158",295,"COL_184","v","col","lyr","","И. Д.","Данков И.И.","Данков Иван Иванович","Красное яичко или Светлодневный подарок москвичам : [Сб. стихотворений]","М.","Ун. тип",1839,57,"",11,"","","Сборники стихотворений","col_lyr","Lyric collections","A_111"
"159",259,"COL_93","v","col","lyr","","Демидов М.А.","Демидов М.А.","Демидов Михаил Александрович","Ау: Стихотворения М. Демидова","М.","Семена",1839,119,"8",20,"","","Сборники стихотворений","col_lyr","Lyric collections","A_66"
"160",260,"COL_94","v","sep","lyr","","Жуковский В.А.","Жуковский В.А.","Жуковский Василий Андреевич","Бородинская годовщина","М.","Ун. тип",1839,8,"",26,"РНБ","https://vivaldi.nlr.ru/bx000010159/view/#page=489","Отд. стихотворения","sep_lyr","Lyric booklets","A_19"
"161",262,"COL_96","v","col","lyr","","Карманов Г.","Карманов Г.","Карманов Г.","Стихотворения Г. Карманова","М.","Селивановского",1839,36,"12",17,"","","Сборники стихотворений","col_lyr","Lyric collections","A_94"
"162",264,"COL_98","v","col","lyr","double","Кульман Е.Б.","Кульман Е.Б.","Кульман Елизавета Борисовна","Полное собрание Русских, Немецких и Италиянских Стихотворений Елисаветы Кульман. Кн. 1. Пиитические опыты. Изд. 2-е","СПб.","Акад. наук",1839,207,"",24,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00001002&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_96"
"163",201,"COL_73","v","col","lyr","","Леонов А.","Леонов А.А.","Леонов Алексей Алексеевич","Стихотворения Алексея Леонова. 1834-1838","Харьков","Губ. тип.",1839,148,"",25,"","","Сборники стихотворений","col_lyr","Lyric collections","A_72"
"164",265,"COL_99","v","col","lyr","","Медведенко Н.","Медведенко Н.","Медведенко Н.","Вадемекум. Стихотворения Н. Медведенко","М.","Семена",1839,128,"12",19,"","","Сборники стихотворений","col_lyr","Lyric collections","A_97"
"165",1016,NA,"v","col","lyr","ukr lang","Могила А.","Метлинский А.Л.","Метлинский Амвросий Лукьянович","Думки и песни Та Ште де-Шчо, Амвросия Могилы. Изд. Метланский","Харьков","Ун. тип",1839,NA,"16",NA,"","http://rarebook.onu.edu.ua:8081/handle/store/2506?locale=en","Сборники стихотворений","col_lyr","Lyric collections","A_294"
"166",266,"COL_100","v","sep","lyr","ortho","Мысовский-Светогорский С.","Мысовский-Светогорский С.Д.","Мысовский-Светогорский Сергей Дмитриевич","Мысль о бессмертии: [Стихотворение]","СПб.","Глазунова",1839,15,"8",22,"","drive/natasha","Отд. стихотворения","sep_lyr","Lyric booklets","A_55"
"167",277,"COL_114","v","col","lyr","","Мягков Н.Н.","Мягков Н.Н.","Мягков Николай Иванович","Опыты в стихах Н. Мягкова","СПб.","Акад. наук",1839,54,"12",18,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000926&pg_seq=1&search_doc=","Сборники стихотворений","col_lyr","Lyric collections","A_102"
"168",290,"COL_180","v","sep","lyr","","Орлов А.А.","Орлов А.А.","Орлов Александр Анфимович","Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова","М.","Смирнова",1839,16,"16",15,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_59"
"169",276,NA,"v","sep","lyr","","Поднебесный","Поднебесный М.М.","Поднебесный Михаил Михайлович","Стихотворение: Мысли при гробе Графа М.М. Сперанского","СПб.","Гутенбергова тип.",1839,3,"",NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000885&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets","A_87"
"170",286,"COL_176","v","col","lyr","","Раевич И.А.","Раевич  И.А.","Раевич Иван Александрович","Досужные вечера. Сочинение Ивана Раевича","М.","Ун. тип",1839,71,"8",NA,"","","Сборники стихотворений","col_lyr","Lyric collections","A_81"
"171",287,"COL_178","v","sep","lyr","","Харинский Х.","Харинский Х.","Харинский Хрисанф","Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","СПб.","Фишера",1839,16,"8",20,"РГБ","https://dlib.rsl.ru/01003559988","Отд. стихотворения","sep_lyr","Lyric booklets","A_105"
"172",698,NA,"v","sep","lyr","","Хомяков","Хомяков А.С.","Хомяков Алексей Степанович","Киев : [Стихотворение]","","",1839,4,"",26,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_187"
"173",269,"COL_104","v","col","lyr","","Шахова Е.Н.","Шахова Е.Н.","Шахова Елисавета Никитична","Стихотворения Елизаветы Шаховой","СПб.","Акад. наук",1839,120,"8",20,"РГБ","https://dlib.rsl.ru/01003560015","Сборники стихотворений","col_lyr","Lyric collections","A_101"
"174",291,"COL_181","v","sep","lyr","","Шаховской А.А.","Шаховской А.А.","Шаховской Александр Александрович","В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","М.","Смирнова",1839,4,"4",NA,"РНБ","https://vivaldi.nlr.ru/bx000012436/view/#page=","Отд. стихотворения","sep_lyr","Lyric booklets","A_106"
"175",285,"COL_119","v","col","lyr","","","","","Бородинские акростихи","М.","Семена",1839,24,"12",18,"","drive/natasha","Сборники стихотворений","col_lyr","Lyric collections",NA
"176",289,NA,"v","sep","lyr","","","","","Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","СПб.","Акад. наук",1839,2,"8",NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000686&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"177",274,"COL_108","v","sep","lyr","","","","","Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","М.","Смирнова",1839,24,"",18,"ЧБ","https://books.google.com/books?id=Dexjrf4JcoIC&printsec=frontcover&source=gbs_ViewAPI","Отд. стихотворения","sep_lyr","Lyric booklets",NA
