"","id","COL_ID","poetry_prose","book_type","genre","author_sign","author","author_full_name","title","city","publisher","year","pages","size_fold","size_cm","digital_copy","digital_copy_URL","path","A_ID"
"35",76,"","v","col","lyr","Меркли М.","Меркли М.М.","Меркли Михаил Маркович","Стихотворения Михаила Меркли / 2-е изд.","М.","Кирилова","1837","120","12","16","ЧБ","https://books.google.com/books?id=MnppAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//76_1837.txt","A_9"
"36",141,"COL_43","v","col","lyr","Бернет Е.","Бернет Е.","Бернет Е.","Стихи Е. Бернета","СПб.","Снегирева","1837","167","","21","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000477&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//141_1837.txt","A_37"
"37",142,"COL_44","v","col","lyr","Бороздна И.П.","Бороздна И.П.","Бороздна Иван Петрович","Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","М.","Селивановского","1837","242","","22","ЧБ","https://books.google.com/books?id=uBoIZgMRHDsC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//142_1837.txt","A_38"
"38",143,"COL_45","v","col","lyr","Бутырский Н.И.","Бутырский Н.И.","Бутырский Никита Иванович","И моя доля в сонетах. В 2 ч. Соч. Бутырского","СПб.","Вингебера","1837","","8","25","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000417&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//143_1837.txt","A_39"
"39",144,"COL_46","v","col","lyr","Быстроглазов А.","Быстроглазов А.","Быстроглазов А.","Стихотворения А. Быстроглазова. В 2 ч. Ч. 1","СПб.","Вингебера","1837","154","8","21","ЧБ","https://books.google.cz/books?vid=NKP:3186276238&printsec=frontcover#v=onepage&q&f=false","../../data/corpus1835/collections/raw_texts/unseparated_cols//144_1837.txt","A_40"
"40",145,"COL_46","v","col","lyr","Быстроглазов А.","Быстроглазов А.","Быстроглазов А.","Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","СПб.","Вингебера","1837","186","","21","ЧБ","https://books.google.cz/books?vid=NKP:3186262479&printsec=frontcover#v=onepage&q&f=false","../../data/corpus1835/collections/raw_texts/unseparated_cols//145_1837.txt","A_40"
"41",149,"COL_49","v","col","lyr","Дьячков С.","Дьячков С.П.","Дьячков Семен Петрович","Букет цветов или разные стихотворения, элегические романсы и песни для прекрасных девиц. Соч. С. Дьячковым","СПб.","Вингебера","1837","31","16","25","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//149_1837.txt","A_43"
"42",151,"","v","sep","lyr","","Огинский А.Г.","Огинский Алексей Григорьевич","Ксантиппа : Экспромт : [В стихах]","СПб.","Морск. тип.","1837","4","","27","РНБ","https://vivaldi.nlr.ru/bx000013787/view/#page=","../../data/corpus1835/collections/raw_texts/unseparated_cols//151_1837.txt","A_295"
"43",153,"COL_50","v","col","lyr","Кашаев В.","Кашаев В.","Кашаев Виктор","Стихотворения Виктора Кашаева","М.","Кирилова","1837","43","8","22","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//153_1837.txt","A_44"
"44",154,"COL_51","v","col","lyr","Мартынов А.","Мартынов А.","Мартынов Авксентий Матвеевич","Поэтические произведения А. Мартынова. В 3-х кн.","СПб.","Вингебера","1837","249","8","24","ЧБ","https://books.google.com/books?id=2VPX7BEfADEC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//154_1837.txt","A_45"
"45",156,"COL_52","v","col","lyr","Подолинский А.","Подолинский А.И.","Подолинский Андрей Иванович","Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","СПб.","А. Смирдина, И. Глазунова и Ко","1837","174","","21","РГБ","https://dlib.rsl.ru/01003823514","../../data/corpus1835/collections/raw_texts/unseparated_cols//156_1837.txt","A_46"
"46",163,"COL_56","v","col","lyr","Тимофеев А.В.","Тимофеев А.В.","Тимофеев Алексей Васильевич","Опыты. В 3 ч. Ч. 1. [Стихотворения]","СПб.","Н. Глазунова","1837","347","8","22","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000957&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//163_1837.txt","A_15"
"47",173,"COL_149","v","col","lyr","Пустельгин","Пустельгин","Пустельгин","Мои пенаты: Стихотворения Пустельгина","СПб.","Крайя","1837","32","16","13","нб_спбгу","https://dspace.spbu.ru/bitstream/11701/5595/4/Pustelgin_Moi_Penaty_1837.pdf","../../data/corpus1835/collections/raw_texts/unseparated_cols//173_1837.txt","A_53"
"48",175,"COL_151","v","col","lyr","","","","Стихотворения молодого Черкеса","М.","Ун. тип","1837","20","8","22","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//175_1837.txt",""
"49",180,"COL_207","v","col","lyr","Шаршавый","Шаршавый П.Я.","Шаршавый Петр Якимович","Цевница, на 1837 год. Соч. Шаршавого (Альманах)","СПб.","Вингебера","1837","206","16","14","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//180_1837.txt","A_58"
"50",344,"COL_224","v","col","lyr","Шахова Е.Н.","Шахова Е.Н.","Шахова Елисавета Никитична","Опыт в стихах пятнадцатилетней девицы Елисаветы Шаховой : Писано в 1836 г.","СПб.","Вингебера","1837","23","","22","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//344_1837.txt","A_101"
"51",169,"COL_59","pr","alm","","Владиславлев В.А.","Владиславлев В.А.","Владиславлев Владимир Андреевич","Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева","СПб.","Воен. тип.","1838","352","12","18","РГБ","https://dlib.rsl.ru/01003570420","../../data/corpus1835/collections/raw_texts/unseparated_cols//169_1838.txt","A_65"
"52",190,"COL_62","pr","col","lyr","Бестужев А.А. (Марлинский)","Бестужев А.А. (Марлинский)","Бестужев Александр Александрович","Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","СПб.","III Отд. собств. Е.И.В. канц.","1838","354","","20","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000473&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//190_1838.txt","A_61"
"53",192,"COL_64","v","col","lyr","Вердеревский А.","Вердеревский А.","Вердеревский Александр","Стихотворения Александра Вердеревского","М.","Степанова","1838","65","8","23","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//192_1838.txt","A_63"
"54",194,"COL_66","pr","alm","","Владиславлев","Владиславлев В.А.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1839 год. 1-й год","СПб.","Фишера","1838","384","8","20","ЧБ","https://books.google.cz/books?vid=NKP:3186143606&printsec=frontcover#v=onepage&q&f=false","../../data/corpus1835/collections/raw_texts/unseparated_cols//194_1838.txt","A_65"
"55",195,"COL_67","v","col","lyr","Демидов М.","Демидов М.А.","Демидов Михаил Александрович","Разные разности. Стихотворения М. Демидова","М.","Семена","1838","119","","21","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//195_1838.txt","A_66"
"56",197,"COL_68","v","sep","lyr","Доброхотов Ф.","Доброхотов Ф.","Доброхотов Феофил","Взгляд на поэзию Феофила Доброхотова","М.","Семена","1838","24","8","24","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//197_1838.txt","A_67"
"57",200,"COL_72","v","col","lyr","Краснов С.","Краснов С.","Краснов Стахий","Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","М.","Кирилова","1838","21","","17","ЧБ","https://books.google.com/books?id=NLD9sV5PsKIC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//200_1838.txt","A_71"
"58",202,"COL_74","v","col","lyr","Максимов М.И.","Максимов М.И.","Максимов Михаил Иванович","Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова / Изд. 3-е","СПб.","Глазунова","1838","36","","23","РГБ","https://dlib.rsl.ru/01003559764","../../data/corpus1835/collections/raw_texts/unseparated_cols//202_1838.txt","A_73"
"59",203,"COL_75","v","col","lyr","Марков М.","Марков М.А.","Марков Михаил Александрович","Мечты и были: В 3 ч. Ч. 1. Стихотворения","СПб.","Праца","1838","207","","17","ЧБ","https://books.google.com/books?id=cSldXfvSM2IC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//203_1838.txt","A_74"
"60",207,"COL_78","v","col","lyr","Полежаев А.И.","Полежаев А.И.","Полежаев Александр Иванович","Арфа: Стихотворения Александра Полежаева","М.","Кирилова","1838","109","8","19","ЧБ","https://books.google.com/books?id=VnlpAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//207_1838.txt","A_26"
"61",208,"COL_79","v","col","lyr","Сушков Д.П.","Сушков Д.П.","Сушков Дмитрий Петрович","Стихотворения Д. Сушкова: Первая книжка","СПб.","Штаба отд. корп. внутр. стражи","1838","92","8","23","ЧБ","https://books.google.com/books?id=twfiA4EnQj0C&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//208_1838.txt","A_77"
"62",211,"COL_82","v","col","lyr","В. М.","Макшеева В.Д.  / Молчанова В. ","Макшеева Варвара Дмитриевна / Молчанова В.","Стихотворения, сочиненные девицей B.М.","СПб.","Глазунова","1838","11","12","","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//211_1838.txt","A_202"
"63",234,"COL_162","v","col","lyr","Раевич И.А.","Раевич  И.А.","Раевич Иван Александрович","Плоды вечерних безделок, сочинение Ивана Раевича","М.","Евреинова","1838","77","","23","ЧБ","https://books.google.com/books?id=rxbXPvLwf6cC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//234_1838.txt","A_81"
"64",240,"COL_168","v","col","lyr","Бакунин И.М.","Бакунин И.М.","Бакунин Илья Модестович","На все время и пора [Стихотворения]","СПб.","Неймана","1838","147","12","18","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000457&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//240_1838.txt","A_84"
"65",241,"COL_169","pr","col","lyr","Башкатов А.","Башкатов А.","Башкатов Алексей Васильевич","Быль и заблуждение моего ума и сердца. Соч. Алексея Башкатова, в стихах и прозе","М.","Евреинова","1838","303","8","23","ЧБ","https://books.google.com/books?id=Knddqqf_Y_sC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//241_1838.txt","A_134"
"66",249,"COL_204","v","alm","","","","","Сборник на 1838 год, составленный из литературных трудов: А.К. Бера, В.А. Владиславлева, Князя П.А. Вяземского, А.Н. Глинкиной, Ф.Н. Глинки, Е.П. Гребенки, Э.И. Губера, П.И. Каменского, И.И. Козлова, А.В. Козлова, Ф.А. Кони, А.Ф. Кораблинского, Н.В. Кукольника, М.М. Михайлова, Князя В.Ф. Одоевского <и мн. других>","СПб.","Воейкова и Ко","1838","321","8","21","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000854&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//249_1838.txt",""
"67",252,"COL_217","v","sep","lyr","Барановский В.","Барановский В.","Барановский Василий","Портрет Д. А. И. Р. Л. Соч. Василья Барановского","Одесса","Городская тип.","1838","3","4","25","РНБ","https://vivaldi.nlr.ru/bx000010159/view/#page=10","../../data/corpus1835/collections/raw_texts/unseparated_cols//252_1838.txt","A_86"
"68",257,"COL_91","v","col","lyr","Богданов Н.","Богданов Н.","Богданов Николай","Стихотворения Николая Богданова","М.","Семена","1839","50","8","19","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//257_1839.txt","A_91"
"69",266,"COL_100","v","sep","lyr","Мысовский-Светогорский С.","Мысовский-Светогорский С.Д.","Мысовский-Светогорский Сергей Дмитриевич","Мысль о бессмертии: [Стихотворение]","СПб.","Глазунова","1839","15","8","22","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//266_1839.txt","A_55"
"70",270,"COL_105","pr","alm","","Кукольник Н. (изд.)","Кукольник Н. (изд.)","Кукольник Н. (изд.)","Новогодник, собрание сочинений в прозе и стихах, современных русских писателей изданный Н. Кукольником","СПб.","Изд. Энц. Лексик. А. Плюшара","1839","422","8","22","РГБ","https://dlib.rsl.ru/01003570598","../../data/corpus1835/collections/raw_texts/unseparated_cols//270_1839.txt","A_162"
"71",274,"COL_108","v","sep","lyr","","","","Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","М.","Смирнова","1839","24","","18","ЧБ","https://books.google.com/books?id=Dexjrf4JcoIC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//274_1839.txt",""
"72",276,"","v","sep","lyr","Поднебесный","Поднебесный М.М.","Поднебесный Михаил Михайлович","Стихотворение: Мысли при гробе Графа М.М. Сперанского","СПб.","Гутенбергова тип.","1839","3","","","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000885&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//276_1839.txt","A_87"
"73",277,"COL_114","v","col","lyr","Мягков Н.Н.","Мягков Н.Н.","Мягков Николай Иванович","Опыты в стихах Н. Мягкова","СПб.","Акад. наук","1839","54","12","18","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000926&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//277_1839.txt","A_102"
"74",285,"COL_119","v","col","lyr","","","","Бородинские акростихи","М.","Семена","1839","24","12","18","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//285_1839.txt",""
"75",287,"COL_178","v","sep","lyr","Харинский Х.","Харинский Х.","Харинский Хрисанф","Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","СПб.","Фишера","1839","16","8","20","РГБ","https://dlib.rsl.ru/01003559988","../../data/corpus1835/collections/raw_texts/unseparated_cols//287_1839.txt","A_105"
"76",288,"COL_179","v","sep","lyr","","","","Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","СПб.","Греча","1839","3","8","","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000687&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//288_1839.txt",""
