"","id","COL_ID","poetry_prose","book_type","genre","author_sign","author","author_full_name","title","city","publisher","year","pages","size_fold","size_cm","digital_copy","digital_copy_URL","path","A_ID"
"77",289,"","v","sep","lyr","","","","Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","СПб.","Акад. наук","1839","2","8","","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000686&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//289_1839.txt",""
"78",291,"COL_181","v","sep","lyr","Шаховской А.А.","Шаховской А.А.","Шаховской Александр Александрович","В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","М.","Смирнова","1839","4","4","","РНБ","https://vivaldi.nlr.ru/bx000012436/view/#page=","../../data/corpus1835/collections/raw_texts/unseparated_cols//291_1839.txt","A_106"
"79",298,"COL_201","pr","alm","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым","СПб.","Штаба отд. корп. внутр. стражи","1839","366","16","14","ЧБ","https://books.google.com/books?id=wDV_4kS887UC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//298_1839.txt","A_62"
"80",299,"COL_202","pr","alm","","","","","Опыты в Русской Словесности воспитанников Гимназии Белорусского Учебного Округа. Напечатанные по приказанию Г. Министра Народного Просвещения","Вильно","Гликсберга","1839","530","8","21","РГБ","https://dlib.rsl.ru/01003559963","../../data/corpus1835/collections/raw_texts/unseparated_cols//299_1839.txt",""
"81",300,"COL_210","pr","alm","","","","","Одесский Альманах, на 1839 год","Одесса","В город. т.","1839","618","16","16","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//300_1839.txt",""
"82",301,"COL_211","pr","alm","","","","","Одесский Альманах, на 1840 год","Одесса","В город. т.","1840","708","16","16","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//301_1840.txt",""
"83",306,"COL_127","v","sep","lyr","Данков И.И.","Данков И.И.","Данков Иван Иванович","Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","М.","Степанова","1840","24","","20","ЧБ","https://books.google.com/books?id=SHlpAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//306_1840.txt","A_111"
"84",312,"COL_128","v","col","lyr","Демидов М.А.","Демидов М.А.","Демидов Михаил Александрович","Дельные безделки: Стихотворения М. Демидова","М.","Семена","1840","121","12","20","ЧБ","https://books.google.com/books?id=uoLyAXdvQskC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//312_1840.txt","A_66"
"85",315,"COL_131","v","col","lyr","Лермонтов М.Ю.","Лермонтов М.Ю.","Лермонтов Михаил Юрьевич","Стихотворения М. Лермонтова","СПб.","Глазунова и Ко","1840","168","12","19","ЧБ","https://books.google.com/books?id=nW1pAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//315_1840.txt","A_114"
"86",316,"COL_132","v","col","lyr","Некрасов Н.А.","Некрасов Н.А.","Некрасов Николай Алексеевич","Мечты и звуки. Стихотворения Н.Н.","СПб.","Алипанова","1840","103","8","24","РГБ","https://dlib.rsl.ru/01006581005","../../data/corpus1835/collections/raw_texts/unseparated_cols//316_1840.txt","A_115"
"87",318,"COL_133","v","col","lyr","Папкевич А.","Папкевич А.","Папкевич Александр","Стихотворения Александра Папкевича","СПб.","3 Деп. М-ва гос. имуществ","1840","80","12","20","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000995","../../data/corpus1835/collections/raw_texts/unseparated_cols//318_1840.txt","A_116"
"88",319,"COL_134","v","col","lyr","Слепушкин Ф.","Слепушкин Ф.Н.","Слепушкин Федор Никифорович","Новые досуги Федора Слепушкина","СПб.","Акад. наук","1840","109","8","24","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//319_1840.txt","A_117"
"89",320,"COL_135","v","col","lyr","А. Ф.","Фет А.А.","Фет Афанасий Афанасьевич","Лирический пантеон. А.Ф.","М.","Селивановского","1840","109","","21","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//320_1840.txt","A_118"
"90",324,"COL_187","v","col","lyr","","","","Три песни патриота","СПб.","3 Деп. М-ва гос. имуществ","1840","24","12","21","РГБ","https://dlib.rsl.ru/01003560269","../../data/corpus1835/collections/raw_texts/unseparated_cols//324_1840.txt",""
"91",325,"COL_188","pr","alm","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом, издаваемый Николаем Бобылевым. Год второй. Т. 1.","СПб.","Воен. тип.","1840","334","16","14","ЧБ","https://books.google.cz/books?vid=NKP:3186143597-001&printsec=frontcover#v=onepage&q&f=false","../../data/corpus1835/collections/raw_texts/unseparated_cols//325_1840.txt","A_62"
"92",327,"COL_190","v","col","lyr","Алексеев П.Ф.","Алексеев П.Ф.","Алексеев Петр Федорович","Лирические стихотворения и сказки","Дерпт","Лаакманна","1840","180","12","17","UT","https://dspace.ut.ee/handle/10062/1868","../../data/corpus1835/collections/raw_texts/unseparated_cols//327_1840.txt","A_121"
"93",335,"COL_198","v","sep","lyr","Ободовский П.","Ободовский П.Г.","Ободовский Платон Григорьевич","Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","СПб.","Глазунова и Ко","1840","21","","20","ЧБ","https://books.google.com/books?id=R4dvpCRljCgC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//335_1840.txt","A_127"
"94",352,"COL_233","pr","alm","","Максимович М.","Максимович М.","Максимович Михаил Александрович","Киевлянин на 1840 год. Книга I. Изд. Михаил Максимович","Киев","Ун. тип","1840","256","8","21","ЧБ","https://books.google.com/books?id=DzY_BXXMInEC&printsec=frontcover&source=gbs_ViewAPI","../../data/corpus1835/collections/raw_texts/unseparated_cols//352_1840.txt","A_104"
"95",900,"","v","col","lyr","Семенов П.","Семенов П.","Семенов Платон","Минуты благоговения. Соч. Платона Семенова","СПб.","Плюшара","1835","29","","","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000897&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//900_1835.txt","A_297"
"96",901,"","v","sep","lyr","","","","Застольная песня","СПб.","","1840","1","","","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000806&pg_seq=1&search_doc=","../../data/corpus1835/collections/raw_texts/unseparated_cols//901_1840.txt",""
"97",1027,"COL_6","v","col","lyr","Кожухов Н.","Кожухов Н.С.","Кожухов Николай Степанович","Стихотворения Н. Кожухова","М.","Ун. тип","1835","24","8","20","","","../../data/corpus1835/collections/raw_texts/unseparated_cols//1027_1835.txt","A_6"
"98",1292,"","v","sep","lyr","Сиянов","Сиянов П.Г.","Сиянов Петр Гаврилович","Ек... Ив... Б.л.г.в.кой : Стихотворение","СПб.","Штаба отд. корп. внутр. стражи","1840","4","","","РНБ","https://vivaldi.nlr.ru/bx000028079/view/#page=","../../data/corpus1835/collections/raw_texts/unseparated_cols//1292_1840.txt","A_298"
"99",160,"COL_54","v","col","lyr","Смирнова А.","Смирнова А.","Смирнова Анна","Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","СПб.","Вингебера","1837","145","8","22","РГБ","https://dlib.rsl.ru/01003559653","","A_48"
"100",185,"COL_60","pr","col","lyr","Аладьина Е.В.","Аладьина Е.В.","Аладьина Елизавета Васильевна","Сочинения Е.В.А…","СПб.","Вингебера","1838","24","","24","РГБ","https://dlib.rsl.ru/01003559619","","A_60"
"101",204,"COL_76","v","col","lyr","Онисимова Д.А.","Анисимова Д.А.","Анисимова (Онисимова) Домна Анисимовна","Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","СПб.","Акад. наук","1838","27","","20","","","","A_75"
"102",209,"COL_80","v","col","lyr","Теплова Н.С.","Теплова Н.С.","Терюхина (Теплова) Надежда Сергеевна","Стихотворения Н. Тепловой. Изд. 2, умноженное","М.","Лазаревых","1838","78","16","15","РГБ (1-е изд.)","https://dlib.rsl.ru/01003558839","","A_78"
"103",264,"COL_98","v","col","lyr","Кульман Е.Б.","Кульман Е.Б.","Кульман Елизавета Борисовна","Полное собрание Русских, Немецких и Италиянских Стихотворений Елисаветы Кульман. Кн. 1. Пиитические опыты. Изд. 2-е","СПб.","Акад. наук","1839","207","","24","нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00001002&pg_seq=1&search_doc=","","A_96"
"104",269,"COL_104","v","col","lyr","Шахова Е.Н.","Шахова Е.Н.","Шахова Елисавета Никитична","Стихотворения Елизаветы Шаховой","СПб.","Акад. наук","1839","120","8","20","РГБ","https://dlib.rsl.ru/01003560015","","A_101"
